,State,Station_Number,Station_Name,Station_WMO,Latitude,Longitude,ZIP Codes,FIPS
795,IA,G1900330,Mason City Municipal Arpt,725485,43.15,-93.33,50428.0,"=""19033"""
796,IA,G1900350,Storm Lake,725496,42.6,-95.23,50588.0,"=""19035"""
797,IA,G1900370,Charles City,725463,43.07,-92.62,50616.0,"=""19037"""
798,IA,G1900390,Chariton,725469,41.03,-93.37,,"=""19039"""
799,IA,G1900410,Spencer,726500,43.17,-95.15,51301.0,"=""19041"""
800,IA,G1900430,Decorah,725476,43.28,-91.73,,"=""19043"""
801,IA,G1900450,Clinton Muni  Awos,725473,41.83,-90.33,52732.0,"=""19045"""
802,IA,G1900470,Denison,725477,41.98,-95.38,51442.0,"=""19047"""
803,IA,G1900490,Des Moines Intl Ap,725460,41.53,-93.67,50321.0,"=""19049"""
804,IA,G1900510,Ottumwa Industrial Ap,725465,41.1,-92.45,52548.0,"=""19051"""
805,IA,G1900530,Chariton,725469,41.03,-93.37,,"=""19053"""
806,IA,G1900550,Monticello Muni,725475,42.23,-91.17,52310.0,"=""19055"""
807,IA,G1900570,Burlington-Southeast Iowa Rgnl AP,725420,40.783,-91.117,52601.0,"=""19057"""
808,IA,G1900590,Spencer,726500,43.17,-95.15,51301.0,"=""19059"""
809,IA,G1900610,Dubuque Regional Ap,725470,42.4,-90.7,52003.0,"=""19061"""
810,IA,G1900630,Estherville Muni,726499,43.4,-94.75,51334.0,"=""19063"""
811,IA,G1900650,Oelwen,725488,42.68,-91.97,50662.0,"=""19065"""
812,IA,G1900670,Charles City,725463,43.07,-92.62,50616.0,"=""19067"""
813,IA,G1900690,Mason City Municipal Arpt,725485,43.15,-93.33,50428.0,"=""19069"""
814,IA,G1900710,Shenandoah Muni,725467,40.75,-95.42,,"=""19071"""
815,IA,G1900730,Carroll,725468,42.05,-94.78,51443.0,"=""19073"""
816,IA,G1900750,Newton Muni,725464,41.68,-93.02,50208.0,"=""19075"""
817,IA,G1900770,Carroll,725468,42.05,-94.78,51443.0,"=""19077"""
818,IA,G1900790,Webster City,725478,42.43,-93.87,50595.0,"=""19079"""
819,IA,G1900810,Mason City Municipal Arpt,725485,43.15,-93.33,50428.0,"=""19081"""
820,IA,G1900830,Webster City,725478,42.43,-93.87,50595.0,"=""19083"""
821,NE,G1900850,Omaha Eppley Airfield,725500,41.32,-95.9,68110.0,"=""19085"""
822,IA,G1900870,Washington,725454,41.28,-91.67,52353.0,"=""19087"""
823,IA,G1900890,Charles City,725463,43.07,-92.62,50616.0,"=""19089"""
824,IA,G1900910,Fort Dodge  Awos,725490,42.55,-94.18,,"=""19091"""
825,IA,G1900930,Storm Lake,725496,42.6,-95.23,50588.0,"=""19093"""
826,IA,G1900950,Cedar Rapids Municipal Ap,725450,41.88,-91.72,52404.0,"=""19095"""
827,IA,G1900970,Dubuque Regional Ap,725470,42.4,-90.7,52003.0,"=""19097"""
828,IA,G1900990,Newton Muni,725464,41.68,-93.02,50208.0,"=""19099"""
829,IA,G1901010,Fair Field,726498,41.05,-91.98,52556.0,"=""19101"""
830,IA,G1901030,Cedar Rapids Municipal Ap,725450,41.88,-91.72,52404.0,"=""19103"""
831,IA,G1901050,Monticello Muni,725475,42.23,-91.17,52310.0,"=""19105"""
832,IA,G1901070,Fair Field,726498,41.05,-91.98,52556.0,"=""19107"""
833,IA,G1901090,Algona,725457,43.08,-94.27,50598.0,"=""19109"""
834,IA,G1901110,Keokuk Muni,725456,40.47,-91.43,52632.0,"=""19111"""
835,IA,G1901130,Cedar Rapids Municipal Ap,725450,41.88,-91.72,52404.0,"=""19113"""
836,IA,G1901150,Muscatine,725487,41.37,-91.15,52761.0,"=""19115"""
837,IA,G1901170,Chariton,725469,41.03,-93.37,,"=""19117"""
838,IA,G1901190,Sheldon,725495,43.22,-95.83,,"=""19119"""
839,IA,G1901210,Des Moines Intl Ap,725460,41.53,-93.67,50321.0,"=""19121"""
840,IA,G1901230,Ottumwa Industrial Ap,725465,41.1,-92.45,52548.0,"=""19123"""
841,IA,G1901250,Knoxville,725493,41.3,-93.12,50138.0,"=""19125"""
842,IA,G1901270,Newton Muni,725464,41.68,-93.02,50208.0,"=""19127"""
843,IA,G1901290,Council Bluffs,725497,41.27,-95.77,51503.0,"=""19129"""
844,IA,G1901310,Charles City,725463,43.07,-92.62,50616.0,"=""19131"""
845,NE,G1901330,Tekamah  Asos,725527,41.77,-96.17,68061.0,"=""19133"""
846,IA,G1901350,Ottumwa Industrial Ap,725465,41.1,-92.45,52548.0,"=""19135"""
847,IA,G1901370,Red Oak,725494,41.02,-95.27,51566.0,"=""19137"""
848,IA,G1901390,Muscatine,725487,41.37,-91.15,52761.0,"=""19139"""
849,IA,G1901410,Sheldon,725495,43.22,-95.83,,"=""19141"""
850,IA,G1901430,Sheldon,725495,43.22,-95.83,,"=""19143"""
851,IA,G1901450,Clarinda,725479,40.72,-95.03,51632.0,"=""19145"""
852,IA,G1901470,Estherville Muni,726499,43.4,-94.75,51334.0,"=""19147"""
853,IA,G1901490,Le Mars,725484,42.78,-96.2,51057.0,"=""19149"""
854,IA,G1901510,Algona,725457,43.08,-94.27,50598.0,"=""19151"""
855,IA,G1901530,Des Moines Intl Ap,725460,41.53,-93.67,50321.0,"=""19153"""
856,IA,G1901550,Council Bluffs,725497,41.27,-95.77,51503.0,"=""19155"""
857,IA,G1901570,Newton Muni,725464,41.68,-93.02,50208.0,"=""19157"""
858,IA,G1901590,Creston,725474,41.02,-94.37,50801.0,"=""19159"""
859,IA,G1901610,Storm Lake,725496,42.6,-95.23,50588.0,"=""19161"""
860,IL,G1901630,Moline Quad City Intl Ap,725440,41.47,-90.52,61265.0,"=""19163"""
861,IA,G1901650,Atlantic,725453,41.4,-95.05,50022.0,"=""19165"""
862,IA,G1901670,Orange City,725489,42.98,-96.07,51003.0,"=""19167"""
863,IA,G1901690,Boone Muni,725486,42.05,-93.85,50036.0,"=""19169"""
864,IA,G1901710,Newton Muni,725464,41.68,-93.02,50208.0,"=""19171"""
865,IA,G1901730,Clarinda,725479,40.72,-95.03,51632.0,"=""19173"""
866,IA,G1901750,Creston,725474,41.02,-94.37,50801.0,"=""19175"""
867,IA,G1901770,Fair Field,726498,41.05,-91.98,52556.0,"=""19177"""
868,IA,G1901790,Ottumwa Industrial Ap,725465,41.1,-92.45,52548.0,"=""19179"""
869,IA,G1901810,Des Moines Intl Ap,725460,41.53,-93.67,50321.0,"=""19181"""
870,IA,G1901830,Washington,725454,41.28,-91.67,52353.0,"=""19183"""
871,IA,G1901850,Chariton,725469,41.03,-93.37,,"=""19185"""
872,IA,G1901870,Fort Dodge  Awos,725490,42.55,-94.18,,"=""19187"""
873,IA,G1901890,Mason City Municipal Arpt,725485,43.15,-93.33,50428.0,"=""19189"""
874,IA,G1901910,Decorah,725476,43.28,-91.73,,"=""19191"""
875,IA,G1901930,Sioux City Sioux Gateway Ap,725570,42.38,-96.38,51054.0,"=""19193"""
876,IA,G1901950,Mason City Municipal Arpt,725485,43.15,-93.33,50428.0,"=""19195"""
877,IA,G1901970,Webster City,725478,42.43,-93.87,50595.0,"=""19197"""
878,KS,G2000010,Chanute Martin Johnson Ap,724507,37.67,-95.48,66720.0,"=""20001"""
879,KS,G2000030,Chanute Martin Johnson Ap,724507,37.67,-95.48,66720.0,"=""20003"""
880,MO,G2000050,Kansas City IntL Arpt,724460,39.3,-94.72,64153.0,"=""20005"""
881,KS,G2000070,Hutchinson Municipal Ap,724506,38.07,-97.87,,"=""20007"""
882,KS,G2000090,Great Bend  Awos,724517,38.35,-98.87,,"=""20009"""
883,MO,G2000110,Joplin Municipal Ap,723495,37.15,-94.5,64870.0,"=""20011"""
884,NE,G2000130,Falls City Brenner,725533,40.08,-95.6,68355.0,"=""20013"""
885,KS,G2000150,Wichita Col  Jabara,724504,37.75,-97.22,67226.0,"=""20015"""
886,KS,G2000170,Emporia Municipal Ap,724556,38.33,-96.18,,"=""20017"""
887,KS,G2000190,Chanute Martin Johnson Ap,724507,37.67,-95.48,66720.0,"=""20019"""
888,MO,G2000210,Joplin Municipal Ap,723495,37.15,-94.5,64870.0,"=""20021"""
889,KS,G2000230,Goodland Renner Field,724650,39.37,-101.7,67735.0,"=""20023"""
890,KS,G2000250,Dodge City Regional Ap,724510,37.77,-99.97,67801.0,"=""20025"""
891,KS,G2000270,Fort Riley Marshall Aaf,724550,39.05,-96.77,66442.0,"=""20027"""
892,KS,G2000290,Concordia Blosser Muni Ap,724580,39.55,-97.65,66901.0,"=""20029"""
893,KS,G2000310,Emporia Municipal Ap,724556,38.33,-96.18,,"=""20031"""
894,KS,G2000330,Dodge City Regional Ap,724510,37.77,-99.97,67801.0,"=""20033"""
895,KS,G2000350,Mcconnell Afb,724505,37.62,-97.27,67202.0,"=""20035"""
896,MO,G2000370,Joplin Municipal Ap,723495,37.15,-94.5,64870.0,"=""20037"""
897,NE,G2000390,Mccook Municipal,725625,40.2,-100.58,69001.0,"=""20039"""
898,KS,G2000410,Fort Riley Marshall Aaf,724550,39.05,-96.77,66442.0,"=""20041"""
899,MO,G2000430,St Joseph Rosecrans Memorial,724490,39.77,-94.9,66024.0,"=""20043"""
900,KS,G2000450,Olathe Johnson Co Industrial,724475,38.83,-94.88,66061.0,"=""20045"""
901,KS,G2000470,Dodge City Regional Ap,724510,37.77,-99.97,67801.0,"=""20047"""
902,KS,G2000490,Chanute Martin Johnson Ap,724507,37.67,-95.48,66720.0,"=""20049"""
903,KS,G2000510,Hays Muni  Awos,724518,38.85,-99.27,,"=""20051"""
904,KS,G2000530,Russell Municipal Ap,724585,38.88,-98.82,67665.0,"=""20053"""
905,KS,G2000550,Garden City Municipal Ap,724515,37.93,-100.72,,"=""20055"""
906,KS,G2000570,Dodge City Regional Ap,724510,37.77,-99.97,67801.0,"=""20057"""
907,KS,G2000590,Olathe Johnson Co Industrial,724475,38.83,-94.88,66061.0,"=""20059"""
908,KS,G2000610,Fort Riley Marshall Aaf,724550,39.05,-96.77,66442.0,"=""20061"""
909,KS,G2000630,Hill City Municipal Ap,724655,39.38,-99.83,67642.0,"=""20063"""
910,KS,G2000650,Hill City Municipal Ap,724655,39.38,-99.83,67642.0,"=""20065"""
911,KS,G2000670,Liberal Muni,724516,37.03,-100.97,,"=""20067"""
912,KS,G2000690,Garden City Municipal Ap,724515,37.93,-100.72,,"=""20069"""
913,KS,G2000710,Goodland Renner Field,724650,39.37,-101.7,67735.0,"=""20071"""
914,KS,G2000730,Emporia Municipal Ap,724556,38.33,-96.18,,"=""20073"""
915,KS,G2000750,Garden City Municipal Ap,724515,37.93,-100.72,,"=""20075"""
916,KS,G2000770,Wichita Mid Continent Ap,724500,37.65,-97.43,67209.0,"=""20077"""
917,KS,G2000790,Newton  Awos,724509,38.05,-97.28,67151.0,"=""20079"""
918,KS,G2000810,Garden City Municipal Ap,724515,37.93,-100.72,,"=""20081"""
919,KS,G2000830,Dodge City Regional Ap,724510,37.77,-99.97,67801.0,"=""20083"""
920,KS,G2000850,Topeka Municipal Ap,724560,39.07,-95.63,66616.0,"=""20085"""
921,KS,G2000870,Topeka Municipal Ap,724560,39.07,-95.63,66616.0,"=""20087"""
922,KS,G2000890,Concordia Blosser Muni Ap,724580,39.55,-97.65,66901.0,"=""20089"""
923,KS,G2000910,Olathe Johnson Co,724468,38.85,-94.73,66221.0,"=""20091"""
924,KS,G2000930,Garden City Municipal Ap,724515,37.93,-100.72,,"=""20093"""
925,KS,G2000950,Hutchinson Municipal Ap,724506,38.07,-97.87,,"=""20095"""
926,KS,G2000970,Dodge City Regional Ap,724510,37.77,-99.97,67801.0,"=""20097"""
927,KS,G2000990,Chanute Martin Johnson Ap,724507,37.67,-95.48,66720.0,"=""20099"""
928,KS,G2001010,Hill City Municipal Ap,724655,39.38,-99.83,67642.0,"=""20101"""
929,MO,G2001030,Kansas City IntL Arpt,724460,39.3,-94.72,64153.0,"=""20103"""
930,KS,G2001050,Salina Municipal Ap,724586,38.82,-97.67,,"=""20105"""
931,KS,G2001070,Olathe Johnson Co Industrial,724475,38.83,-94.88,66061.0,"=""20107"""
932,KS,G2001090,Goodland Renner Field,724650,39.37,-101.7,67735.0,"=""20109"""
933,KS,G2001110,Emporia Municipal Ap,724556,38.33,-96.18,,"=""20111"""
934,KS,G2001130,Hutchinson Municipal Ap,724506,38.07,-97.87,,"=""20113"""
935,KS,G2001150,Newton  Awos,724509,38.05,-97.28,67151.0,"=""20115"""
936,NE,G2001170,Beatrice Municipal,725515,40.3,-96.75,,"=""20117"""
937,KS,G2001190,Liberal Muni,724516,37.03,-100.97,,"=""20119"""
938,KS,G2001210,Olathe Johnson Co Industrial,724475,38.83,-94.88,66061.0,"=""20121"""
939,KS,G2001230,Concordia Blosser Muni Ap,724580,39.55,-97.65,66901.0,"=""20123"""
940,KS,G2001250,Chanute Martin Johnson Ap,724507,37.67,-95.48,66720.0,"=""20125"""
941,KS,G2001270,Fort Riley Marshall Aaf,724550,39.05,-96.77,66442.0,"=""20127"""
942,KS,G2001290,Liberal Muni,724516,37.03,-100.97,,"=""20129"""
943,NE,G2001310,Falls City Brenner,725533,40.08,-95.6,68355.0,"=""20131"""
944,KS,G2001330,Chanute Martin Johnson Ap,724507,37.67,-95.48,66720.0,"=""20133"""
945,KS,G2001350,Hays Muni  Awos,724518,38.85,-99.27,,"=""20135"""
946,KS,G2001370,Hill City Municipal Ap,724655,39.38,-99.83,67642.0,"=""20137"""
947,KS,G2001390,Topeka Forbes Field,724565,38.95,-95.67,66624.0,"=""20139"""
948,KS,G2001410,Russell Municipal Ap,724585,38.88,-98.82,67665.0,"=""20141"""
949,KS,G2001430,Salina Municipal Ap,724586,38.82,-97.67,,"=""20143"""
950,KS,G2001450,Great Bend  Awos,724517,38.35,-98.87,,"=""20145"""
951,KS,G2001470,Hill City Municipal Ap,724655,39.38,-99.83,67642.0,"=""20147"""
952,KS,G2001490,Manhattan Rgnl,724555,39.13,-96.67,66517.0,"=""20149"""
953,KS,G2001510,Great Bend  Awos,724517,38.35,-98.87,,"=""20151"""
954,NE,G2001530,Mccook Municipal,725625,40.2,-100.58,69001.0,"=""20153"""
955,KS,G2001550,Hutchinson Municipal Ap,724506,38.07,-97.87,,"=""20155"""
956,KS,G2001570,Concordia Blosser Muni Ap,724580,39.55,-97.65,66901.0,"=""20157"""
957,KS,G2001590,Hutchinson Municipal Ap,724506,38.07,-97.87,,"=""20159"""
958,KS,G2001610,Manhattan Rgnl,724555,39.13,-96.67,66517.0,"=""20161"""
959,KS,G2001630,Hays Muni  Awos,724518,38.85,-99.27,,"=""20163"""
960,KS,G2001650,Hays Muni  Awos,724518,38.85,-99.27,,"=""20165"""
961,KS,G2001670,Russell Municipal Ap,724585,38.88,-98.82,67665.0,"=""20167"""
962,KS,G2001690,Salina Municipal Ap,724586,38.82,-97.67,,"=""20169"""
963,KS,G2001710,Goodland Renner Field,724650,39.37,-101.7,67735.0,"=""20171"""
964,KS,G2001730,Wichita Mid Continent Ap,724500,37.65,-97.43,67209.0,"=""20173"""
965,KS,G2001750,Liberal Muni,724516,37.03,-100.97,,"=""20175"""
966,KS,G2001770,Topeka Municipal Ap,724560,39.07,-95.63,66616.0,"=""20177"""
967,KS,G2001790,Hill City Municipal Ap,724655,39.38,-99.83,67642.0,"=""20179"""
968,KS,G2001810,Goodland Renner Field,724650,39.37,-101.7,67735.0,"=""20181"""
969,NE,G2001830,Brewster Field Arpt,725628,40.45,-99.33,68949.0,"=""20183"""
970,KS,G2001850,Great Bend  Awos,724517,38.35,-98.87,,"=""20185"""
971,KS,G2001870,Liberal Muni,724516,37.03,-100.97,,"=""20187"""
972,KS,G2001890,Liberal Muni,724516,37.03,-100.97,,"=""20189"""
973,KS,G2001910,Mcconnell Afb,724505,37.62,-97.27,67202.0,"=""20191"""
974,KS,G2001930,Goodland Renner Field,724650,39.37,-101.7,67735.0,"=""20193"""
975,KS,G2001950,Hill City Municipal Ap,724655,39.38,-99.83,67642.0,"=""20195"""
976,KS,G2001970,Topeka Forbes Field,724565,38.95,-95.67,66624.0,"=""20197"""
977,KS,G2001990,Goodland Renner Field,724650,39.37,-101.7,67735.0,"=""20199"""
978,KS,G2002010,Manhattan Rgnl,724555,39.13,-96.67,66517.0,"=""20201"""
979,KS,G2002030,Goodland Renner Field,724650,39.37,-101.7,67735.0,"=""20203"""
980,KS,G2002050,Chanute Martin Johnson Ap,724507,37.67,-95.48,66720.0,"=""20205"""
981,KS,G2002070,Chanute Martin Johnson Ap,724507,37.67,-95.48,66720.0,"=""20207"""
982,MO,G2002090,Kansas City Downtown Ap,724463,39.12,-94.6,64105.0,"=""20209"""
983,KY,G2100010,Fort Knox Godman Aaf,724240,37.9,-85.97,40121.0,"=""21001"""
984,KY,G2100030,Bowling Green Warren Co Ap,746716,36.98,-86.43,42103.0,"=""21003"""
985,KY,G2100050,Lexington Bluegrass Ap,724220,38.03,-84.6,40510.0,"=""21005"""
986,KY,G2100070,Paducah Barkley Regional Ap,724350,37.05,-88.77,42086.0,"=""21007"""
987,KY,G2100090,Bowling Green Warren Co Ap,746716,36.98,-86.43,42103.0,"=""21009"""
988,KY,G2100110,Jackson-Carroll AP,724190,37.583,-83.317,,"=""21011"""
989,KY,G2100130,London Corbin Ap,724243,37.08,-84.08,40744.0,"=""21013"""
990,KY,G2100150,Cincinnati Northern Ky Ap,724210,39.05,-84.67,41005.0,"=""21015"""
991,KY,G2100170,Lexington Bluegrass Ap,724220,38.03,-84.6,40510.0,"=""21017"""
992,WV,G2100190,Huntington Tri State Arpt,724250,38.38,-82.55,25530.0,"=""21019"""
993,KY,G2100210,Somerset Awos,724354,38.0,-84.6,40513.0,"=""21021"""
994,OH,G2100230,Cincinnati Municipal Ap Lunki,724297,39.1,-84.42,45226.0,"=""21023"""
995,KY,G2100250,Jackson Julian Carroll Ap,724236,37.58,-83.32,,"=""21025"""
996,KY,G2100270,Fort Knox Godman Aaf,724240,37.9,-85.97,40121.0,"=""21027"""
997,KY,G2100290,Louisville Standiford Field,724230,38.18,-85.73,40213.0,"=""21029"""
998,KY,G2100310,Bowling Green Warren Co Ap,746716,36.98,-86.43,42103.0,"=""21031"""
999,KY,G2100330,Fort Campbell Aaf,746710,36.67,-87.48,42223.0,"=""21033"""
1000,KY,G2100350,Paducah Barkley Regional Ap,724350,37.05,-88.77,42086.0,"=""21035"""
1001,OH,G2100370,Cincinnati Municipal Ap Lunki,724297,39.1,-84.42,45226.0,"=""21037"""
1002,KY,G2100390,Paducah Barkley Regional Ap,724350,37.05,-88.77,42086.0,"=""21039"""
1003,KY,G2100410,Cincinnati Northern Ky Ap,724210,39.05,-84.67,41005.0,"=""21041"""
1004,WV,G2100430,Huntington Tri State Arpt,724250,38.38,-82.55,25530.0,"=""21043"""
1005,KY,G2100450,Somerset Awos,724354,38.0,-84.6,40513.0,"=""21045"""
1006,KY,G2100470,Fort Campbell Aaf,746710,36.67,-87.48,42223.0,"=""21047"""
1007,KY,G2100490,Somerset Awos,724354,38.0,-84.6,40513.0,"=""21049"""
1008,KY,G2100510,London Corbin Ap,724243,37.08,-84.08,40744.0,"=""21051"""
1009,TN,G2100530,Crossville Meml AP-Whitson Field,723250,35.95,-85.083,38555.0,"=""21053"""
1010,KY,G2100550,Henderson City,724238,37.82,-87.68,42420.0,"=""21055"""
1011,TN,G2100570,Crossville Meml AP-Whitson Field,723250,35.95,-85.083,38555.0,"=""21057"""
1012,IN,G2100590,Huntingburg,724365,38.25,-86.95,47542.0,"=""21059"""
1013,KY,G2100610,Bowling Green Warren Co Ap,746716,36.98,-86.43,42103.0,"=""21061"""
1014,KY,G2100630,Jackson-Carroll AP,724190,37.583,-83.317,,"=""21063"""
1015,KY,G2100650,London Corbin Ap,724243,37.08,-84.08,40744.0,"=""21065"""
1016,KY,G2100670,Lexington Bluegrass Ap,724220,38.03,-84.6,40510.0,"=""21067"""
1017,KY,G2100690,Jackson-Carroll AP,724190,37.583,-83.317,,"=""21069"""
1018,KY,G2100710,Jackson-Carroll AP,724190,37.583,-83.317,,"=""21071"""
1019,KY,G2100730,Lexington Bluegrass Ap,724220,38.03,-84.6,40510.0,"=""21073"""
1020,KY,G2100750,Paducah Barkley Regional Ap,724350,37.05,-88.77,42086.0,"=""21075"""
1021,KY,G2100770,Cincinnati Northern Ky Ap,724210,39.05,-84.67,41005.0,"=""21077"""
1022,KY,G2100790,Somerset Awos,724354,38.0,-84.6,40513.0,"=""21079"""
1023,KY,G2100810,Cincinnati Northern Ky Ap,724210,39.05,-84.67,41005.0,"=""21081"""
1024,KY,G2100830,Paducah Barkley Regional Ap,724350,37.05,-88.77,42086.0,"=""21083"""
1025,KY,G2100850,Bowling Green Warren Co Ap,746716,36.98,-86.43,42103.0,"=""21085"""
1026,KY,G2100870,Fort Knox Godman Aaf,724240,37.9,-85.97,40121.0,"=""21087"""
1027,WV,G2100890,Huntington Tri State Arpt,724250,38.38,-82.55,25530.0,"=""21089"""
1028,IN,G2100910,Huntingburg,724365,38.25,-86.95,47542.0,"=""21091"""
1029,KY,G2100930,Fort Knox Godman Aaf,724240,37.9,-85.97,40121.0,"=""21093"""
1030,VA,G2100950,Wise Lonesome Pine,724117,36.98,-82.53,24293.0,"=""21095"""
1031,KY,G2100970,Lexington Bluegrass Ap,724220,38.03,-84.6,40510.0,"=""21097"""
1032,KY,G2100990,Bowling Green Warren Co Ap,746716,36.98,-86.43,42103.0,"=""21099"""
1033,KY,G2101010,Henderson City,724238,37.82,-87.68,42420.0,"=""21101"""
1034,KY,G2101030,Louisville Bowman Field,724235,38.23,-85.67,40205.0,"=""21103"""
1035,KY,G2101050,Paducah Barkley Regional Ap,724350,37.05,-88.77,42086.0,"=""21105"""
1036,KY,G2101070,Henderson City,724238,37.82,-87.68,42420.0,"=""21107"""
1037,KY,G2101090,London Corbin Ap,724243,37.08,-84.08,40744.0,"=""21109"""
1038,KY,G2101110,Louisville Bowman Field,724235,38.23,-85.67,40205.0,"=""21111"""
1039,KY,G2101130,Somerset Awos,724354,38.0,-84.6,40513.0,"=""21113"""
1040,KY,G2101150,Jackson-Carroll AP,724190,37.583,-83.317,,"=""21115"""
1041,KY,G2101170,Cincinnati Northern Ky Ap,724210,39.05,-84.67,41005.0,"=""21117"""
1042,KY,G2101190,Jackson-Carroll AP,724190,37.583,-83.317,,"=""21119"""
1043,KY,G2101210,London Corbin Ap,724243,37.08,-84.08,40744.0,"=""21121"""
1044,KY,G2101230,Fort Knox Godman Aaf,724240,37.9,-85.97,40121.0,"=""21123"""
1045,KY,G2101250,London Corbin Ap,724243,37.08,-84.08,40744.0,"=""21125"""
1046,WV,G2101270,Huntington Tri State Arpt,724250,38.38,-82.55,25530.0,"=""21127"""
1047,KY,G2101290,Jackson Julian Carroll Ap,724236,37.58,-83.32,,"=""21129"""
1048,KY,G2101310,Jackson Julian Carroll Ap,724236,37.58,-83.32,,"=""21131"""
1049,VA,G2101330,Wise Lonesome Pine,724117,36.98,-82.53,24293.0,"=""21133"""
1050,WV,G2101350,Huntington Tri State Arpt,724250,38.38,-82.55,25530.0,"=""21135"""
1051,KY,G2101370,Somerset Awos,724354,38.0,-84.6,40513.0,"=""21137"""
1052,KY,G2101390,Paducah Barkley Regional Ap,724350,37.05,-88.77,42086.0,"=""21139"""
1053,KY,G2101410,Bowling Green Warren Co Ap,746716,36.98,-86.43,42103.0,"=""21141"""
1054,KY,G2101430,Paducah Barkley Regional Ap,724350,37.05,-88.77,42086.0,"=""21143"""
1055,KY,G2101450,Paducah Barkley Regional Ap,724350,37.05,-88.77,42086.0,"=""21145"""
1056,KY,G2101470,London Corbin Ap,724243,37.08,-84.08,40744.0,"=""21147"""
1057,KY,G2101490,Henderson City,724238,37.82,-87.68,42420.0,"=""21149"""
1058,KY,G2101510,Somerset Awos,724354,38.0,-84.6,40513.0,"=""21151"""
1059,KY,G2101530,Jackson-Carroll AP,724190,37.583,-83.317,,"=""21153"""
1060,KY,G2101550,Louisville Standiford Field,724230,38.18,-85.73,40213.0,"=""21155"""
1061,KY,G2101570,Paducah Barkley Regional Ap,724350,37.05,-88.77,42086.0,"=""21157"""
1062,WV,G2101590,Huntington Tri State Arpt,724250,38.38,-82.55,25530.0,"=""21159"""
1063,OH,G2101610,Cincinnati Municipal Ap Lunki,724297,39.1,-84.42,45226.0,"=""21161"""
1064,KY,G2101630,Fort Knox Godman Aaf,724240,37.9,-85.97,40121.0,"=""21163"""
1065,KY,G2101650,Jackson-Carroll AP,724190,37.583,-83.317,,"=""21165"""
1066,KY,G2101670,Somerset Awos,724354,38.0,-84.6,40513.0,"=""21167"""
1067,KY,G2101690,Bowling Green Warren Co Ap,746716,36.98,-86.43,42103.0,"=""21169"""
1068,KY,G2101710,Bowling Green Warren Co Ap,746716,36.98,-86.43,42103.0,"=""21171"""
1069,KY,G2101730,Lexington Bluegrass Ap,724220,38.03,-84.6,40510.0,"=""21173"""
1070,KY,G2101750,Jackson-Carroll AP,724190,37.583,-83.317,,"=""21175"""
1071,KY,G2101770,Fort Campbell Aaf,746710,36.67,-87.48,42223.0,"=""21177"""
1072,KY,G2101790,Louisville Standiford Field,724230,38.18,-85.73,40213.0,"=""21179"""
1073,KY,G2101810,Lexington Bluegrass Ap,724220,38.03,-84.6,40510.0,"=""21181"""
1074,KY,G2101830,Bowling Green Warren Co Ap,746716,36.98,-86.43,42103.0,"=""21183"""
1075,KY,G2101850,Louisville Bowman Field,724235,38.23,-85.67,40205.0,"=""21185"""
1076,KY,G2101870,Cincinnati Northern Ky Ap,724210,39.05,-84.67,41005.0,"=""21187"""
1077,KY,G2101890,Jackson Julian Carroll Ap,724236,37.58,-83.32,,"=""21189"""
1078,OH,G2101910,Cincinnati Municipal Ap Lunki,724297,39.1,-84.42,45226.0,"=""21191"""
1079,KY,G2101930,Jackson Julian Carroll Ap,724236,37.58,-83.32,,"=""21193"""
1080,VA,G2101950,Wise Lonesome Pine,724117,36.98,-82.53,24293.0,"=""21195"""
1081,KY,G2101970,Jackson Julian Carroll Ap,724236,37.58,-83.32,,"=""21197"""
1082,KY,G2101990,London Corbin Ap,724243,37.08,-84.08,40744.0,"=""21199"""
1083,OH,G2102010,Cincinnati Municipal Ap Lunki,724297,39.1,-84.42,45226.0,"=""21201"""
1084,KY,G2102030,London Corbin Ap,724243,37.08,-84.08,40744.0,"=""21203"""
1085,KY,G2102050,Jackson-Carroll AP,724190,37.583,-83.317,,"=""21205"""
1086,KY,G2102070,London Corbin Ap,724243,37.08,-84.08,40744.0,"=""21207"""
1087,KY,G2102090,Lexington Bluegrass Ap,724220,38.03,-84.6,40510.0,"=""21209"""
1088,KY,G2102110,Louisville Bowman Field,724235,38.23,-85.67,40205.0,"=""21211"""
1089,KY,G2102130,Bowling Green Warren Co Ap,746716,36.98,-86.43,42103.0,"=""21213"""
1090,KY,G2102150,Louisville Bowman Field,724235,38.23,-85.67,40205.0,"=""21215"""
1091,KY,G2102170,Fort Knox Godman Aaf,724240,37.9,-85.97,40121.0,"=""21217"""
1092,KY,G2102190,Fort Campbell Aaf,746710,36.67,-87.48,42223.0,"=""21219"""
1093,KY,G2102210,Fort Campbell Aaf,746710,36.67,-87.48,42223.0,"=""21221"""
1094,KY,G2102230,Louisville Bowman Field,724235,38.23,-85.67,40205.0,"=""21223"""
1095,KY,G2102250,Henderson City,724238,37.82,-87.68,42420.0,"=""21225"""
1096,KY,G2102270,Bowling Green Warren Co Ap,746716,36.98,-86.43,42103.0,"=""21227"""
1097,KY,G2102290,Somerset Awos,724354,38.0,-84.6,40513.0,"=""21229"""
1098,KY,G2102310,London Corbin Ap,724243,37.08,-84.08,40744.0,"=""21231"""
1099,KY,G2102330,Henderson City,724238,37.82,-87.68,42420.0,"=""21233"""
