,State,Station_Number,Station_Name,Station_WMO,Latitude,Longitude,ZIP Codes,FIPS
1100,KY,G2102350,London Corbin Ap,724243,37.08,-84.08,40744.0,"=""21235"""
1101,KY,G2102370,Jackson Julian Carroll Ap,724236,37.58,-83.32,,"=""21237"""
1102,KY,G2102390,Lexington Bluegrass Ap,724220,38.03,-84.6,40510.0,"=""21239"""
1103,LA,G2200010,Lafayette Regional Ap,722405,30.2,-91.98,,"=""22001"""
1104,LA,G2200030,Lake Charles Wb Airp,722404,30.22,-93.17,70602.0,"=""22003"""
1105,LA,G2200050,Baton Rouge Ryan Arpt,722317,30.53,-91.15,70811.0,"=""22005"""
1106,LA,G2200070,Patterson Memorial,722329,29.72,-91.33,70392.0,"=""22007"""
1107,LA,G2200090,Alexandria Esler Regional Ap,722487,31.4,-92.3,71360.0,"=""22009"""
1108,LA,G2200110,Lake Charles Wb Airp,722404,30.22,-93.17,70602.0,"=""22011"""
1109,LA,G2200130,Barksdale Afb,722485,32.5,-93.67,71112.0,"=""22013"""
1110,LA,G2200150,Barksdale Afb,722485,32.5,-93.67,71112.0,"=""22015"""
1111,LA,G2200170,Shreveport Regional Arpt,722480,32.45,-93.82,71109.0,"=""22017"""
1112,LA,G2200190,Lake Charles Wb Airp,722404,30.22,-93.17,70602.0,"=""22019"""
1113,LA,G2200210,Monroe Regional Ap,722486,32.52,-92.03,71211.0,"=""22021"""
1114,LA,G2200230,Lake Charles Regional Arpt,722400,30.12,-93.23,70605.0,"=""22023"""
1115,MS,G2200250,Natchez Hardy Awos,722357,31.62,-91.3,39190.0,"=""22025"""
1116,AR,G2200270,El Dorado Goodwin Field,723419,33.22,-92.82,,"=""22027"""
1117,MS,G2200290,Natchez Hardy Awos,722357,31.62,-91.3,39190.0,"=""22029"""
1118,LA,G2200310,Shreveport Regional Arpt,722480,32.45,-93.82,71109.0,"=""22031"""
1119,LA,G2200330,Baton Rouge Ryan Arpt,722317,30.53,-91.15,70811.0,"=""22033"""
1120,MS,G2200350,Greenville Municipal,722356,33.48,-90.98,38782.0,"=""22035"""
1121,LA,G2200370,Baton Rouge Metro AP,722320,30.533,-91.15,70811.0,"=""22037"""
1122,LA,G2200390,Lafayette Regional Ap,722405,30.2,-91.98,,"=""22039"""
1123,LA,G2200410,Monroe Regional Ap,722486,32.52,-92.03,71211.0,"=""22041"""
1124,LA,G2200430,England Afb,747540,31.32,-92.55,,"=""22043"""
1125,LA,G2200450,New Iberia Naas,722314,30.03,-91.88,,"=""22045"""
1126,LA,G2200470,Baton Rouge Ryan Arpt,722317,30.53,-91.15,70811.0,"=""22047"""
1127,LA,G2200490,Monroe Regional Ap,722486,32.52,-92.03,71211.0,"=""22049"""
1128,LA,G2200510,New Orleans Intl Arpt,722310,30.0,-90.25,70062.0,"=""22051"""
1129,LA,G2200530,Lake Charles Wb Airp,722404,30.22,-93.17,70602.0,"=""22053"""
1130,LA,G2200550,Lafayette Regional Ap,722405,30.2,-91.98,,"=""22055"""
1131,LA,G2200570,Houma Terrebonne,722406,29.57,-90.67,70363.0,"=""22057"""
1132,LA,G2200590,Alexandria Esler Regional Ap,722487,31.4,-92.3,71360.0,"=""22059"""
1133,LA,G2200610,Monroe Regional Ap,722486,32.52,-92.03,71211.0,"=""22061"""
1134,LA,G2200630,Baton Rouge Ryan Arpt,722317,30.53,-91.15,70811.0,"=""22063"""
1135,MS,G2200650,Natchez Hardy Awos,722357,31.62,-91.3,39190.0,"=""22065"""
1136,LA,G2200670,Monroe Regional Ap,722486,32.52,-92.03,71211.0,"=""22067"""
1137,LA,G2200690,Fort Polk Aaf,722390,31.05,-93.18,71459.0,"=""22069"""
1138,LA,G2200710,New Orleans Lakefront Ap,722315,30.05,-90.03,,"=""22071"""
1139,LA,G2200730,Monroe Regional Ap,722486,32.52,-92.03,71211.0,"=""22073"""
1140,LA,G2200750,New Orleans Alvin Callender F,722316,29.82,-90.02,70037.0,"=""22075"""
1141,LA,G2200770,Baton Rouge Metro AP,722320,30.533,-91.15,70811.0,"=""22077"""
1142,LA,G2200790,England Afb,747540,31.32,-92.55,,"=""22079"""
1143,LA,G2200810,Barksdale Afb,722485,32.5,-93.67,71112.0,"=""22081"""
1144,LA,G2200830,Monroe Regional Ap,722486,32.52,-92.03,71211.0,"=""22083"""
1145,LA,G2200850,Fort Polk Aaf,722390,31.05,-93.18,71459.0,"=""22085"""
1146,LA,G2200870,New Orleans Alvin Callender F,722316,29.82,-90.02,70037.0,"=""22087"""
1147,LA,G2200890,New Orleans Intl Arpt,722310,30.0,-90.25,70062.0,"=""22089"""
1148,LA,G2200910,Baton Rouge Metro AP,722320,30.533,-91.15,70811.0,"=""22091"""
1149,LA,G2200930,Houma Terrebonne,722406,29.57,-90.67,70363.0,"=""22093"""
1150,LA,G2200950,New Orleans Intl Arpt,722310,30.0,-90.25,70062.0,"=""22095"""
1151,LA,G2200970,Lafayette Regional Ap,722405,30.2,-91.98,,"=""22097"""
1152,LA,G2200990,Lafayette Regional Ap,722405,30.2,-91.98,,"=""22099"""
1153,LA,G2201010,Patterson Memorial,722329,29.72,-91.33,70392.0,"=""22101"""
1154,LA,G2201030,New Orleans Lakefront Ap,722315,30.05,-90.03,,"=""22103"""
1155,LA,G2201050,New Orleans Intl Arpt,722310,30.0,-90.25,70062.0,"=""22105"""
1156,MS,G2201070,Natchez Hardy Awos,722357,31.62,-91.3,39190.0,"=""22107"""
1157,LA,G2201090,Houma Terrebonne,722406,29.57,-90.67,70363.0,"=""22109"""
1158,LA,G2201110,Monroe Regional Ap,722486,32.52,-92.03,71211.0,"=""22111"""
1159,LA,G2201130,Lafayette Regional Ap,722405,30.2,-91.98,,"=""22113"""
1160,LA,G2201150,Fort Polk Aaf,722390,31.05,-93.18,71459.0,"=""22115"""
1161,LA,G2201170,New Orleans Lakefront Ap,722315,30.05,-90.03,,"=""22117"""
1162,LA,G2201190,Barksdale Afb,722485,32.5,-93.67,71112.0,"=""22119"""
1163,LA,G2201210,Baton Rouge Ryan Arpt,722317,30.53,-91.15,70811.0,"=""22121"""
1164,LA,G2201230,Monroe Regional Ap,722486,32.52,-92.03,71211.0,"=""22123"""
1165,LA,G2201250,Baton Rouge Metro AP,722320,30.533,-91.15,70811.0,"=""22125"""
1166,LA,G2201270,Monroe Regional Ap,722486,32.52,-92.03,71211.0,"=""22127"""
1167,ME,G2300010,Auburn Lewiston,726184,44.05,-70.28,4210.0,"=""23001"""
1168,ME,G2300030,Presque Isle Municip,727130,46.68,-68.05,4769.0,"=""23003"""
1169,ME,G2300050,Portland Intl Jetport,726060,43.65,-70.3,4102.0,"=""23005"""
1170,ME,G2300070,Waterville  Awos,726073,44.53,-69.68,4901.0,"=""23007"""
1171,ME,G2300090,Bar Harbor  Awos,726077,44.45,-68.37,4605.0,"=""23009"""
1172,ME,G2300110,Augusta Airport,726185,44.32,-69.8,4330.0,"=""23011"""
1173,ME,G2300130,Rockland Knox Awos,726079,44.07,-69.1,4854.0,"=""23013"""
1174,ME,G2300150,Wiscasset,727135,43.97,-69.72,4578.0,"=""23015"""
1175,ME,G2300170,Auburn Lewiston,726184,44.05,-70.28,4210.0,"=""23017"""
1176,ME,G2300190,Bangor Intl AP,726070,44.8,-68.817,4401.0,"=""23019"""
1177,ME,G2300210,Bangor International Ap,726088,44.8,-68.82,4401.0,"=""23021"""
1178,ME,G2300230,Naval Air Station,743920,43.9,-69.93,4011.0,"=""23023"""
1179,ME,G2300250,Waterville  Awos,726073,44.53,-69.68,4901.0,"=""23025"""
1180,ME,G2300270,Bangor International Ap,726088,44.8,-68.82,4401.0,"=""23027"""
1181,ME,G2300290,Bar Harbor  Awos,726077,44.45,-68.37,4605.0,"=""23029"""
1182,ME,G2300310,Sanford Muni  Awos,726064,43.4,-70.72,4073.0,"=""23031"""
1183,VA,G2400010,Winchester Rgnl,724053,39.15,-78.15,22602.0,"=""24001"""
1184,MD,G2400030,Baltimore Blt Washngtn IntL,724060,39.17,-76.68,21077.0,"=""24003"""
1185,MD,G2400050,Baltimore Blt Washngtn IntL,724060,39.17,-76.68,21077.0,"=""24005"""
1186,MD,G2400090,Patuxent River Nas,724040,38.3,-76.42,20670.0,"=""24009"""
1187,DE,G2400110,Dover Afb,724088,39.13,-75.47,19961.0,"=""24011"""
1188,MD,G2400130,Baltimore Blt Washngtn IntL,724060,39.17,-76.68,21077.0,"=""24013"""
1189,DE,G2400150,Wilmington New Castle Cnty Ap,724089,39.67,-75.6,19720.0,"=""24015"""
1190,MD,G2400170,Andrews Afb,745940,38.82,-76.87,20747.0,"=""24017"""
1191,MD,G2400190,Patuxent River Nas,724040,38.3,-76.42,20670.0,"=""24019"""
1192,VA,G2400210,Leesburg Godfrey,724055,39.08,-77.57,20175.0,"=""24021"""
1193,WV,G2400230,Morgantown Hart Field,724176,39.65,-79.92,26508.0,"=""24023"""
1194,MD,G2400250,Baltimore Blt Washngtn IntL,724060,39.17,-76.68,21077.0,"=""24025"""
1195,MD,G2400270,Baltimore Blt Washngtn IntL,724060,39.17,-76.68,21077.0,"=""24027"""
1196,DE,G2400290,Dover Afb,724088,39.13,-75.47,19961.0,"=""24029"""
1197,VA,G2400310,Washington Dc Reagan Ap,724050,38.87,-77.03,20242.0,"=""24031"""
1198,MD,G2400330,Andrews Afb,745940,38.82,-76.87,20747.0,"=""24033"""
1199,MD,G2400350,Baltimore Blt Washngtn IntL,724060,39.17,-76.68,21077.0,"=""24035"""
1200,MD,G2400370,Patuxent River Nas,724040,38.3,-76.42,20670.0,"=""24037"""
1201,MD,G2400390,Salisbury Wicomico Co Ap,724045,38.33,-75.52,21804.0,"=""24039"""
1202,MD,G2400410,Patuxent River Nas,724040,38.3,-76.42,20670.0,"=""24041"""
1203,MD,G2400430,Hagerstown Rgnl Ric,724066,39.7,-77.73,21767.0,"=""24043"""
1204,MD,G2400450,Salisbury Wicomico Co Ap,724045,38.33,-75.52,21804.0,"=""24045"""
1205,MD,G2400470,Salisbury-Ocean City-Wicomico Rgnl AP,723980,38.333,-75.517,21804.0,"=""24047"""
1206,MD,G2405100,Baltimore Blt Washngtn IntL,724060,39.17,-76.68,21077.0,"=""24510"""
1207,MA,G2500010,Barnstable Muni Boa,725067,41.67,-70.28,2649.0,"=""25001"""
1208,MA,G2500030,North Adams,725075,42.7,-73.17,1267.0,"=""25003"""
1209,MA,G2500050,New Bedford Rgnl,725065,41.67,-70.95,2746.0,"=""25005"""
1210,MA,G2500070,Marthas Vineyard,725066,41.4,-70.62,2575.0,"=""25007"""
1211,MA,G2500090,Beverly Muni,725088,42.58,-70.92,1923.0,"=""25009"""
1212,MA,G2500110,Chicopee Falls Westo,744910,42.2,-72.53,1022.0,"=""25011"""
1213,MA,G2500130,Chicopee Falls Westo,744910,42.2,-72.53,1022.0,"=""25013"""
1214,MA,G2500150,Chicopee Falls Westo,744910,42.2,-72.53,1022.0,"=""25015"""
1215,MA,G2500170,Boston Logan IntL Arpt,725090,42.37,-71.02,2128.0,"=""25017"""
1216,MA,G2500190,Nantucket Memorial Ap,725063,41.25,-70.07,2554.0,"=""25019"""
1217,MA,G2500210,Norwood Memorial,725098,42.18,-71.18,2062.0,"=""25021"""
1218,MA,G2500230,Plymouth Municipal,725064,41.92,-70.73,2360.0,"=""25023"""
1219,MA,G2500250,Boston Logan IntL Arpt,725090,42.37,-71.02,2128.0,"=""25025"""
1220,MA,G2500270,Worchester Regional Arpt,725095,42.27,-71.88,,"=""25027"""
1221,MI,G2600010,Oscoda Wurtsmith Afb,726395,44.45,-83.4,48750.0,"=""26001"""
1222,MI,G2600030,Escanaba  Awos,726480,45.75,-87.03,,"=""26003"""
1223,MI,G2600050,Grand Rapids Kent County Int,726350,42.88,-85.52,49512.0,"=""26005"""
1224,MI,G2600070,Alpena County Regional Ap,726390,45.07,-83.58,49744.0,"=""26007"""
1225,MI,G2600090,Traverse City Cherry Capital,726387,44.73,-85.58,49686.0,"=""26009"""
1226,MI,G2600110,Saginaw Tri City Intl Ap,726379,43.53,-84.08,,"=""26011"""
1227,MI,G2600130,Hancock Houghton Co Ap,727440,47.17,-88.5,,"=""26013"""
1228,MI,G2600150,Grand Rapids Kent County Int,726350,42.88,-85.52,49512.0,"=""26015"""
1229,MI,G2600170,Saginaw Tri City Intl Ap,726379,43.53,-84.08,,"=""26017"""
1230,MI,G2600190,Traverse City Cherry Capital,726387,44.73,-85.58,49686.0,"=""26019"""
1231,MI,G2600210,Benton Harbor Ross,726355,42.13,-86.43,49022.0,"=""26021"""
1232,MI,G2600230,Battle Creek Kellogg Ap,725396,42.3,-85.25,49037.0,"=""26023"""
1233,MI,G2600250,Battle Creek Kellogg Ap,725396,42.3,-85.25,49037.0,"=""26025"""
1234,IN,G2600270,South Bend Michiana Rgnl Ap,725350,41.7,-86.33,46628.0,"=""26027"""
1235,MI,G2600290,Pellston Emmet County Ap,727347,45.57,-84.78,49769.0,"=""26029"""
1236,MI,G2600310,Pellston Emmet County Ap,727347,45.57,-84.78,49769.0,"=""26031"""
1237,MI,G2600330,Sault Ste Marie Sanderson Fie,727340,46.47,-84.35,49783.0,"=""26033"""
1238,MI,G2600350,Houghton Lake Roscommon Co Ar,726380,44.37,-84.68,,"=""26035"""
1239,MI,G2600370,Lansing Capital City Arpt,725390,42.78,-84.58,48906.0,"=""26037"""
1240,MI,G2600390,Houghton Lake Roscommon Co Ar,726380,44.37,-84.68,,"=""26039"""
1241,MI,G2600410,Escanaba  Awos,726480,45.75,-87.03,,"=""26041"""
1242,MI,G2600430,Iron Mountain Ford,727437,45.82,-88.12,49802.0,"=""26043"""
1243,MI,G2600450,Lansing Capital City Arpt,725390,42.78,-84.58,48906.0,"=""26045"""
1244,MI,G2600470,Pellston Emmet County Ap,727347,45.57,-84.78,49769.0,"=""26047"""
1245,MI,G2600490,Flint Bishop Intl Arpt,726370,42.97,-83.75,48507.0,"=""26049"""
1246,MI,G2600510,Saginaw Tri City Intl Ap,726379,43.53,-84.08,,"=""26051"""
1247,MI,G2600530,Ironwood  Awos,727445,46.53,-90.13,49938.0,"=""26053"""
1248,MI,G2600550,Traverse City Cherry Capital,726387,44.73,-85.58,49686.0,"=""26055"""
1249,MI,G2600570,Lansing Capital City Arpt,725390,42.78,-84.58,48906.0,"=""26057"""
1250,MI,G2600590,Jackson Reynolds Field,725395,42.27,-84.47,49202.0,"=""26059"""
1251,MI,G2600610,Hancock Houghton Co Ap,727440,47.17,-88.5,,"=""26061"""
1252,MI,G2600630,Oscoda Wurtsmith Afb,726395,44.45,-83.4,48750.0,"=""26063"""
1253,MI,G2600650,Lansing Capital City Arpt,725390,42.78,-84.58,48906.0,"=""26065"""
1254,MI,G2600670,Grand Rapids Kent County Int,726350,42.88,-85.52,49512.0,"=""26067"""
1255,MI,G2600690,Oscoda Wurtsmith Afb,726395,44.45,-83.4,48750.0,"=""26069"""
1256,MI,G2600710,Iron Mountain Ford,727437,45.82,-88.12,49802.0,"=""26071"""
1257,MI,G2600730,Houghton Lake Roscommon Co Ar,726380,44.37,-84.68,,"=""26073"""
1258,MI,G2600750,Jackson Reynolds Field,725395,42.27,-84.47,49202.0,"=""26075"""
1259,MI,G2600770,Kalamazoo Battle Cr,726357,42.23,-85.55,49002.0,"=""26077"""
1260,MI,G2600790,Traverse City Cherry Capital,726387,44.73,-85.58,49686.0,"=""26079"""
1261,MI,G2600810,Grand Rapids Kent County Int,726350,42.88,-85.52,49512.0,"=""26081"""
1262,MI,G2600830,Hancock Houghton Co Ap,727440,47.17,-88.5,,"=""26083"""
1263,MI,G2600850,Cadillac Wexford Co Ap,726384,44.28,-85.42,49601.0,"=""26085"""
1264,MI,G2600870,Oakland Co Intl,726375,42.67,-83.42,48386.0,"=""26087"""
1265,MI,G2600890,Traverse City Cherry Capital,726387,44.73,-85.58,49686.0,"=""26089"""
1266,MI,G2600910,Ann Arbor Municipal,725374,42.22,-83.75,48108.0,"=""26091"""
1267,MI,G2600930,Howell,725378,42.63,-83.98,,"=""26093"""
1268,MI,G2600950,Chippewa Co Intl,727344,46.25,-84.47,49788.0,"=""26095"""
1269,MI,G2600970,Chippewa Co Intl,727344,46.25,-84.47,49788.0,"=""26097"""
1270,MI,G2600990,Mount Clemens Selfridge Fld,725377,42.62,-82.83,48045.0,"=""26099"""
1271,MI,G2601010,Manistee  Awos,726385,44.27,-86.25,49660.0,"=""26101"""
1272,MI,G2601030,Escanaba  Awos,726480,45.75,-87.03,,"=""26103"""
1273,MI,G2601050,Manistee  Awos,726385,44.27,-86.25,49660.0,"=""26105"""
1274,MI,G2601070,Cadillac Wexford Co Ap,726384,44.28,-85.42,49601.0,"=""26107"""
1275,MI,G2601090,Menominee  Awos,726487,45.13,-87.63,49858.0,"=""26109"""
1276,MI,G2601110,Saginaw Tri City Intl Ap,726379,43.53,-84.08,,"=""26111"""
1277,MI,G2601130,Cadillac Wexford Co Ap,726384,44.28,-85.42,49601.0,"=""26113"""
1278,MI,G2601150,Detroit Willow Run Ap,725376,42.23,-83.53,48111.0,"=""26115"""
1279,MI,G2601170,Grand Rapids Kent County Int,726350,42.88,-85.52,49512.0,"=""26117"""
1280,MI,G2601190,Alpena County Regional Ap,726390,45.07,-83.58,49744.0,"=""26119"""
1281,MI,G2601210,Muskegon County Arpt,726360,43.17,-86.23,49441.0,"=""26121"""
1282,MI,G2601230,Cadillac Wexford Co Ap,726384,44.28,-85.42,49601.0,"=""26123"""
1283,MI,G2601250,Oakland Co Intl,726375,42.67,-83.42,48386.0,"=""26125"""
1284,MI,G2601270,Manistee  Awos,726385,44.27,-86.25,49660.0,"=""26127"""
1285,MI,G2601290,Houghton Lake Roscommon Co Ar,726380,44.37,-84.68,,"=""26129"""
1286,MI,G2601310,Ironwood  Awos,727445,46.53,-90.13,49938.0,"=""26131"""
1287,MI,G2601330,Cadillac Wexford Co Ap,726384,44.28,-85.42,49601.0,"=""26133"""
1288,MI,G2601350,Houghton Lake Roscommon Co Ar,726380,44.37,-84.68,,"=""26135"""
1289,MI,G2601370,Pellston Emmet County Ap,727347,45.57,-84.78,49769.0,"=""26137"""
1290,MI,G2601390,Muskegon County Arpt,726360,43.17,-86.23,49441.0,"=""26139"""
1291,MI,G2601410,Alpena County Regional Ap,726390,45.07,-83.58,49744.0,"=""26141"""
1292,MI,G2601430,Houghton Lake Roscommon Co Ar,726380,44.37,-84.68,,"=""26143"""
1293,MI,G2601450,Saginaw Tri City Intl Ap,726379,43.53,-84.08,,"=""26145"""
1294,MI,G2601470,St Clair County Int,725384,42.92,-82.53,48074.0,"=""26147"""
1295,MI,G2601490,Kalamazoo Battle Cr,726357,42.23,-85.55,49002.0,"=""26149"""
1296,MI,G2601510,Oscoda Wurtsmith Afb,726395,44.45,-83.4,48750.0,"=""26151"""
1297,MI,G2601530,Chippewa Co Intl,727344,46.25,-84.47,49788.0,"=""26153"""
1298,MI,G2601550,Howell,725378,42.63,-83.98,,"=""26155"""
1299,MI,G2601570,Flint Bishop Intl Arpt,726370,42.97,-83.75,48507.0,"=""26157"""
1300,MI,G2601590,Benton Harbor Ross,726355,42.13,-86.43,49022.0,"=""26159"""
1301,MI,G2601610,Ann Arbor Municipal,725374,42.22,-83.75,48108.0,"=""26161"""
1302,MI,G2601630,Detroit Metropolitan Arpt,725370,42.22,-83.35,48174.0,"=""26163"""
1303,MI,G2601650,Cadillac Wexford Co Ap,726384,44.28,-85.42,49601.0,"=""26165"""
1304,MN,G2700010,Aitkin Ndb Awos,727504,46.55,-93.68,56431.0,"=""27001"""
1305,MN,G2700030,Minneapolis Crystal,726575,45.07,-93.35,55429.0,"=""27003"""
1306,MN,G2700050,Detroit Lakes Awos,727457,46.83,-95.88,,"=""27005"""
1307,MN,G2700070,Bemidji Municipal,727550,47.5,-94.93,56601.0,"=""27007"""
1308,MN,G2700090,St Cloud Regional Arpt,726550,45.55,-94.05,56304.0,"=""27009"""
1309,MN,G2700110,Wheaton Ndb  Awos,727533,45.7,-96.5,,"=""27011"""
1310,MN,G2700130,Mankato Awos,726585,44.22,-93.92,56001.0,"=""27013"""
1311,MN,G2700150,New Ulm Muni  Awos,726567,44.32,-94.5,56073.0,"=""27015"""
1312,MN,G2700170,Cloquet  Awos,726558,46.7,-92.5,55720.0,"=""27017"""
1313,MN,G2700190,Flying Cloud,726579,44.82,-93.45,55347.0,"=""27019"""
1314,MN,G2700210,Brainerd Wieland,726555,46.4,-94.13,56401.0,"=""27021"""
1315,MN,G2700230,Benson Muni,727507,45.32,-95.65,,"=""27023"""
1316,MN,G2700250,Cambridge Muni,727503,45.57,-93.27,55008.0,"=""27025"""
1317,ND,G2700270,Fargo Hector International Ap,727530,46.93,-96.82,58105.0,"=""27027"""
1318,MN,G2700290,Fosston Awos,727505,47.58,-95.77,56556.0,"=""27029"""
1319,MN,G2700310,Silver Bay,727556,47.2,-91.4,,"=""27031"""
1320,MN,G2700330,Worthington  Awos,726587,43.65,-95.58,56119.0,"=""27033"""
1321,MN,G2700350,Brainerd Wieland,726555,46.4,-94.13,56401.0,"=""27035"""
1322,MN,G2700370,South St Paul Muni,726603,44.85,-93.15,55121.0,"=""27037"""
1323,MN,G2700390,Rochester International Arpt,726440,43.9,-92.5,,"=""27039"""
1324,MN,G2700410,Alexandria Municipal Ap,726557,45.88,-95.4,56308.0,"=""27041"""
1325,MN,G2700430,Fairmont Muni Awos,726586,43.65,-94.42,56039.0,"=""27043"""
1326,MN,G2700450,Rochester International Arpt,726440,43.9,-92.5,,"=""27045"""
1327,MN,G2700470,Albert Lea  Awos,726589,43.68,-93.37,56007.0,"=""27047"""
1328,MN,G2700490,Red Wing,726564,44.58,-92.48,,"=""27049"""
1329,MN,G2700510,Fergus Falls Awos,726560,46.28,-96.15,56537.0,"=""27051"""
1330,MN,G2700530,Minneapolis Crystal,726575,45.07,-93.35,55429.0,"=""27053"""
1331,WI,G2700550,La Crosse Municipal Arpt,726430,43.87,-91.25,54603.0,"=""27055"""
1332,MN,G2700570,Park Rapids Municipal Ap,727453,46.9,-95.07,,"=""27057"""
1333,MN,G2700590,Cambridge Muni,727503,45.57,-93.27,55008.0,"=""27059"""
1334,MN,G2700610,Grand Rapids Awos,727458,47.22,-93.52,55744.0,"=""27061"""
1335,IA,G2700630,Estherville Muni,726499,43.4,-94.75,51334.0,"=""27063"""
1336,MN,G2700650,Mora Muni  Awos,727475,45.88,-93.27,55051.0,"=""27065"""
1337,MN,G2700670,Willmar,726576,45.12,-95.08,56201.0,"=""27067"""
1338,MN,G2700690,Hallock,727478,48.78,-96.95,56728.0,"=""27069"""
1339,MN,G2700710,International Falls Intl Ap,727470,48.57,-93.4,56669.0,"=""27071"""
1340,MN,G2700730,Benson Muni,727507,45.32,-95.65,,"=""27073"""
1341,MN,G2700750,Silver Bay,727556,47.2,-91.4,,"=""27075"""
1342,MN,G2700770,Baudette International Ap,727476,48.72,-94.6,,"=""27077"""
1343,MN,G2700790,Mankato Awos,726585,44.22,-93.92,56001.0,"=""27079"""
1344,MN,G2700810,Pipestone  Awos,726566,43.98,-96.32,56164.0,"=""27081"""
1345,MN,G2700830,Marshall Ryan Awos,726559,44.45,-95.82,56258.0,"=""27083"""
1346,MN,G2700850,Hutchinson  Awos,726569,44.87,-94.38,55350.0,"=""27085"""
1347,MN,G2700870,Fosston Awos,727505,47.58,-95.77,56556.0,"=""27087"""
1348,MN,G2700890,Thief River Awos,727555,48.07,-96.18,56701.0,"=""27089"""
1349,MN,G2700910,Fairmont Muni Awos,726586,43.65,-94.42,56039.0,"=""27091"""
1350,MN,G2700930,Litchfield Muni,726583,45.1,-94.5,55355.0,"=""27093"""
1351,MN,G2700950,Mora Muni  Awos,727475,45.88,-93.27,55051.0,"=""27095"""
1352,MN,G2700970,Little Falls  Awos,726578,45.95,-94.35,56345.0,"=""27097"""
1353,MN,G2700990,Austin Muni,727566,43.67,-92.93,55912.0,"=""27099"""
1354,MN,G2701010,Worthington  Awos,726587,43.65,-95.58,56119.0,"=""27101"""
1355,MN,G2701030,Mankato Awos,726585,44.22,-93.92,56001.0,"=""27103"""
1356,MN,G2701050,Worthington  Awos,726587,43.65,-95.58,56119.0,"=""27105"""
1357,ND,G2701070,Fargo Hector International Ap,727530,46.93,-96.82,58105.0,"=""27107"""
1358,MN,G2701090,Rochester International Arpt,726440,43.9,-92.5,,"=""27109"""
1359,MN,G2701110,Fergus Falls Awos,726560,46.28,-96.15,56537.0,"=""27111"""
1360,MN,G2701130,Thief River Awos,727555,48.07,-96.18,56701.0,"=""27113"""
1361,MN,G2701150,Crane Lake  Awos,727473,46.27,-92.57,55712.0,"=""27115"""
1362,MN,G2701170,Pipestone  Awos,726566,43.98,-96.32,56164.0,"=""27117"""
1363,MN,G2701190,Crookston Muni Fld,727452,47.85,-96.62,56723.0,"=""27119"""
1364,MN,G2701210,Glenwood  Asos,726547,45.65,-95.32,,"=""27121"""
1365,MN,G2701230,St Paul Downtown Ap,726584,44.93,-93.05,55106.0,"=""27123"""
1366,MN,G2701250,Thief River Awos,727555,48.07,-96.18,56701.0,"=""27125"""
1367,MN,G2701270,Redwood Falls Muni,726556,44.55,-95.08,56283.0,"=""27127"""
1368,MN,G2701290,Redwood Falls Muni,726556,44.55,-95.08,56283.0,"=""27129"""
1369,MN,G2701310,Faribault Muni Awos,726563,44.33,-93.32,55021.0,"=""27131"""
1370,MN,G2701330,Pipestone  Awos,726566,43.98,-96.32,56164.0,"=""27133"""
1371,MN,G2701350,Roseau Muni  Awos,727477,48.85,-95.7,56751.0,"=""27135"""
1372,MN,G2701370,Duluth International Arpt,727450,46.83,-92.22,55811.0,"=""27137"""
1373,MN,G2701390,Flying Cloud,726579,44.82,-93.45,55347.0,"=""27139"""
1374,MN,G2701410,Mora Muni  Awos,727475,45.88,-93.27,55051.0,"=""27141"""
1375,MN,G2701430,Hutchinson  Awos,726569,44.87,-94.38,55350.0,"=""27143"""
1376,MN,G2701450,St Cloud Regional Arpt,726550,45.55,-94.05,56304.0,"=""27145"""
1377,MN,G2701470,Owatonna  Awos,726568,44.12,-93.25,55060.0,"=""27147"""
