,index,State,Station_Number,Station_Name,Station_WMO,Latitude,Longitude,ZIP Codes,FIPS,SUBGRID,el_src_h1,el_sit_h1,el_sit_sub_h1,el_del_h1,el_src_c1,el_sit_c1,el_sit_sub_c1,el_del_c1,ng_src_h1,ng_sit_h1,ng_del_h1,ng_src_c1,ng_sit_c1,ng_del_c1,el_src_h2,el_sit_h2,el_sit_sub_h2,el_del_h2,el_src_c2,el_sit_c2,el_sit_sub_c2,el_del_c2,ng_src_h2,ng_sit_h2,ng_del_h2,ng_src_c2,ng_sit_c2,ng_del_c2,el_sit_t1,ng_sit_t1,el_sit_t2,ng_sit_t2
2612,2612,TX,G4802010,Houston Bush Intercontinental,722430,30,-95.37,77073,48201,ERCT,0.61,0.19,0.13,0.55,16.16,5.1,0.01,32.07,0,0,0,0,0,0,0,0,0.125,0,15.42,4.87,0.005,32.33,0.63,0.58,0.55,0,0,0,34.85,18.72,34.42,19.3
2613,2613,LA,G4802030,Shreveport Regional Arpt,722480,32.45,-93.82,71109,48203,SPSO,4.14,1.31,0.225,3.86,11.8,3.72,0.055,23.48,0,0,0,0,0,0,0,0,0.21,0,11.25,3.55,0.03,23.7,4.47,4.12,3.92,0,0,0,34.73,18.9,33.21,23.02
2614,2614,TX,G4802050,Dalhart Muni AP,747360,36.017,-102.55,79022,48205,SPSO,24.87,7.85,0.555,22.44,3.44,1.09,0.325,5.66,0,0,0,0,0,0,0,0,0.48,0,3.35,1.06,0.16,5.71,25.98,23.97,22.77,0,0,0,39.24,19.22,31.12,43.19
2615,2615,TX,G4802070,Abilene Regional Ap  Ut,722660,32.47,-99.71,79699,48207,ERCT,11.36,3.59,0.335,10.09,11.39,3.6,0.165,20.5,0,0,0,0,0,0,0,0,0.285,0,10.97,3.46,0.075,20.68,11.72,10.81,10.27,0,0,0,37.09,18.98,33.24,29.79
2616,2616,TX,G4802090,Austin Mueller Municipal Ap  U,722540,30.29,-97.74,78705,48209,ERCT,0.98,0.31,0.125,1.01,14.07,4.44,0.015,27.37,0,0,0,0,0,0,0,0,0.12,0,13.48,4.26,0.01,27.62,1.17,1.08,1.02,0,0,0,34.3,18.79,33.8,19.86
2617,2617,TX,G4802110,Childress Muni AP,723660,34.433,-100.283,79201,48211,SPSO,11.8,3.72,0.365,11.94,8.64,2.73,0.155,14.78,0,0,0,0,0,0,0,0,0.335,0,8.38,2.65,0.085,14.92,13.78,12.72,12.08,0,0,0,36.39,19.09,32.49,31.8
2618,2618,TX,G4802130,Tyler Pounds Fld,722448,32.35,-95.4,75704,48213,ERCT,3.54,1.12,0.215,3.33,11.52,3.64,0.045,22.53,0,0,0,0,0,0,0,0,0.205,0,11.02,3.48,0.025,22.75,3.84,3.55,3.37,0,0,0,34.43,18.92,33.13,22.47
2619,2619,TX,G4802150,Mcallen Miller Intl Ap  Edinbu,722506,26.31,-98.17,78541,48215,ERCT,0.02,0.01,0.07,0.02,22.32,7.05,0,42.92,0,0,0,0,0,0,0,0,0.075,0,21.54,6.8,0.005,43.32,0.02,0.02,0.02,0,0,0,36.55,18.57,36.3,18.59
2620,2620,TX,G4802170,Waco Regional Ap,722560,31.62,-97.23,76702,48217,ERCT,4.07,1.29,0.215,3.82,15.48,4.89,0.055,28.01,0,0,0,0,0,0,0,0,0.21,0,14.97,4.73,0.03,28.26,4.42,4.08,3.87,0,0,0,35.86,18.91,34.38,22.99
2621,2621,TX,G4802190,Lubbock International Ap,722670,33.67,-101.82,79350,48219,SPSO,12.54,3.96,0.365,11.66,7.19,2.27,0.165,12.98,0,0,0,0,0,0,0,0,0.325,0,6.91,2.18,0.085,13.11,13.49,12.45,11.82,0,0,0,36.18,19.07,32.01,31.51
2622,2622,TX,G4802210,Mineral Wells Municipal Ap,722597,32.78,-98.07,76067,48221,ERCT,4.24,1.34,0.225,4.1,12.21,3.85,0.055,22.17,0,0,0,0,0,0,0,0,0.22,0,11.77,3.72,0.03,22.37,4.74,4.37,4.15,0,0,0,34.89,18.94,33.38,23.31
2623,2623,TX,G4802230,Greenville Majors,722588,33.07,-96.07,75402,48223,SPSO,9.62,3.04,0.285,9.06,10.05,3.17,0.125,18.57,0,0,0,0,0,0,0,0,0.255,0,9.67,3.05,0.065,18.74,10.47,9.66,9.18,0,0,0,36.03,18.97,32.8,28.63
2624,2624,TX,G4802250,Lufkin Angelina Co,722446,31.23,-94.75,75941,48225,ERCT,2.4,0.76,0.18,2.32,11.91,3.76,0.03,23.88,0,0,0,0,0,0,0,0,0.17,0,11.36,3.59,0.02,24.1,2.68,2.47,2.35,0,0,0,34.15,18.85,33.19,21.32
2625,2625,TX,G4802270,Midland International Ap,722650,31.95,-102.18,79712,48227,ERCT,5.48,1.73,0.25,5.33,9.48,2.99,0.07,16.48,0,0,0,0,0,0,0,0,0.24,0,9.17,2.89,0.04,16.63,6.16,5.68,5.4,0,0,0,34.46,19.01,32.59,24.69
2626,2626,TX,G4802290,El Paso International Ap  Ut,722700,31.77,-106.5,79902,48229,ERCT,1.22,0.39,0.215,1.21,10.99,3.47,0.015,20.03,0,0,0,0,0,0,0,0,0.21,0,10.51,3.32,0.01,20.16,1.4,1.3,1.23,0,0,0,33.5,18.91,32.96,20.2
2627,2627,TX,G4802310,Greenville Majors,722588,33.07,-96.07,75402,48231,ERCT,9.62,3.04,0.285,9.06,10.05,3.17,0.125,18.57,0,0,0,0,0,0,0,0,0.255,0,9.67,3.05,0.065,18.74,10.47,9.66,9.18,0,0,0,36.03,18.97,32.8,28.63
2628,2628,TX,G4802330,Amarillo International Ap  Can,723630,34.99,-101.9,79015,48233,SPSO,18.42,5.82,0.46,17.4,4.84,1.53,0.24,8.4,0,0,0,0,0,0,0,0,0.415,0,4.69,1.48,0.125,8.5,20.12,18.56,17.63,0,0,0,37.46,19.17,31.43,37.72
2629,2629,TX,G4802350,San Angelo Mathis Field,722630,31.35,-100.5,76904,48235,ERCT,8.23,2.6,0.255,7.85,9.32,2.94,0.105,16.73,0,0,0,0,0,0,0,0,0.24,0,8.97,2.83,0.06,16.89,9.06,8.36,7.94,0,0,0,35.32,18.98,32.55,27.34
2630,2630,TX,G4802370,Mineral Wells Municipal Ap,722597,32.78,-98.07,76067,48237,ERCT,4.24,1.34,0.225,4.1,12.21,3.85,0.055,22.17,0,0,0,0,0,0,0,0,0.22,0,11.77,3.72,0.03,22.37,4.74,4.37,4.15,0,0,0,34.89,18.94,33.38,23.31
2631,2631,TX,G4802390,Victoria Regional Ap,722550,28.87,-96.93,,48239,ERCT,0.88,0.28,0.125,0.85,18.08,5.71,0.015,36.88,0,0,0,0,0,0,0,0,0.12,0,17.27,5.45,0.01,37.22,0.98,0.91,0.86,0,0,0,35.53,18.7,35,19.6
2632,2632,TX,G4802410,Port Arthur Jefferson County,722410,29.95,-94.02,77705,48241,SRMV,1.17,0.37,0.125,1.19,14.76,4.66,0.015,30.84,0,0,0,0,0,0,0,0,0.13,0,14.07,4.44,0.01,31.15,1.38,1.28,1.21,0,0,0,34.59,18.78,34,20.05
2633,2633,TX,G4802430,Marfa Ap,722640,30.37,-104.02,79843,48243,ERCT,6.77,2.14,0.315,6.07,4.59,1.45,0.095,8.47,0,0,0,0,0,0,0,0,0.295,0,4.37,1.38,0.045,8.53,7.03,6.48,6.16,0,0,0,33.41,19.04,31.14,25.52
2634,2634,TX,G4802450,Port Arthur Jefferson County,722410,29.95,-94.02,77705,48245,SRMV,1.17,0.37,0.125,1.19,14.76,4.66,0.015,30.84,0,0,0,0,0,0,0,0,0.13,0,14.07,4.44,0.01,31.15,1.38,1.28,1.21,0,0,0,34.59,18.78,34,20.05
2635,2635,TX,G4802470,Alice Intl Ap,722517,27.73,-98.03,78332,48247,ERCT,0.21,0.07,0.085,0.18,23.73,7.49,0.005,44.46,0,0,0,0,0,0,0,0,0.085,0,22.94,7.24,0.005,44.85,0.22,0.2,0.19,0,0,0,37.07,18.56,36.75,18.76
2636,2636,TX,G4802490,Alice Intl Ap,722517,27.73,-98.03,78332,48249,ERCT,0.21,0.07,0.085,0.18,23.73,7.49,0.005,44.46,0,0,0,0,0,0,0,0,0.085,0,22.94,7.24,0.005,44.85,0.22,0.2,0.19,0,0,0,37.07,18.56,36.75,18.76
2637,2637,TX,G4802510,Fort Worth Nas,722595,32.77,-97.45,76108,48251,ERCT,3.11,0.98,0.2,3.13,13.05,4.12,0.04,24.19,0,0,0,0,0,0,0,0,0.195,0,12.55,3.96,0.025,24.4,3.61,3.33,3.16,0,0,0,34.76,18.93,33.6,22.26
2638,2638,TX,G4802530,Abilene Regional Ap  Ut,722660,32.47,-99.71,79699,48253,ERCT,11.36,3.59,0.335,10.09,11.39,3.6,0.165,20.5,0,0,0,0,0,0,0,0,0.285,0,10.97,3.46,0.075,20.68,11.72,10.81,10.27,0,0,0,37.09,18.98,33.24,29.79
2639,2639,TX,G4802550,San Antonio Stinson,722523,29.33,-98.47,78235,48255,ERCT,0.28,0.09,0.125,0.23,16.47,5.2,0.005,31.75,0,0,0,0,0,0,0,0,0.125,0,15.71,4.96,0.005,31.99,0.26,0.24,0.23,0,0,0,34.84,18.7,34.51,18.94
2640,2640,TX,G4802570,Greenville Majors,722588,33.07,-96.07,75402,48257,ERCT,9.62,3.04,0.285,9.06,10.05,3.17,0.125,18.57,0,0,0,0,0,0,0,0,0.255,0,9.67,3.05,0.065,18.74,10.47,9.66,9.18,0,0,0,36.03,18.97,32.8,28.63
2641,2641,TX,G4802590,San Antonio Intl Ap,722530,29.53,-98.47,,48259,ERCT,1.56,0.49,0.14,1.55,15.32,4.84,0.02,29.06,0,0,0,0,0,0,0,0,0.145,0,14.71,4.64,0.015,29.32,1.8,1.66,1.57,0,0,0,34.91,18.8,34.22,20.46
2642,2642,TX,G4802610,Kingsville,722516,27.5,-97.82,78316,48261,ERCT,0.13,0.04,0.085,0.13,18.18,5.74,0.005,35.21,0,0,0,0,0,0,0,0,0.095,0,17.52,5.53,0.005,35.55,0.16,0.14,0.14,0,0,0,35.29,18.69,35.04,18.83
2643,2643,TX,G4802650,San Angelo Mathis Field,722630,31.35,-100.5,76904,48265,ERCT,8.23,2.6,0.255,7.85,9.32,2.94,0.105,16.73,0,0,0,0,0,0,0,0,0.24,0,8.97,2.83,0.06,16.89,9.06,8.36,7.94,0,0,0,35.32,18.98,32.55,27.34
2644,2644,TX,G4802670,San Angelo Mathis Field,722630,31.35,-100.5,76904,48267,ERCT,8.23,2.6,0.255,7.85,9.32,2.94,0.105,16.73,0,0,0,0,0,0,0,0,0.24,0,8.97,2.83,0.06,16.89,9.06,8.36,7.94,0,0,0,35.32,18.98,32.55,27.34
2645,2645,TX,G4802690,Childress Municipal Ap,723604,34.43,-100.28,79201,48269,ERCT,11.8,3.72,0.365,11.94,8.64,2.73,0.155,14.78,0,0,0,0,0,0,0,0,0.335,0,8.38,2.65,0.085,14.92,13.78,12.72,12.08,0,0,0,36.39,19.09,32.49,31.81
2646,2646,TX,G4802710,Del Rio Laughlin Afb,722615,29.37,-100.78,78843,48271,ERCT,0.14,0.05,0.095,0.16,22.39,7.07,0.005,37.48,0,0,0,0,0,0,0,0,0.095,0,21.8,6.88,0.005,37.76,0.18,0.17,0.16,0,0,0,36.63,18.68,36.4,18.85
2647,2647,TX,G4802730,Kingsville,722516,27.5,-97.82,78316,48273,ERCT,0.13,0.04,0.085,0.13,18.18,5.74,0.005,35.21,0,0,0,0,0,0,0,0,0.095,0,17.52,5.53,0.005,35.55,0.16,0.14,0.14,0,0,0,35.29,18.69,35.04,18.83
2648,2648,TX,G4802750,Abilene Regional Ap  Ut,722660,32.47,-99.71,79699,48275,ERCT,11.36,3.59,0.335,10.09,11.39,3.6,0.165,20.5,0,0,0,0,0,0,0,0,0.285,0,10.97,3.46,0.075,20.68,11.72,10.81,10.27,0,0,0,37.09,18.98,33.24,29.79
2649,2649,TX,G4802770,Cox Fld,722587,33.63,-95.45,75416,48277,ERCT,10.11,3.19,0.315,9.67,9.48,2.99,0.135,18.56,0,0,0,0,0,0,0,0,0.28,0,9.05,2.86,0.07,18.73,11.18,10.32,9.8,0,0,0,36.05,19,32.63,29.32
2650,2650,TX,G4802790,Lubbock International Ap,722670,33.67,-101.82,79350,48279,SPSO,12.54,3.96,0.365,11.66,7.19,2.27,0.165,12.98,0,0,0,0,0,0,0,0,0.325,0,6.91,2.18,0.085,13.11,13.49,12.45,11.82,0,0,0,36.18,19.07,32.01,31.51
2651,2651,TX,G4802810,Mineral Wells Municipal Ap,722597,32.78,-98.07,76067,48281,ERCT,4.24,1.34,0.225,4.1,12.21,3.85,0.055,22.17,0,0,0,0,0,0,0,0,0.22,0,11.77,3.72,0.03,22.37,4.74,4.37,4.15,0,0,0,34.89,18.94,33.38,23.31
2652,2652,TX,G4802830,Cotulla Faa Ap,722526,28.45,-99.22,78014,48283,ERCT,0.01,0,0.09,0,21.27,6.72,0,37.91,0,0,0,0,0,0,0,0,0.095,0,20.56,6.49,0.005,38.19,0,0,0,0,0,0,36.23,18.6,36.01,18.61
2653,2653,TX,G4802850,Victoria Regional Ap,722550,28.87,-96.93,,48285,ERCT,0.88,0.28,0.125,0.85,18.08,5.71,0.015,36.88,0,0,0,0,0,0,0,0,0.12,0,17.27,5.45,0.01,37.22,0.98,0.91,0.86,0,0,0,35.53,18.7,35,19.6
2654,2654,TX,G4802870,College Station Easterwood Fl,722445,30.58,-96.37,77862,48287,ERCT,0.84,0.26,0.14,0.74,14.87,4.7,0.01,29.28,0,0,0,0,0,0,0,0,0.14,0,14.19,4.48,0.01,29.52,0.86,0.79,0.75,0,0,0,34.53,18.78,34.05,19.57
2655,2655,TX,G4802890,College Station-Easterwood AP,747460,30.583,-96.367,77862,48289,ERCT,0.84,0.26,0.14,0.74,14.87,4.69,0.01,29.27,0,0,0,0,0,0,0,0,0.14,0,14.19,4.48,0.01,29.51,0.86,0.79,0.75,0,0,0,34.53,18.78,34.05,19.57
2656,2656,TX,G4802910,Houston Bush Intercontinental,722430,30,-95.37,77073,48291,SRMV,0.61,0.19,0.13,0.55,16.16,5.1,0.01,32.07,0,0,0,0,0,0,0,0,0.125,0,15.42,4.87,0.005,32.33,0.63,0.58,0.55,0,0,0,34.85,18.72,34.42,19.3
2657,2657,TX,G4802930,Waco Regional Ap,722560,31.62,-97.23,76702,48293,ERCT,4.07,1.29,0.215,3.82,15.48,4.89,0.055,28.01,0,0,0,0,0,0,0,0,0.21,0,14.97,4.73,0.03,28.26,4.42,4.08,3.87,0,0,0,35.86,18.91,34.38,22.99
2658,2658,OK,G4802950,Gage Airport,723527,36.3,-99.77,73843,48295,SPSO,17.36,5.48,0.43,14.93,10.95,3.46,0.23,18.56,0,0,0,0,0,0,0,0,0.38,0,10.65,3.36,0.11,18.74,17.31,15.97,15.17,0,0,0,39.02,19.09,33.27,35.06
2659,2659,TX,G4802970,Alice Intl Ap,722517,27.73,-98.03,78332,48297,ERCT,0.21,0.07,0.085,0.18,23.73,7.49,0.005,44.46,0,0,0,0,0,0,0,0,0.085,0,22.94,7.24,0.005,44.85,0.22,0.2,0.19,0,0,0,37.07,18.56,36.75,18.76
2660,2660,TX,G4802990,Robert Gray Aaf,722576,31.07,-97.83,,48299,ERCT,5.18,1.63,0.185,4.64,13.94,4.4,0.065,25.72,0,0,0,0,0,0,0,0,0.175,0,13.4,4.23,0.035,25.93,5.36,4.95,4.7,0,0,0,35.71,18.82,33.86,23.77
2661,2661,TX,G4803010,Wink Winkler County Ap,722656,31.78,-103.2,79789,48301,SPSO,2.1,0.66,0.205,1.58,16.53,5.22,0.025,26.98,0,0,0,0,0,0,0,0,0.205,0,16.1,5.08,0.015,27.17,1.84,1.7,1.61,0,0,0,35.53,18.89,34.71,20.59
2662,2662,TX,G4803030,Lubbock International Ap,722670,33.67,-101.82,79350,48303,SPSO,12.54,3.96,0.365,11.66,7.19,2.27,0.165,12.98,0,0,0,0,0,0,0,0,0.325,0,6.91,2.18,0.085,13.11,13.49,12.45,11.82,0,0,0,36.18,19.07,32.01,31.51
2663,2663,TX,G4803050,Lubbock International Ap,722670,33.67,-101.82,79350,48305,SPSO,12.54,3.96,0.365,11.66,7.19,2.27,0.165,12.98,0,0,0,0,0,0,0,0,0.325,0,6.91,2.18,0.085,13.11,13.49,12.45,11.82,0,0,0,36.18,19.07,32.01,31.51
2664,2664,TX,G4803070,San Angelo Mathis Field,722630,31.35,-100.5,76904,48307,ERCT,8.23,2.6,0.255,7.85,9.32,2.94,0.105,16.73,0,0,0,0,0,0,0,0,0.24,0,8.97,2.83,0.06,16.89,9.06,8.36,7.94,0,0,0,35.32,18.98,32.55,27.34
2665,2665,TX,G4803090,Waco Regional Ap,722560,31.62,-97.23,76702,48309,ERCT,4.07,1.29,0.215,3.82,15.48,4.89,0.055,28.01,0,0,0,0,0,0,0,0,0.21,0,14.97,4.73,0.03,28.26,4.42,4.08,3.87,0,0,0,35.86,18.91,34.38,22.99
2666,2666,TX,G4803110,Alice Intl Ap,722517,27.73,-98.03,78332,48311,ERCT,0.21,0.07,0.085,0.18,23.73,7.49,0.005,44.46,0,0,0,0,0,0,0,0,0.085,0,22.94,7.24,0.005,44.85,0.22,0.2,0.19,0,0,0,37.07,18.56,36.75,18.76
2667,2667,TX,G4803130,College Station-Easterwood AP,747460,30.583,-96.367,77862,48313,ERCT,0.84,0.26,0.14,0.74,14.87,4.69,0.01,29.27,0,0,0,0,0,0,0,0,0.14,0,14.19,4.48,0.01,29.51,0.86,0.79,0.75,0,0,0,34.53,18.78,34.05,19.57
2668,2668,LA,G4803150,Shreveport Regional Arpt,722480,32.45,-93.82,71109,48315,SPSO,4.14,1.31,0.225,3.86,11.8,3.72,0.055,23.48,0,0,0,0,0,0,0,0,0.21,0,11.25,3.55,0.03,23.7,4.47,4.12,3.92,0,0,0,34.73,18.9,33.21,23.02
2669,2669,TX,G4803170,Midland International Ap,722650,31.95,-102.18,79712,48317,ERCT,5.48,1.73,0.25,5.33,9.48,2.99,0.07,16.48,0,0,0,0,0,0,0,0,0.24,0,9.17,2.89,0.04,16.63,6.16,5.68,5.4,0,0,0,34.46,19.01,32.59,24.69
2670,2670,TX,G4803190,San Angelo Mathis Field,722630,31.35,-100.5,76904,48319,ERCT,8.23,2.6,0.255,7.85,9.32,2.94,0.105,16.73,0,0,0,0,0,0,0,0,0.24,0,8.97,2.83,0.06,16.89,9.06,8.36,7.94,0,0,0,35.32,18.98,32.55,27.34
2671,2671,TX,G4803210,Palacios Municipal Ap,722555,28.72,-96.25,77465,48321,ERCT,2.73,0.86,0.125,2.77,14.14,4.47,0.035,30.71,0,0,0,0,0,0,0,0,0.125,0,13.51,4.27,0.025,31.07,3.2,2.95,2.8,0,0,0,34.91,18.77,33.83,21.73
2672,2672,TX,G4803230,Del Rio Laughlin Afb,722615,29.37,-100.78,78843,48323,ERCT,0.14,0.05,0.095,0.16,22.39,7.07,0.005,37.48,0,0,0,0,0,0,0,0,0.095,0,21.8,6.88,0.005,37.76,0.18,0.17,0.16,0,0,0,36.63,18.68,36.4,18.85
2673,2673,TX,G4803250,Hondo Municipal Ap,722533,29.37,-99.17,78861,48325,ERCT,0.53,0.17,0.14,0.45,16.5,5.21,0.01,31.79,0,0,0,0,0,0,0,0,0.145,0,15.79,4.98,0.005,32.07,0.52,0.48,0.46,0,0,0,34.94,18.77,34.55,19.25
2674,2674,TX,G4803270,San Angelo Mathis Field,722630,31.35,-100.5,76904,48327,ERCT,8.23,2.6,0.255,7.85,9.32,2.94,0.105,16.73,0,0,0,0,0,0,0,0,0.24,0,8.97,2.83,0.06,16.89,9.06,8.36,7.94,0,0,0,35.32,18.98,32.55,27.34
2675,2675,TX,G4803290,Midland International Ap,722650,31.95,-102.18,79712,48329,ERCT,5.48,1.73,0.25,5.33,9.48,2.99,0.07,16.48,0,0,0,0,0,0,0,0,0.24,0,9.17,2.89,0.04,16.63,6.16,5.68,5.4,0,0,0,34.46,19.01,32.59,24.69
2676,2676,TX,G4803310,Draughon Miller Cen,722577,31.15,-97.4,76504,48331,ERCT,5.79,1.83,0.215,5.2,13.08,4.13,0.075,24.57,0,0,0,0,0,0,0,0,0.21,0,12.58,3.97,0.04,24.8,6.02,5.55,5.28,0,0,0,35.67,18.9,33.63,24.45
2677,2677,TX,G4803330,Mineral Wells Municipal Ap,722597,32.78,-98.07,76067,48333,ERCT,4.24,1.34,0.225,4.1,12.21,3.85,0.055,22.17,0,0,0,0,0,0,0,0,0.22,0,11.77,3.72,0.03,22.37,4.74,4.37,4.15,0,0,0,34.89,18.94,33.38,23.31
2678,2678,TX,G4803350,Abilene-Dyess AFB,720965,32.433,-99.85,79563,48335,ERCT,7.74,2.44,0.25,6.4,18.68,5.9,0.1,30.51,0,0,0,0,0,0,0,0,0.22,0,18.22,5.75,0.05,30.73,7.43,6.85,6.51,0,0,0,38.11,18.88,35.44,25.73
2679,2679,TX,G4803370,Fort Worth Alliance,722594,32.98,-97.32,76177,48337,ERCT,6.87,2.17,0.27,6.86,11.86,3.74,0.09,22.4,0,0,0,0,0,0,0,0,0.25,0,11.41,3.6,0.05,22.61,7.91,7.29,6.93,0,0,0,35.69,18.96,33.33,26.26
2680,2680,TX,G4803390,Houston D W  Hooks,722429,30.07,-95.55,77379,48339,ERCT,0.51,0.16,0.13,0.54,13.99,4.42,0.01,28.02,0,0,0,0,0,0,0,0,0.125,0,13.36,4.22,0.005,28.27,0.63,0.58,0.55,0,0,0,34.13,18.79,33.77,19.36
2681,2681,TX,G4803410,Dalhart Muni AP,747360,36.017,-102.55,79022,48341,SPSO,24.87,7.85,0.555,22.44,3.44,1.09,0.325,5.66,0,0,0,0,0,0,0,0,0.48,0,3.35,1.06,0.16,5.71,25.98,23.97,22.77,0,0,0,39.24,19.22,31.12,43.19
2682,2682,AR,G4803430,Texarkana Webb Field,723418,33.45,-94,71854,48343,SPSO,3.82,1.21,0.23,3.96,11.64,3.67,0.05,22.65,0,0,0,0,0,0,0,0,0.22,0,11.13,3.51,0.03,22.85,4.57,4.22,4.01,0,0,0,34.57,18.93,33.18,23.15
2683,2683,TX,G4803450,Childress Muni AP,723660,34.433,-100.283,79201,48345,ERCT,11.8,3.72,0.365,11.94,8.64,2.73,0.155,14.78,0,0,0,0,0,0,0,0,0.335,0,8.38,2.65,0.085,14.92,13.78,12.72,12.08,0,0,0,36.39,19.09,32.49,31.8
2684,2684,TX,G4803470,Nacogdoches  Awos,722499,31.58,-94.72,75964,48347,ERCT,3.48,1.1,0.205,2.84,10.8,3.41,0.045,21.68,0,0,0,0,0,0,0,0,0.195,0,10.26,3.24,0.025,21.87,3.3,3.04,2.89,0,0,0,34.17,18.86,32.87,21.9
2685,2685,TX,G4803490,Dallas Redbird Arpt,722599,32.68,-96.87,75237,48349,ERCT,2.86,0.9,0.175,2.45,16.34,5.16,0.035,29.17,0,0,0,0,0,0,0,0,0.17,0,15.81,4.99,0.02,29.42,2.84,2.62,2.49,0,0,0,35.7,18.85,34.6,21.47
2686,2686,LA,G4803510,Lake Charles Wb Airp,722404,30.22,-93.17,70602,48351,SRMV,2.71,0.86,0.165,2.77,12.32,3.89,0.035,25.65,0,0,0,0,0,0,0,0,0.165,0,11.71,3.7,0.025,25.9,3.2,2.95,2.8,0,0,0,34.37,18.84,33.3,21.79
2687,2687,TX,G4803550,Corpus Christi Nas,722515,27.68,-97.28,78418,48355,ERCT,0.03,0.01,0.05,0.02,21.54,6.8,0,45.48,0,0,0,0,0,0,0,0,0.055,0,20.7,6.54,0.005,45.98,0.03,0.03,0.03,0,0,0,36.28,18.57,36.01,18.59
2688,2688,TX,G4803570,Amarillo International Ap  Can,723630,34.99,-101.9,79015,48357,SPSO,18.42,5.82,0.46,17.4,4.84,1.53,0.24,8.4,0,0,0,0,0,0,0,0,0.415,0,4.69,1.48,0.125,8.5,20.12,18.56,17.63,0,0,0,37.46,19.17,31.43,37.72
2689,2689,TX,G4803590,Amarillo International Ap  Can,723630,34.99,-101.9,79015,48359,SPSO,18.42,5.82,0.46,17.4,4.84,1.53,0.24,8.4,0,0,0,0,0,0,0,0,0.415,0,4.69,1.48,0.125,8.5,20.12,18.56,17.63,0,0,0,37.46,19.17,31.43,37.72
2690,2690,TX,G4803610,Port Arthur Jefferson County,722410,29.95,-94.02,77705,48361,SRMV,1.17,0.37,0.125,1.19,14.76,4.66,0.015,30.84,0,0,0,0,0,0,0,0,0.13,0,14.07,4.44,0.01,31.15,1.38,1.28,1.21,0,0,0,34.59,18.78,34,20.05
2691,2691,TX,G4803630,Mineral Wells Municipal Ap,722597,32.78,-98.07,76067,48363,ERCT,4.24,1.34,0.225,4.1,12.21,3.85,0.055,22.17,0,0,0,0,0,0,0,0,0.22,0,11.77,3.72,0.03,22.37,4.74,4.37,4.15,0,0,0,34.89,18.94,33.38,23.31
2692,2692,LA,G4803650,Shreveport Regional Arpt,722480,32.45,-93.82,71109,48365,SPSO,4.14,1.31,0.225,3.86,11.8,3.72,0.055,23.48,0,0,0,0,0,0,0,0,0.21,0,11.25,3.55,0.03,23.7,4.47,4.12,3.92,0,0,0,34.73,18.9,33.21,23.02
2693,2693,TX,G4803670,Fort Worth Nas,722595,32.77,-97.45,76108,48367,ERCT,3.11,0.98,0.2,3.13,13.05,4.12,0.04,24.19,0,0,0,0,0,0,0,0,0.195,0,12.55,3.96,0.025,24.4,3.61,3.33,3.16,0,0,0,34.76,18.93,33.6,22.26
2694,2694,NM,G4803690,Clovis Muni   Awos,722689,34.43,-103.08,88135,48369,SPSO,20.27,6.4,0.495,18.97,5.04,1.59,0.265,8.4,0,0,0,0,0,0,0,0,0.435,0,4.89,1.54,0.135,8.48,21.93,20.23,19.22,0,0,0,38.16,19.16,31.54,39.39
2695,2695,TX,G4803710,Wink Winkler County Ap,722656,31.78,-103.2,79789,48371,ERCT,2.1,0.66,0.205,1.58,16.53,5.22,0.025,26.98,0,0,0,0,0,0,0,0,0.205,0,16.1,5.08,0.015,27.17,1.84,1.7,1.61,0,0,0,35.53,18.89,34.71,20.59
2696,2696,TX,G4803730,Lufkin Angelina Co,722446,31.23,-94.75,75941,48373,SRMV,2.4,0.76,0.18,2.32,11.91,3.76,0.03,23.88,0,0,0,0,0,0,0,0,0.17,0,11.36,3.59,0.02,24.1,2.68,2.47,2.35,0,0,0,34.15,18.85,33.19,21.32
2697,2697,TX,G4803750,Amarillo International Ap  Can,723630,34.99,-101.9,79015,48375,SPSO,18.42,5.82,0.46,17.4,4.84,1.53,0.24,8.4,0,0,0,0,0,0,0,0,0.415,0,4.69,1.48,0.125,8.5,20.12,18.56,17.63,0,0,0,37.46,19.17,31.43,37.72
2698,2698,TX,G4803770,Marfa Ap,722640,30.37,-104.02,79843,48377,ERCT,6.77,2.14,0.315,6.07,4.59,1.45,0.095,8.47,0,0,0,0,0,0,0,0,0.295,0,4.37,1.38,0.045,8.53,7.03,6.48,6.16,0,0,0,33.41,19.04,31.14,25.52
2699,2699,TX,G4803790,Greenville Majors,722588,33.07,-96.07,75402,48379,SPSO,9.62,3.04,0.285,9.06,10.05,3.17,0.125,18.57,0,0,0,0,0,0,0,0,0.255,0,9.67,3.05,0.065,18.74,10.47,9.66,9.18,0,0,0,36.03,18.97,32.8,28.63
2700,2700,TX,G4803810,Amarillo International Ap  Can,723630,34.99,-101.9,79015,48381,SPSO,18.42,5.82,0.46,17.4,4.84,1.53,0.24,8.4,0,0,0,0,0,0,0,0,0.415,0,4.69,1.48,0.125,8.5,20.12,18.56,17.63,0,0,0,37.46,19.17,31.43,37.72
