,index,State,Station_Number,Station_Name,Station_WMO,Latitude,Longitude,ZIP Codes,FIPS,SUBGRID,el_src_h1,el_sit_h1,el_sit_sub_h1,el_del_h1,el_src_c1,el_sit_c1,el_sit_sub_c1,el_del_c1,ng_src_h1,ng_sit_h1,ng_del_h1,ng_src_c1,ng_sit_c1,ng_del_c1,el_src_h2,el_sit_h2,el_sit_sub_h2,el_del_h2,el_src_c2,el_sit_c2,el_sit_sub_c2,el_del_c2,ng_src_h2,ng_sit_h2,ng_del_h2,ng_src_c2,ng_sit_c2,ng_del_c2,el_sit_t1,ng_sit_t1,el_sit_t2,ng_sit_t2
769,769,IN,G1801650,Terre Haute Hulman Regional A,724373,39.45,-87.3,47871,18165,RFCW,32.71,10.33,0.72,26.44,3.3,1.04,0.51,6.39,0,0,0,0,0,0,0,0,0.515,0,3.19,1.01,0.215,6.47,30.85,28.46,27.04,0,0,0,42.02,19.21,31.15,47.67
770,770,IN,G1801670,Terre Haute Hulman Regional A,724373,39.45,-87.3,47871,18167,RFCW,32.71,10.33,0.72,26.44,3.3,1.04,0.51,6.39,0,0,0,0,0,0,0,0,0.515,0,3.19,1.01,0.215,6.47,30.85,28.46,27.04,0,0,0,42.02,19.21,31.15,47.67
771,771,IN,G1801690,Grissom Arb,725335,40.65,-86.15,46971,18169,RFCW,42.49,13.42,0.87,39.23,1.28,0.41,0.66,2.5,0,0,0,0,0,0,0,0,0.64,0,1.23,0.39,0.29,2.53,45.62,42.08,39.98,0,0,0,44.77,19.25,30.73,61.33
772,772,IN,G1801710,Lafayette Purdue Univ Ap,724386,40.42,-86.93,47906,18171,RFCW,37.22,11.75,0.77,31.47,2.32,0.73,0.58,4.56,0,0,0,0,0,0,0,0,0.555,0,2.23,0.7,0.235,4.62,36.69,33.85,32.16,0,0,0,43.25,19.22,30.91,53.07
773,773,IN,G1801730,Evansville Regional Ap,724320,38.05,-87.53,47711,18173,RFCW,22.34,7.05,0.515,20.4,3.42,1.08,0.315,6.68,0,0,0,0,0,0,0,0,0.43,0,3.28,1.03,0.15,6.75,23.64,21.81,20.72,0,0,0,38.37,19.16,31.03,40.97
774,774,KY,G1801750,Louisville Standiford Field,724230,38.18,-85.73,40213,18175,RFCW,19.38,6.12,0.47,17.38,5.24,1.65,0.26,10.88,0,0,0,0,0,0,0,0,0.405,0,4.96,1.57,0.125,11,20.14,18.58,17.65,0,0,0,37.91,19.09,31.51,37.67
775,775,IN,G1801770,Delaware Co Johnson,725336,40.23,-85.4,47304,18177,RFCW,34.06,10.75,0.69,30.91,1.53,0.48,0.48,2.99,0,0,0,0,0,0,0,0,0.555,0,1.47,0.46,0.225,3.03,35.86,33.08,31.43,0,0,0,41.83,19.24,30.66,52.32
776,776,IN,G1801790,Fort Wayne Intl Ap,725330,41,-85.2,46809,18179,RFCW,47.68,15.05,0.925,41.71,1.06,0.33,0.735,1.99,0,0,0,0,0,0,0,0,0.645,0,1.02,0.32,0.305,2.01,48.58,44.82,42.58,0,0,0,46.46,19.27,30.69,64.09
777,777,IN,G1801810,Lafayette Purdue Univ Ap,724386,40.42,-86.93,47906,18181,RFCW,37.22,11.75,0.77,31.47,2.32,0.73,0.58,4.56,0,0,0,0,0,0,0,0,0.555,0,2.23,0.7,0.235,4.62,36.69,33.85,32.16,0,0,0,43.25,19.22,30.91,53.07
778,778,IN,G1801830,Fort Wayne Intl Ap,725330,41,-85.2,46809,18183,RFCW,47.68,15.05,0.925,41.71,1.06,0.33,0.735,1.99,0,0,0,0,0,0,0,0,0.645,0,1.02,0.32,0.305,2.01,48.58,44.82,42.58,0,0,0,46.46,19.27,30.69,64.09
779,779,IA,G1900010,Creston,725474,41.02,-94.37,50801,19001,MROW,38.71,12.22,0.77,33.35,2.27,0.72,0.57,4.74,0,0,0,0,0,0,0,0,0.58,0,2.17,0.69,0.25,4.81,38.79,35.79,34,0,0,0,43.7,19.23,30.93,55.02
780,780,IA,G1900030,Creston,725474,41.02,-94.37,50801,19003,MROW,38.71,12.22,0.77,33.35,2.27,0.72,0.57,4.74,0,0,0,0,0,0,0,0,0.58,0,2.17,0.69,0.25,4.81,38.79,35.79,34,0,0,0,43.7,19.23,30.93,55.02
781,781,IA,G1900050,Decorah,725476,43.28,-91.73,,19005,MROW,34.75,10.97,0.69,29.76,1.2,0.38,0.48,2.42,0,0,0,0,0,0,0,0,0.545,0,1.14,0.36,0.215,2.45,34.55,31.88,30.28,0,0,0,41.94,19.26,30.55,51.14
782,782,IA,G1900070,Ottumwa Industrial Ap,725465,41.1,-92.45,52548,19007,MROW,48.35,15.27,1.025,40.84,2.79,0.88,0.825,5.65,0,0,0,0,0,0,0,0,0.665,0,2.66,0.84,0.315,5.73,47.76,44.06,41.86,0,0,0,47.4,19.24,31.23,63.3
783,783,IA,G1900090,Atlantic,725453,41.4,-95.05,50022,19009,MROW,42.66,13.47,0.845,36.19,1.44,0.45,0.645,2.85,0,0,0,0,0,0,0,0,0.63,0,1.38,0.44,0.28,2.89,42.12,38.85,36.91,0,0,0,44.84,19.26,30.76,58.12
784,784,IA,G1900110,Cedar Rapids Municipal Ap,725450,41.88,-91.72,52404,19011,MROW,58,18.31,1.16,45.42,1.17,0.37,0.97,2.48,0,0,0,0,0,0,0,0,0.72,0,1.11,0.35,0.37,2.52,53.2,49.08,46.62,0,0,0,50.23,19.26,30.85,68.33
785,785,IA,G1900130,Waterloo Municipal Ap,725480,42.55,-92.4,50703,19013,MROW,57.08,18.02,1.12,45.88,2.29,0.72,0.92,4.52,0,0,0,0,0,0,0,0,0.73,0,2.19,0.69,0.36,4.58,53.64,49.49,47.01,0,0,0,50.2,19.25,31.19,68.74
786,786,IA,G1900150,Boone Muni,725486,42.05,-93.85,50036,19015,MROW,44.28,13.98,0.86,38.7,1.52,0.48,0.65,3.02,0,0,0,0,0,0,0,0,0.65,0,1.47,0.46,0.28,3.07,45,41.51,39.43,0,0,0,45.4,19.28,30.81,60.79
787,787,IA,G1900170,Waterloo Municipal Ap,725480,42.55,-92.4,50703,19017,MROW,57.08,18.02,1.12,45.88,2.29,0.72,0.92,4.52,0,0,0,0,0,0,0,0,0.73,0,2.19,0.69,0.36,4.58,53.64,49.49,47.01,0,0,0,50.2,19.25,31.19,68.74
788,788,IA,G1900190,Oelwen,725488,42.68,-91.97,50662,19019,MROW,37.41,11.81,0.78,31.7,1.66,0.52,0.55,3.45,0,0,0,0,0,0,0,0,0.595,0,1.58,0.5,0.235,3.5,36.9,34.04,32.34,0,0,0,43.08,19.26,30.74,53.3
789,789,IA,G1900210,Storm Lake,725496,42.6,-95.23,50588,19021,MROW,51.91,16.39,0.97,43.8,1.46,0.46,0.78,2.97,0,0,0,0,0,0,0,0,0.69,0,1.4,0.44,0.33,3.02,51.01,47.06,44.71,0,0,0,48.02,19.27,30.87,66.33
790,790,IA,G1900230,Charles City,725463,43.07,-92.62,50616,19023,MROW,51.23,16.18,0.98,41.9,0.9,0.28,0.75,1.86,0,0,0,0,0,0,0,0,0.69,0,0.86,0.27,0.32,1.89,48.79,45.01,42.76,0,0,0,47.6,19.3,30.7,64.3
791,791,IA,G1900250,Fort Dodge  Awos,725490,42.55,-94.18,,19025,MROW,51.92,16.4,1.005,42.38,1.13,0.36,0.815,2.12,0,0,0,0,0,0,0,0,0.69,0,1.09,0.35,0.33,2.15,49.42,45.59,43.31,0,0,0,47.99,19.28,30.78,64.87
792,792,IA,G1900270,Carroll,725468,42.05,-94.78,51443,19027,MROW,53.06,16.75,1.045,45.96,1.38,0.44,0.855,1.86,0,0,0,0,0,0,0,0,0.695,0,1.37,0.43,0.345,1.89,53.6,49.45,46.98,0,0,0,48.5,19.3,30.9,68.75
793,793,IA,G1900290,Atlantic,725453,41.4,-95.05,50022,19029,MROW,42.66,13.47,0.845,36.19,1.44,0.45,0.645,2.85,0,0,0,0,0,0,0,0,0.63,0,1.38,0.44,0.28,2.89,42.12,38.85,36.91,0,0,0,44.84,19.26,30.76,58.12
794,794,IA,G1900310,Muscatine,725487,41.37,-91.15,52761,19031,MROW,39.98,12.62,0.785,33.97,1.89,0.6,0.595,3.79,0,0,0,0,0,0,0,0,0.585,0,1.81,0.57,0.255,3.84,39.55,36.48,34.66,0,0,0,44.02,19.22,30.82,55.71
795,795,IA,G1900330,Mason City Municipal Arpt,725485,43.15,-93.33,50428,19033,MROW,73.46,23.2,1.45,57.56,1.02,0.32,1.28,2.03,0,0,0,0,0,0,0,0,0.85,0,0.98,0.31,0.48,2.06,67.49,62.26,59.15,0,0,0,55.66,19.3,31.06,81.57
796,796,IA,G1900350,Storm Lake,725496,42.6,-95.23,50588,19035,MROW,51.91,16.39,0.97,43.8,1.46,0.46,0.78,2.97,0,0,0,0,0,0,0,0,0.69,0,1.4,0.44,0.33,3.02,51.01,47.06,44.71,0,0,0,48.02,19.27,30.87,66.33
797,797,IA,G1900370,Charles City,725463,43.07,-92.62,50616,19037,MROW,51.23,16.18,0.98,41.9,0.9,0.28,0.75,1.86,0,0,0,0,0,0,0,0,0.69,0,0.86,0.27,0.32,1.89,48.79,45.01,42.76,0,0,0,47.6,19.3,30.7,64.3
798,798,IA,G1900390,Chariton,725469,41.03,-93.37,,19039,MROW,32.44,10.24,0.685,27.75,4.72,1.49,0.465,9.54,0,0,0,0,0,0,0,0,0.545,0,4.51,1.42,0.205,9.66,32.27,29.77,28.28,0,0,0,42.3,19.2,31.59,48.96
799,799,IA,G1900410,Spencer,726500,43.17,-95.15,51301,19041,MROW,80.98,25.57,1.545,61.57,0.56,0.18,1.365,1.06,0,0,0,0,0,0,0,0,0.88,0,0.55,0.17,0.5,1.08,71.98,66.41,63.09,0,0,0,58.06,19.35,30.97,85.75
800,800,IA,G1900430,Decorah,725476,43.28,-91.73,,19043,MROW,34.75,10.97,0.69,29.76,1.2,0.38,0.48,2.42,0,0,0,0,0,0,0,0,0.545,0,1.14,0.36,0.215,2.45,34.55,31.88,30.28,0,0,0,41.94,19.26,30.55,51.14
801,801,IA,G1900450,Clinton Muni  Awos,725473,41.83,-90.33,52732,19045,MROW,50.05,15.8,0.96,44.29,1.84,0.58,0.77,3.76,0,0,0,0,0,0,0,0,0.69,0,1.76,0.55,0.33,3.81,51.54,47.54,45.17,0,0,0,47.53,19.26,30.99,66.8
802,802,IA,G1900470,Denison,725477,41.98,-95.38,51442,19047,MROW,48.66,15.36,0.895,40.68,2.59,0.82,0.705,5.11,0,0,0,0,0,0,0,0,0.64,0,2.48,0.78,0.3,5.17,47.17,43.51,41.34,0,0,0,47.2,19.23,31.14,62.74
803,803,IA,G1900490,Des Moines Intl Ap,725460,41.53,-93.67,50321,19049,MROW,44.49,14.05,0.895,38.95,2.96,0.93,0.705,5.88,0,0,0,0,0,0,0,0,0.635,0,2.84,0.9,0.295,5.96,45.39,41.87,39.78,0,0,0,46,19.22,31.23,61.09
804,804,IA,G1900510,Ottumwa Industrial Ap,725465,41.1,-92.45,52548,19051,MROW,48.35,15.27,1.025,40.84,2.79,0.88,0.825,5.65,0,0,0,0,0,0,0,0,0.665,0,2.66,0.84,0.315,5.73,47.76,44.06,41.86,0,0,0,47.4,19.24,31.23,63.3
805,805,IA,G1900530,Chariton,725469,41.03,-93.37,,19053,MROW,32.44,10.24,0.685,27.75,4.72,1.49,0.465,9.54,0,0,0,0,0,0,0,0,0.545,0,4.51,1.42,0.205,9.66,32.27,29.77,28.28,0,0,0,42.3,19.2,31.59,48.96
806,806,IA,G1900550,Monticello Muni,725475,42.23,-91.17,52310,19055,MROW,58.23,18.39,1.13,46.7,0.2,0.06,0.94,0.37,0,0,0,0,0,0,0,0,0.725,0,0.19,0.06,0.375,0.37,54.55,50.32,47.81,0,0,0,49.93,19.34,30.58,69.66
807,807,IA,G1900570,Burlington-Southeast Iowa Rgnl AP,725420,40.783,-91.117,52601,19057,SRMW,37.59,11.87,0.775,31.56,4.12,1.3,0.585,7.79,0,0,0,0,0,0,0,0,0.545,0,3.98,1.26,0.235,7.88,36.81,33.96,32.26,0,0,0,43.94,19.19,31.45,53.15
808,808,IA,G1900590,Spencer,726500,43.17,-95.15,51301,19059,MROW,80.98,25.57,1.545,61.57,0.56,0.18,1.365,1.06,0,0,0,0,0,0,0,0,0.88,0,0.55,0.17,0.5,1.08,71.98,66.41,63.09,0,0,0,58.06,19.35,30.97,85.75
809,809,IA,G1900610,Dubuque Regional Ap,725470,42.4,-90.7,52003,19061,MROW,62.82,19.83,1.16,52.35,0.23,0.07,0.98,0.46,0,0,0,0,0,0,0,0,0.765,0,0.22,0.07,0.395,0.47,61.07,56.34,53.52,0,0,0,51.46,19.34,30.64,75.68
810,810,IA,G1900630,Estherville Muni,726499,43.4,-94.75,51334,19063,MROW,90.36,28.53,1.73,71.13,0.31,0.1,1.58,0.5,0,0,0,0,0,0,0,0,0.94,0,0.31,0.1,0.56,0.51,83.22,76.77,72.93,0,0,0,61.35,19.37,31.01,96.14
811,811,IA,G1900650,Oelwen,725488,42.68,-91.97,50662,19065,MROW,37.41,11.81,0.78,31.7,1.66,0.52,0.55,3.45,0,0,0,0,0,0,0,0,0.595,0,1.58,0.5,0.235,3.5,36.9,34.04,32.34,0,0,0,43.08,19.26,30.74,53.3
812,812,IA,G1900670,Charles City,725463,43.07,-92.62,50616,19067,MROW,51.23,16.18,0.98,41.9,0.9,0.28,0.75,1.86,0,0,0,0,0,0,0,0,0.69,0,0.86,0.27,0.32,1.89,48.79,45.01,42.76,0,0,0,47.6,19.3,30.7,64.3
813,813,IA,G1900690,Mason City Municipal Arpt,725485,43.15,-93.33,50428,19069,MROW,73.46,23.2,1.45,57.56,1.02,0.32,1.28,2.03,0,0,0,0,0,0,0,0,0.85,0,0.98,0.31,0.48,2.06,67.49,62.26,59.15,0,0,0,55.66,19.3,31.06,81.57
814,814,IA,G1900710,Shenandoah Muni,725467,40.75,-95.42,,19071,MROW,37.7,11.9,0.78,31.99,3.49,1.1,0.57,6.74,0,0,0,0,0,0,0,0,0.58,0,3.36,1.06,0.24,6.82,37.27,34.38,32.66,0,0,0,43.77,19.2,31.29,53.58
815,815,IA,G1900730,Carroll,725468,42.05,-94.78,51443,19073,MROW,53.06,16.75,1.045,45.96,1.38,0.44,0.855,1.86,0,0,0,0,0,0,0,0,0.695,0,1.37,0.43,0.345,1.89,53.6,49.45,46.98,0,0,0,48.5,19.3,30.9,68.75
816,816,IA,G1900750,Newton Muni,725464,41.68,-93.02,50208,19075,MROW,41.1,12.98,0.83,33.76,1.84,0.58,0.62,3.76,0,0,0,0,0,0,0,0,0.61,0,1.76,0.55,0.27,3.81,39.33,36.28,34.47,0,0,0,44.43,19.23,30.85,55.52
817,817,IA,G1900770,Carroll,725468,42.05,-94.78,51443,19077,MROW,53.06,16.75,1.045,45.96,1.38,0.44,0.855,1.86,0,0,0,0,0,0,0,0,0.695,0,1.37,0.43,0.345,1.89,53.6,49.45,46.98,0,0,0,48.5,19.3,30.9,68.75
818,818,IA,G1900790,Webster City,725478,42.43,-93.87,50595,19079,MROW,40.54,12.8,0.81,36.05,2.8,0.89,0.6,4.82,0,0,0,0,0,0,0,0,0.62,0,2.74,0.87,0.27,4.88,41.88,38.63,36.7,0,0,0,44.51,19.26,31.18,57.89
819,819,IA,G1900810,Mason City Municipal Arpt,725485,43.15,-93.33,50428,19081,MROW,73.46,23.2,1.45,57.56,1.02,0.32,1.28,2.03,0,0,0,0,0,0,0,0,0.85,0,0.98,0.31,0.48,2.06,67.49,62.26,59.15,0,0,0,55.66,19.3,31.06,81.57
820,820,IA,G1900830,Webster City,725478,42.43,-93.87,50595,19083,MROW,40.54,12.8,0.81,36.05,2.8,0.89,0.6,4.82,0,0,0,0,0,0,0,0,0.62,0,2.74,0.87,0.27,4.88,41.88,38.63,36.7,0,0,0,44.51,19.26,31.18,57.89
821,821,NE,G1900850,Omaha Eppley Airfield,725500,41.32,-95.9,68110,19085,MROW,35.71,11.27,0.73,29.96,4.45,1.41,0.53,8.72,0,0,0,0,0,0,0,0,0.55,0,4.28,1.35,0.22,8.83,34.9,32.2,30.59,0,0,0,43.37,19.19,31.54,51.39
822,822,IA,G1900870,Washington,725454,41.28,-91.67,52353,19087,SRMW,37.91,11.97,0.77,33.76,2.2,0.69,0.55,4.51,0,0,0,0,0,0,0,0,0.595,0,2.1,0.66,0.245,4.57,39.23,36.19,34.38,0,0,0,43.4,19.24,30.92,55.44
823,823,IA,G1900890,Charles City,725463,43.07,-92.62,50616,19089,MROW,51.23,16.18,0.98,41.9,0.9,0.28,0.75,1.86,0,0,0,0,0,0,0,0,0.69,0,0.86,0.27,0.32,1.89,48.79,45.01,42.76,0,0,0,47.6,19.3,30.7,64.3
824,824,IA,G1900910,Fort Dodge  Awos,725490,42.55,-94.18,,19091,MROW,51.92,16.4,1.005,42.38,1.13,0.36,0.815,2.12,0,0,0,0,0,0,0,0,0.69,0,1.09,0.35,0.33,2.15,49.42,45.59,43.31,0,0,0,47.99,19.28,30.78,64.87
825,825,IA,G1900930,Storm Lake,725496,42.6,-95.23,50588,19093,MROW,51.91,16.39,0.97,43.8,1.46,0.46,0.78,2.97,0,0,0,0,0,0,0,0,0.69,0,1.4,0.44,0.33,3.02,51.01,47.06,44.71,0,0,0,48.02,19.27,30.87,66.33
826,826,IA,G1900950,Cedar Rapids Municipal Ap,725450,41.88,-91.72,52404,19095,MROW,58,18.31,1.16,45.42,1.17,0.37,0.97,2.48,0,0,0,0,0,0,0,0,0.72,0,1.11,0.35,0.37,2.52,53.2,49.08,46.62,0,0,0,50.23,19.26,30.85,68.33
827,827,IA,G1900970,Dubuque Regional Ap,725470,42.4,-90.7,52003,19097,MROW,62.82,19.83,1.16,52.35,0.23,0.07,0.98,0.46,0,0,0,0,0,0,0,0,0.765,0,0.22,0.07,0.395,0.47,61.07,56.34,53.52,0,0,0,51.46,19.34,30.64,75.68
828,828,IA,G1900990,Newton Muni,725464,41.68,-93.02,50208,19099,MROW,41.1,12.98,0.83,33.76,1.84,0.58,0.62,3.76,0,0,0,0,0,0,0,0,0.61,0,1.76,0.55,0.27,3.81,39.33,36.28,34.47,0,0,0,44.43,19.23,30.85,55.52
829,829,IA,G1901010,Fair Field,726498,41.05,-91.98,52556,19101,SRMW,36.28,11.45,0.78,31.27,3.62,1.14,0.56,7.3,0,0,0,0,0,0,0,0,0.58,0,3.46,1.09,0.24,7.39,36.41,33.59,31.91,0,0,0,43.35,19.2,31.32,52.79
830,830,IA,G1901030,Cedar Rapids Municipal Ap,725450,41.88,-91.72,52404,19103,MROW,58,18.31,1.16,45.42,1.17,0.37,0.97,2.48,0,0,0,0,0,0,0,0,0.72,0,1.11,0.35,0.37,2.52,53.2,49.08,46.62,0,0,0,50.23,19.26,30.85,68.33
831,831,IA,G1901050,Monticello Muni,725475,42.23,-91.17,52310,19105,MROW,58.23,18.39,1.13,46.7,0.2,0.06,0.94,0.37,0,0,0,0,0,0,0,0,0.725,0,0.19,0.06,0.375,0.37,54.55,50.32,47.81,0,0,0,49.93,19.34,30.58,69.66
832,832,IA,G1901070,Fair Field,726498,41.05,-91.98,52556,19107,MROW,36.28,11.45,0.78,31.27,3.62,1.14,0.56,7.3,0,0,0,0,0,0,0,0,0.58,0,3.46,1.09,0.24,7.39,36.41,33.59,31.91,0,0,0,43.35,19.2,31.32,52.79
833,833,IA,G1901090,Algona,725457,43.08,-94.27,50598,19109,MROW,47.9,15.12,0.955,40.58,1.14,0.36,0.745,2.32,0,0,0,0,0,0,0,0,0.67,0,1.09,0.35,0.31,2.35,47.29,43.63,41.45,0,0,0,46.6,19.28,30.74,62.91
834,834,IA,G1901110,Keokuk Muni,725456,40.47,-91.43,52632,19111,SRMW,30.19,9.53,0.62,26.25,2.9,0.92,0.43,5.66,0,0,0,0,0,0,0,0,0.49,0,2.78,0.88,0.19,5.73,30.5,28.14,26.73,0,0,0,40.92,19.18,30.97,47.32
835,835,IA,G1901130,Cedar Rapids Municipal Ap,725450,41.88,-91.72,52404,19113,MROW,58,18.31,1.16,45.42,1.17,0.37,0.97,2.48,0,0,0,0,0,0,0,0,0.72,0,1.11,0.35,0.37,2.52,53.2,49.08,46.62,0,0,0,50.23,19.26,30.85,68.33
836,836,IA,G1901150,Muscatine,725487,41.37,-91.15,52761,19115,MROW,39.98,12.62,0.785,33.97,1.89,0.6,0.595,3.79,0,0,0,0,0,0,0,0,0.585,0,1.81,0.57,0.255,3.84,39.55,36.48,34.66,0,0,0,44.02,19.22,30.82,55.71
837,837,IA,G1901170,Chariton,725469,41.03,-93.37,,19117,MROW,32.44,10.24,0.685,27.75,4.72,1.49,0.465,9.54,0,0,0,0,0,0,0,0,0.545,0,4.51,1.42,0.205,9.66,32.27,29.77,28.28,0,0,0,42.3,19.2,31.59,48.96
838,838,IA,G1901190,Sheldon,725495,43.22,-95.83,,19119,MROW,49.71,15.7,0.985,42.11,1.38,0.44,0.765,2.92,0,0,0,0,0,0,0,0,0.71,0,1.33,0.42,0.33,2.97,49.05,45.25,42.99,0,0,0,47.3,19.3,30.87,64.55
839,839,IA,G1901210,Des Moines Intl Ap,725460,41.53,-93.67,50321,19121,MROW,44.49,14.05,0.895,38.95,2.96,0.93,0.705,5.88,0,0,0,0,0,0,0,0,0.635,0,2.84,0.9,0.295,5.96,45.39,41.87,39.78,0,0,0,46,19.22,31.23,61.09
840,840,IA,G1901230,Ottumwa Industrial Ap,725465,41.1,-92.45,52548,19123,MROW,48.35,15.27,1.025,40.84,2.79,0.88,0.825,5.65,0,0,0,0,0,0,0,0,0.665,0,2.66,0.84,0.315,5.73,47.76,44.06,41.86,0,0,0,47.4,19.24,31.23,63.3
841,841,IA,G1901250,Knoxville,725493,41.3,-93.12,50138,19125,MROW,35.1,11.08,0.715,30.54,4.06,1.28,0.515,8.19,0,0,0,0,0,0,0,0,0.545,0,3.87,1.22,0.225,8.29,35.52,32.77,31.13,0,0,0,43.01,19.2,31.41,51.97
842,842,IA,G1901270,Newton Muni,725464,41.68,-93.02,50208,19127,MROW,41.1,12.98,0.83,33.76,1.84,0.58,0.62,3.76,0,0,0,0,0,0,0,0,0.61,0,1.76,0.55,0.27,3.81,39.33,36.28,34.47,0,0,0,44.43,19.23,30.85,55.52
843,843,IA,G1901290,Council Bluffs,725497,41.27,-95.77,51503,19129,MROW,30.01,9.48,0.66,24.85,2.91,0.92,0.43,6.2,0,0,0,0,0,0,0,0,0.515,0,2.77,0.87,0.185,6.29,28.91,26.67,25.34,0,0,0,40.9,19.19,30.99,45.86
844,844,IA,G1901310,Charles City,725463,43.07,-92.62,50616,19131,MROW,51.23,16.18,0.98,41.9,0.9,0.28,0.75,1.86,0,0,0,0,0,0,0,0,0.69,0,0.86,0.27,0.32,1.89,48.79,45.01,42.76,0,0,0,47.6,19.3,30.7,64.3
845,845,NE,G1901330,Tekamah  Asos,725527,41.77,-96.17,68061,19133,MROW,49.58,15.65,1.025,40.25,2.65,0.84,0.825,4.99,0,0,0,0,0,0,0,0,0.655,0,2.56,0.81,0.315,5.06,47.1,43.45,41.28,0,0,0,47.75,19.24,31.19,62.69
846,846,IA,G1901350,Ottumwa Industrial Ap,725465,41.1,-92.45,52548,19135,MROW,48.35,15.27,1.025,40.84,2.79,0.88,0.825,5.65,0,0,0,0,0,0,0,0,0.665,0,2.66,0.84,0.315,5.73,47.76,44.06,41.86,0,0,0,47.4,19.24,31.23,63.3
847,847,IA,G1901370,Red Oak,725494,41.02,-95.27,51566,19137,MROW,36.57,11.55,0.76,31.9,3.03,0.96,0.55,5.57,0,0,0,0,0,0,0,0,0.57,0,2.94,0.93,0.24,5.64,37.11,34.23,32.52,0,0,0,43.23,19.23,31.16,53.47
848,848,IA,G1901390,Muscatine,725487,41.37,-91.15,52761,19139,MROW,39.98,12.62,0.785,33.97,1.89,0.6,0.595,3.79,0,0,0,0,0,0,0,0,0.585,0,1.81,0.57,0.255,3.84,39.55,36.48,34.66,0,0,0,44.02,19.22,30.82,55.71
849,849,IA,G1901410,Sheldon,725495,43.22,-95.83,,19141,MROW,49.71,15.7,0.985,42.11,1.38,0.44,0.765,2.92,0,0,0,0,0,0,0,0,0.71,0,1.33,0.42,0.33,2.97,49.05,45.25,42.99,0,0,0,47.3,19.3,30.87,64.55
850,850,IA,G1901430,Sheldon,725495,43.22,-95.83,,19143,MROW,49.71,15.7,0.985,42.11,1.38,0.44,0.765,2.92,0,0,0,0,0,0,0,0,0.71,0,1.33,0.42,0.33,2.97,49.05,45.25,42.99,0,0,0,47.3,19.3,30.87,64.55
851,851,IA,G1901450,Clarinda,725479,40.72,-95.03,51632,19145,MROW,38.21,12.06,0.76,32.79,2.95,0.93,0.57,5.67,0,0,0,0,0,0,0,0,0.56,0,2.86,0.9,0.24,5.75,38.17,35.22,33.46,0,0,0,43.75,19.22,31.13,54.44
852,852,IA,G1901470,Estherville Muni,726499,43.4,-94.75,51334,19147,MROW,90.36,28.53,1.73,71.13,0.31,0.1,1.58,0.5,0,0,0,0,0,0,0,0,0.94,0,0.31,0.1,0.56,0.51,83.22,76.77,72.93,0,0,0,61.35,19.37,31.01,96.14
853,853,IA,G1901490,Le Mars,725484,42.78,-96.2,51057,19149,MROW,39.34,12.42,0.785,33.22,1.47,0.46,0.595,2.21,0,0,0,0,0,0,0,0,0.57,0,1.45,0.46,0.25,2.24,38.7,35.7,33.92,0,0,0,43.68,19.2,30.69,54.91
854,854,IA,G1901510,Algona,725457,43.08,-94.27,50598,19151,MROW,47.9,15.12,0.955,40.58,1.14,0.36,0.745,2.32,0,0,0,0,0,0,0,0,0.67,0,1.09,0.35,0.31,2.35,47.29,43.63,41.45,0,0,0,46.6,19.28,30.74,62.91
855,855,IA,G1901530,Des Moines Intl Ap,725460,41.53,-93.67,50321,19153,MROW,44.49,14.05,0.895,38.95,2.96,0.93,0.705,5.88,0,0,0,0,0,0,0,0,0.635,0,2.84,0.9,0.295,5.96,45.39,41.87,39.78,0,0,0,46,19.22,31.23,61.09
856,856,IA,G1901550,Council Bluffs,725497,41.27,-95.77,51503,19155,MROW,30.01,9.48,0.66,24.85,2.91,0.92,0.43,6.2,0,0,0,0,0,0,0,0,0.515,0,2.77,0.87,0.185,6.29,28.91,26.67,25.34,0,0,0,40.9,19.19,30.99,45.86
857,857,IA,G1901570,Newton Muni,725464,41.68,-93.02,50208,19157,MROW,41.1,12.98,0.83,33.76,1.84,0.58,0.62,3.76,0,0,0,0,0,0,0,0,0.61,0,1.76,0.55,0.27,3.81,39.33,36.28,34.47,0,0,0,44.43,19.23,30.85,55.52
858,858,IA,G1901590,Creston,725474,41.02,-94.37,50801,19159,MROW,38.71,12.22,0.77,33.35,2.27,0.72,0.57,4.74,0,0,0,0,0,0,0,0,0.58,0,2.17,0.69,0.25,4.81,38.79,35.79,34,0,0,0,43.7,19.23,30.93,55.02
859,859,IA,G1901610,Storm Lake,725496,42.6,-95.23,50588,19161,MROW,51.91,16.39,0.97,43.8,1.46,0.46,0.78,2.97,0,0,0,0,0,0,0,0,0.69,0,1.4,0.44,0.33,3.02,51.01,47.06,44.71,0,0,0,48.02,19.27,30.87,66.33
860,860,IL,G1901630,Moline Quad City Intl Ap,725440,41.47,-90.52,61265,19163,MROW,44.44,14.03,0.855,40.39,1.54,0.49,0.655,2.96,0,0,0,0,0,0,0,0,0.645,0,1.49,0.47,0.295,3,46.91,43.27,41.11,0,0,0,45.44,19.27,30.83,62.54
861,861,IA,G1901650,Atlantic,725453,41.4,-95.05,50022,19165,MROW,42.66,13.47,0.845,36.19,1.44,0.45,0.645,2.85,0,0,0,0,0,0,0,0,0.63,0,1.38,0.44,0.28,2.89,42.12,38.85,36.91,0,0,0,44.84,19.26,30.76,58.12
