State,Station_Number,Station_Name,Station_WMO,Latitude,Longitude,ZIP Codes
NC,G3701930,Hickory Rgnl AP,723010,35.733,-81.383,28601
NC,G3701950,Rocky Mount Wilson,723068,35.85,-77.9,27822
NC,G3701970,Winston Salem Reynolds Ap,723193,36.13,-80.22,27105
NC,G3701990,Asheville Regional Arpt,723150,35.43,-82.53,28704
ND,G3800010,Dickinson Municipal Ap,727645,46.8,-102.8,
ND,G3800030,Jamestown Municipal Arpt,727535,46.92,-98.68,58401
ND,G3800050,Devils Lake Awos,727573,48.12,-98.92,
ND,G3800070,Dickinson Municipal Ap,727645,46.8,-102.8,
ND,G3800090,Minot Afb,727675,48.42,-101.35,58705
ND,G3800110,Dickinson Municipal Ap,727645,46.8,-102.8,
ND,G3800130,Minot Afb,727675,48.42,-101.35,58705
ND,G3800150,Bismarck Municipal Arpt  Isis,727640,46.77,-100.77,58506
ND,G3800170,Fargo Hector International Ap,727530,46.93,-96.82,58105
ND,G3800190,Devils Lake Awos,727573,48.12,-98.92,
SD,G3800210,Aberdeen Regional Arpt,726590,45.45,-98.42,
ND,G3800230,Williston Sloulin Intl Ap,727670,48.2,-103.65,58801
ND,G3800250,Dickinson Municipal Ap,727645,46.8,-102.8,
ND,G3800270,Devils Lake Awos,727573,48.12,-98.92,
ND,G3800290,Bismarck Municipal Arpt  Isis,727640,46.77,-100.77,58506
ND,G3800310,Jamestown Municipal Arpt,727535,46.92,-98.68,58401
ND,G3800330,Dickinson Municipal Ap,727645,46.8,-102.8,
ND,G3800350,Grand Forks International Ap,727576,47.95,-97.18,
ND,G3800370,Bismarck Municipal Arpt  Isis,727640,46.77,-100.77,58506
ND,G3800390,Jamestown Municipal Arpt,727535,46.92,-98.68,58401
ND,G3800410,Dickinson Municipal Ap,727645,46.8,-102.8,
ND,G3800430,Bismarck Municipal Arpt  Isis,727640,46.77,-100.77,58506
SD,G3800450,Aberdeen Regional Arpt,726590,45.45,-98.42,
ND,G3800470,Bismarck Municipal Arpt  Isis,727640,46.77,-100.77,58506
ND,G3800490,Minot Faa Ap,727676,48.27,-101.28,58703
SD,G3800510,Mobridge,726685,45.53,-100.43,57601
ND,G3800530,Dickinson Municipal Ap,727645,46.8,-102.8,
ND,G3800550,Minot Faa Ap,727676,48.27,-101.28,58703
ND,G3800570,Bismarck Municipal Arpt  Isis,727640,46.77,-100.77,58506
ND,G3800590,Bismarck Municipal Arpt  Isis,727640,46.77,-100.77,58506
ND,G3800610,Minot Afb,727675,48.42,-101.35,58705
ND,G3800630,Devils Lake Awos,727573,48.12,-98.92,
ND,G3800650,Bismarck Municipal Arpt  Isis,727640,46.77,-100.77,58506
MN,G3800670,Hallock,727478,48.78,-96.95,56728
ND,G3800690,Devils Lake Awos,727573,48.12,-98.92,
ND,G3800710,Devils Lake Awos,727573,48.12,-98.92,
SD,G3800730,Aberdeen Regional Arpt,726590,45.45,-98.42,
ND,G3800750,Minot Afb,727675,48.42,-101.35,58705
MN,G3800770,Wheaton Ndb  Awos,727533,45.7,-96.5,
ND,G3800790,Devils Lake Awos,727573,48.12,-98.92,
SD,G3800810,Aberdeen Regional Arpt,726590,45.45,-98.42,
ND,G3800830,Minot Faa Ap,727676,48.27,-101.28,58703
ND,G3800850,Bismarck Municipal Arpt  Isis,727640,46.77,-100.77,58506
ND,G3800870,Dickinson Municipal Ap,727645,46.8,-102.8,
ND,G3800890,Dickinson Municipal Ap,727645,46.8,-102.8,
ND,G3800910,Grand Forks Af,727575,47.97,-97.4,
ND,G3800930,Jamestown Municipal Arpt,727535,46.92,-98.68,58401
ND,G3800950,Devils Lake Awos,727573,48.12,-98.92,
ND,G3800970,Grand Forks Intl AP,727570,47.95,-97.183,
ND,G3800990,Grand Forks Af,727575,47.97,-97.4,
ND,G3801010,Minot Faa Ap,727676,48.27,-101.28,58703
ND,G3801030,Devils Lake Awos,727573,48.12,-98.92,
ND,G3801050,Williston Sloulin Intl Ap,727670,48.2,-103.65,58801
OH,G3900010,Cincinnati Municipal Ap Lunki,724297,39.1,-84.42,45226
OH,G3900030,Findlay Airport,725366,41.02,-83.67,45840
OH,G3900050,Mansfield Lahm Rgnl AP,724200,40.817,-82.517,44903
OH,G3900070,Youngstown Regional Airport,725250,41.25,-80.67,
OH,G3900090,Zanesville Municipal Ap,724286,39.95,-81.9,43701
OH,G3900110,Dayton International Airport,724290,39.9,-84.22,45377
WV,G3900130,Wheeling Ohio County Ap,724275,40.18,-80.65,26075
OH,G3900150,Cincinnati Municipal Ap Lunki,724297,39.1,-84.42,45226
OH,G3900170,Dayton International Airport,724290,39.9,-84.22,45377
OH,G3900190,Akron Akron Canton Reg Ap,725210,40.92,-81.43,44720
OH,G3900210,Dayton Wright Patterson Afb,745700,39.83,-84.05,45433
OH,G3900230,Dayton Wright Patterson Afb,745700,39.83,-84.05,45433
OH,G3900250,Cincinnati Municipal Ap Lunki,724297,39.1,-84.42,45226
OH,G3900270,Dayton Wright Patterson Afb,745700,39.83,-84.05,45433
OH,G3900290,Youngstown Regional Airport,725250,41.25,-80.67,
OH,G3900310,Zanesville Municipal Ap,724286,39.95,-81.9,43701
OH,G3900330,Mansfield Lahm Municipal Arpt,725246,40.82,-82.52,44903
OH,G3900350,Burke Lakefront,725245,41.52,-81.68,44114
OH,G3900370,Dayton International Airport,724290,39.9,-84.22,45377
OH,G3900390,Toledo Express Airport,725360,41.58,-83.8,43542
OH,G3900410,Ohio State Universi,724288,40.07,-83.07,43235
OH,G3900430,Mansfield Lahm Municipal Arpt,725246,40.82,-82.52,44903
OH,G3900450,Columbus Port Columbus Intl A,724280,39.98,-82.88,43213
OH,G3900470,Ohio State Universi,724288,40.07,-83.07,43235
OH,G3900490,Ohio State Universi,724288,40.07,-83.07,43235
OH,G3900510,Toledo Express Airport,725360,41.58,-83.8,43542
WV,G3900530,Huntington Tri State Arpt,724250,38.38,-82.55,25530
OH,G3900550,Burke Lakefront,725245,41.52,-81.68,44114
OH,G3900570,Dayton Wright Patterson Afb,745700,39.83,-84.05,45433
OH,G3900590,Zanesville Municipal Ap,724286,39.95,-81.9,43701
OH,G3900610,Cincinnati Municipal Ap Lunki,724297,39.1,-84.42,45226
OH,G3900630,Findlay Airport,725366,41.02,-83.67,45840
OH,G3900650,Findlay Airport,725366,41.02,-83.67,45840
WV,G3900670,Wheeling Ohio County Ap,724275,40.18,-80.65,26075
OH,G3900690,Toledo Express Airport,725360,41.58,-83.8,43542
OH,G3900710,Dayton Wright Patterson Afb,745700,39.83,-84.05,45433
OH,G3900730,Columbus Port Columbus Intl A,724280,39.98,-82.88,43213
OH,G3900750,Akron Akron Canton Reg Ap,725210,40.92,-81.43,44720
OH,G3900770,Mansfield Lahm Municipal Arpt,725246,40.82,-82.52,44903
OH,G3900790,Columbus Port Columbus Intl A,724280,39.98,-82.88,43213
WV,G3900810,Wheeling Ohio County Ap,724275,40.18,-80.65,26075
OH,G3900830,Mansfield Lahm Rgnl AP,724200,40.817,-82.517,44903
OH,G3900850,Burke Lakefront,725245,41.52,-81.68,44114
WV,G3900870,Huntington Tri State Arpt,724250,38.38,-82.55,25530
OH,G3900890,Columbus Port Columbus Intl A,724280,39.98,-82.88,43213
OH,G3900910,Dayton Wright Patterson Afb,745700,39.83,-84.05,45433
OH,G3900930,Cleveland Hopkins Intl Ap,725240,41.4,-81.85,44135
OH,G3900950,Toledo Express Airport,725360,41.58,-83.8,43542
OH,G3900970,Ohio State Universi,724288,40.07,-83.07,43235
OH,G3900990,Youngstown Regional Airport,725250,41.25,-80.67,
OH,G3901010,Ohio State Universi,724288,40.07,-83.07,43235
OH,G3901030,Cleveland Hopkins Intl Ap,725240,41.4,-81.85,44135
WV,G3901050,Parkersburg Wood County Ap,724273,39.35,-81.43,26184
OH,G3901070,Dayton International Airport,724290,39.9,-84.22,45377
OH,G3901090,Dayton International Airport,724290,39.9,-84.22,45377
WV,G3901110,Parkersburg Wood County Ap,724273,39.35,-81.43,26184
OH,G3901130,Dayton International Airport,724290,39.9,-84.22,45377
OH,G3901150,Zanesville Municipal Ap,724286,39.95,-81.9,43701
OH,G3901170,Mansfield Lahm Rgnl AP,724200,40.817,-82.517,44903
OH,G3901190,Zanesville Municipal Ap,724286,39.95,-81.9,43701
OH,G3901210,Zanesville Municipal Ap,724286,39.95,-81.9,43701
OH,G3901230,Toledo Express Airport,725360,41.58,-83.8,43542
IN,G3901250,Fort Wayne Intl Ap,725330,41,-85.2,46809
OH,G3901270,Zanesville Municipal Ap,724286,39.95,-81.9,43701
OH,G3901290,Columbus Port Columbus Intl A,724280,39.98,-82.88,43213
OH,G3901310,Columbus Port Columbus Intl A,724280,39.98,-82.88,43213
OH,G3901330,Akron Akron Canton Reg Ap,725210,40.92,-81.43,44720
OH,G3901350,Dayton International Airport,724290,39.9,-84.22,45377
OH,G3901370,Findlay Airport,725366,41.02,-83.67,45840
OH,G3901390,Mansfield Lahm Rgnl AP,724200,40.817,-82.517,44903
OH,G3901410,Columbus Port Columbus Intl A,724280,39.98,-82.88,43213
OH,G3901430,Findlay Airport,725366,41.02,-83.67,45840
WV,G3901450,Huntington Tri State Arpt,724250,38.38,-82.55,25530
OH,G3901470,Findlay Airport,725366,41.02,-83.67,45840
OH,G3901490,Dayton International Airport,724290,39.9,-84.22,45377
OH,G3901510,Akron Akron Canton Reg Ap,725210,40.92,-81.43,44720
OH,G3901530,Akron Akron Canton Reg Ap,725210,40.92,-81.43,44720
OH,G3901550,Youngstown Regional Airport,725250,41.25,-80.67,
OH,G3901570,Akron Akron Canton Reg Ap,725210,40.92,-81.43,44720
OH,G3901590,Ohio State Universi,724288,40.07,-83.07,43235
IN,G3901610,Fort Wayne Intl Ap,725330,41,-85.2,46809
OH,G3901630,Columbus Port Columbus Intl A,724280,39.98,-82.88,43213
OH,G3901650,Dayton Wright Patterson Afb,745700,39.83,-84.05,45433
WV,G3901670,Parkersburg Wood County Ap,724273,39.35,-81.43,26184
OH,G3901690,Akron Akron Canton Reg Ap,725210,40.92,-81.43,44720
MI,G3901710,Jackson Reynolds Field,725395,42.27,-84.47,49202
OH,G3901730,Toledo Express Airport,725360,41.58,-83.8,43542
OH,G3901750,Findlay Airport,725366,41.02,-83.67,45840
AR,G4000010,Fort Smith Regional Ap,723440,35.33,-94.37,72903
OK,G4000030,Vance Afb,723535,36.33,-97.92,73705
OK,G4000050,Mcalester Municipal Ap,723566,34.9,-95.78,74501
KS,G4000070,Liberal Muni,724516,37.03,-100.97,
OK,G4000090,Clinton Sherman,723526,35.33,-99.2,73624
OK,G4000110,Vance Afb,723535,36.33,-97.92,73705
TX,G4000130,Greenville Majors,722588,33.07,-96.07,75402
OK,G4000150,Fort Sill Post Field Af,723550,34.65,-98.4,73507
OK,G4000170,Oklahoma City Wiley,723544,35.53,-97.65,73123
TX,G4000190,Fort Worth Alliance,722594,32.98,-97.32,76177
AR,G4000210,Fort Smith Regional Ap,723440,35.33,-94.37,72903
TX,G4000230,Cox Fld,722587,33.63,-95.45,75416
KS,G4000250,Liberal Muni,724516,37.03,-100.97,
OK,G4000270,Oklahoma City Tinker Afb,723540,35.42,-97.38,73110
OK,G4000290,Mcalester Municipal Ap,723566,34.9,-95.78,74501
OK,G4000310,Fort Sill Post Field Af,723550,34.65,-98.4,73507
OK,G4000330,Lawton Municipal,723575,34.57,-98.42,
OK,G4000350,Tulsa International Airport,723560,36.2,-95.88,
OK,G4000370,Tulsa International Airport,723560,36.2,-95.88,
OK,G4000390,Clinton Sherman,723526,35.33,-99.2,73624
OK,G4000410,Tulsa International Airport,723560,36.2,-95.88,
OK,G4000430,Clinton Sherman,723526,35.33,-99.2,73624
OK,G4000450,Gage Airport,723527,36.3,-99.77,73843
OK,G4000470,Vance Afb,723535,36.33,-97.92,73705
OK,G4000490,Oklahoma City Tinker Afb,723540,35.42,-97.38,73110
OK,G4000510,Oklahoma City Will Rogers Wor,723530,35.38,-97.6,73159
OK,G4000530,Ponca City Municipal Ap  Sgp,723546,36.61,-97.49,74640
OK,G4000550,Altus Afb,723520,34.65,-99.27,
TX,G4000570,Childress Municipal Ap,723604,34.43,-100.28,79201
OK,G4000590,Gage-Shattuck AP,746410,36.3,-99.767,73843
OK,G4000610,Mcalester Municipal Ap,723566,34.9,-95.78,74501
OK,G4000630,Mcalester Municipal Ap,723566,34.9,-95.78,74501
OK,G4000650,Altus Afb,723520,34.65,-99.27,
TX,G4000670,Wichita Falls Municipal Arpt,723510,33.98,-98.5,76311
OK,G4000690,Mcalester Municipal Ap,723566,34.9,-95.78,74501
OK,G4000710,Ponca City Rgnl AP,724530,36.729,-97.1,74601
OK,G4000730,Vance Afb,723535,36.33,-97.92,73705
OK,G4000750,Hobart Municipal Ap,723525,35,-99.05,
OK,G4000770,Mcalester Municipal Ap,723566,34.9,-95.78,74501
AR,G4000790,Fort Smith Regional Ap,723440,35.33,-94.37,72903
OK,G4000810,Stillwater Rgnl,723545,36.15,-97.08,74075
OK,G4000830,Oklahoma City Wiley,723544,35.53,-97.65,73123
TX,G4000850,Fort Worth Alliance,722594,32.98,-97.32,76177
OK,G4000870,Oklahoma City Will Rogers Wor,723530,35.38,-97.6,73159
TX,G4000890,Cox Fld,722587,33.63,-95.45,75416
OK,G4000910,Mcalester Municipal Ap,723566,34.9,-95.78,74501
OK,G4000930,Vance Afb,723535,36.33,-97.92,73705
TX,G4000950,Dallas Addison Arpt,722598,32.97,-96.83,75001
OK,G4000970,Tulsa International Airport,723560,36.2,-95.88,
OK,G4000990,Oklahoma City Tinker Afb,723540,35.42,-97.38,73110
OK,G4001010,Tulsa International Airport,723560,36.2,-95.88,
OK,G4001030,Stillwater Rgnl,723545,36.15,-97.08,74075
OK,G4001050,Bartlesville Philli,723565,36.77,-96.02,74003
OK,G4001070,Mcalester Municipal Ap,723566,34.9,-95.78,74501
OK,G4001090,Oklahoma City Wiley,723544,35.53,-97.65,73123
OK,G4001110,Tulsa International Airport,723560,36.2,-95.88,
OK,G4001130,Bartlesville Philli,723565,36.77,-96.02,74003
OK,G4001150,Bartlesville Philli,723565,36.77,-96.02,74003
OK,G4001170,Stillwater Rgnl,723545,36.15,-97.08,74075
OK,G4001190,Stillwater Rgnl,723545,36.15,-97.08,74075
OK,G4001210,Mcalester Municipal Ap,723566,34.9,-95.78,74501
OK,G4001230,Mcalester Municipal Ap,723566,34.9,-95.78,74501
OK,G4001250,Oklahoma City Tinker Afb,723540,35.42,-97.38,73110
OK,G4001270,Mcalester Municipal Ap,723566,34.9,-95.78,74501
OK,G4001290,Clinton Sherman,723526,35.33,-99.2,73624
OK,G4001310,Tulsa International Airport,723560,36.2,-95.88,
OK,G4001330,Oklahoma City Tinker Afb,723540,35.42,-97.38,73110
AR,G4001350,Fort Smith Regional Ap,723440,35.33,-94.37,72903
OK,G4001370,Fort Sill Post Field Af,723550,34.65,-98.4,73507
TX,G4001390,Dalhart Municipal Ap,722636,36.02,-102.55,79022
OK,G4001410,Altus Afb,723520,34.65,-99.27,
OK,G4001430,Tulsa International Airport,723560,36.2,-95.88,
OK,G4001450,Tulsa International Airport,723560,36.2,-95.88,
OK,G4001470,Bartlesville Philli,723565,36.77,-96.02,74003
OK,G4001490,Clinton Sherman,723526,35.33,-99.2,73624
OK,G4001510,Vance Afb,723535,36.33,-97.92,73705
OK,G4001530,Gage-Shattuck AP,746410,36.3,-99.767,73843
OR,G4100010,Baker Municipal Ap,726886,44.83,-117.82,97814
OR,G4100030,Corvallis Muni,726945,44.48,-123.28,
OR,G4100050,Aurora State,726959,45.25,-122.77,97002
OR,G4100070,Astoria Regional Airport,727910,46.15,-123.88,97146
WA,G4100090,Kelso Wb Ap,727924,46.13,-122.9,98626
OR,G4100110,North Bend Muni Airport,726917,43.42,-124.25,97459
OR,G4100130,Redmond Muni AP-Roberts Field,726920,44.25,-121.167,97756
CA,G4100150,Crescent City Faa Ai,725946,41.78,-124.23,
OR,G4100170,Redmond Roberts Field,726835,44.25,-121.17,
OR,G4100190,Roseburg Regional Ap,726904,43.23,-123.35,97470
WA,G4100210,The Dalles Municipal Arpt,726988,45.62,-121.15,98617
OR,G4100230,Burns Municipal Arpt  Uo,726830,43.52,-119.02,
OR,G4100250,Burns Municipal Arpt  Uo,726830,43.52,-119.02,
WA,G4100270,The Dalles Municipal Arpt,726988,45.62,-121.15,98617
OR,G4100290,Medford Rogue Valley Intl Ap,725970,42.19,-122.7,97520
OR,G4100310,Redmond Roberts Field,726835,44.25,-121.17,
OR,G4100330,Sexton Summit,725975,42.6,-123.37,
OR,G4100350,Klamath Falls Intl Ap  Uo,725895,42.22,-121.74,97603
OR,G4100370,Lakeview  Awos,725976,42.17,-120.4,97630
OR,G4100390,Eugene Mahlon Sweet Arpt  Uo,726930,44.05,-123.07,97403
OR,G4100410,Corvallis Muni,726945,44.48,-123.28,
OR,G4100430,Corvallis Muni,726945,44.48,-123.28,
ID,G4100450,Caldwell  Awos,726813,43.63,-116.63,83651
OR,G4100470,Salem Mcnary Field,726940,44.9,-123,97302
WA,G4100490,Pasco,727845,46.27,-119.12,99301
OR,G4100510,Portland International Ap,726980,45.6,-122.62,97211
OR,G4100530,Salem Mcnary Field,726940,44.9,-123,97302
WA,G4100550,The Dalles Municipal Arpt,726988,45.62,-121.15,98617
OR,G4100570,Astoria Regional Airport,727910,46.15,-123.88,97146
OR,G4100590,Pendleton E Or Regional Ap,726880,45.7,-118.83,
OR,G4100610,La Grande Muni Ap,726884,45.28,-118,
OR,G4100630,La Grande Muni Ap,726884,45.28,-118,
WA,G4100650,The Dalles Municipal Arpt,726988,45.62,-121.15,98617
OR,G4100670,Portland Hillsboro,726986,45.53,-122.95,97124
OR,G4100690,Redmond Muni AP-Roberts Field,726920,44.25,-121.167,97756
OR,G4100710,Portland Hillsboro,726986,45.53,-122.95,97124
PA,G4200010,Harrisburg Capital City Arpt,725118,40.22,-76.85,17070
PA,G4200030,Pittsburgh Allegheny Co Ap,725205,40.35,-79.92,15122
PA,G4200050,Butler Co   Awos,725124,40.78,-79.95,16002
PA,G4200070,Pittsburgh International Ap,725200,40.5,-80.23,15231
PA,G4200090,Altoona Blair Co Arpt,725126,40.3,-78.32,16662
PA,G4200110,Reading Spaatz Field,725103,40.37,-75.97,19601
PA,G4200130,Altoona Blair Co Arpt,725126,40.3,-78.32,16662
NY,G4200150,Elmira Corning Regional Ap,725156,42.17,-76.9,14845
PA,G4200170,Willow Grove Nas,724086,40.2,-75.15,18976
PA,G4200190,Butler Co   Awos,725124,40.78,-79.95,16002
PA,G4200210,Johnstown Cambria County Ap,725127,40.32,-78.83,15904
PA,G4200230,Bradford Regional Ap,725266,41.8,-78.63,
PA,G4200250,Allentown Lehigh Valley Intl,725170,40.65,-75.45,18032
PA,G4200270,State College  Penn State   Su,725128,40.72,-77.93,16865
DE,G4200290,Wilmington New Castle Cnty Ap,724089,39.67,-75.6,19720
PA,G4200310,Franklin,725267,41.38,-79.87,
PA,G4200330,Bradford Regional Ap,725266,41.8,-78.63,
PA,G4200350,Williamsport Regional Ap,725140,41.25,-76.92,17754
PA,G4200370,Williamsport Regional Ap,725140,41.25,-76.92,17754
PA,G4200390,Franklin,725267,41.38,-79.87,
PA,G4200410,Harrisburg Capital City Arpt,725118,40.22,-76.85,17070
PA,G4200430,Harrisburg Capital City Arpt,725118,40.22,-76.85,17070
PA,G4200450,Philadelphia International Ap,724080,39.87,-75.23,19113
PA,G4200470,Bradford Regional Ap,725266,41.8,-78.63,
PA,G4200490,Erie International Ap,725260,42.08,-80.18,16505
WV,G4200510,Morgantown Hart Field,724176,39.65,-79.92,26508
PA,G4200530,Dubois Faa Ap,725125,41.18,-78.9,15851
MD,G4200550,Hagerstown Rgnl Ric,724066,39.7,-77.73,21767
MD,G4200570,Hagerstown Rgnl Ric,724066,39.7,-77.73,21767
WV,G4200590,Morgantown Hart Field,724176,39.65,-79.92,26508
PA,G4200610,State College  Penn State   Su,725128,40.72,-77.93,16865
PA,G4200630,Johnstown Cambria County Ap,725127,40.32,-78.83,15904
PA,G4200650,Dubois Faa Ap,725125,41.18,-78.9,15851
PA,G4200670,State College  Penn State   Su,725128,40.72,-77.93,16865
PA,G4200690,Wilkes Barre Scranton Intl Ap,725130,41.33,-75.73,18641
PA,G4200710,Lancaster,725116,40.12,-76.3,17543
OH,G4200730,Youngstown Regional Airport,725250,41.25,-80.67,
PA,G4200750,Lancaster,725116,40.12,-76.3,17543
PA,G4200770,Allentown Lehigh Valley Intl,725170,40.65,-75.45,18032
PA,G4200790,Wilkes Barre Scranton Intl Ap,725130,41.33,-75.73,18641
PA,G4200810,Williamsport Regional Ap,725140,41.25,-76.92,17754
PA,G4200830,Bradford Regional Ap,725266,41.8,-78.63,
OH,G4200850,Youngstown Regional Airport,725250,41.25,-80.67,
PA,G4200870,State College  Penn State   Su,725128,40.72,-77.93,16865
PA,G4200890,Allentown Lehigh Valley Intl,725170,40.65,-75.45,18032
PA,G4200910,Willow Grove Nas,724086,40.2,-75.15,18976
PA,G4200930,Williamsport Regional Ap,725140,41.25,-76.92,17754
PA,G4200950,Allentown Lehigh Valley Intl,725170,40.65,-75.45,18032
PA,G4200970,Williamsport Regional Ap,725140,41.25,-76.92,17754
PA,G4200990,Harrisburg Capital City Arpt,725118,40.22,-76.85,17070
PA,G4201010,Philadelphia Ne Philadelphia,724085,40.08,-75.02,19114
PA,G4201030,Wilkes Barre Scranton Intl Ap,725130,41.33,-75.73,18641
PA,G4201050,Bradford Regional Ap,725266,41.8,-78.63,
PA,G4201070,Reading Spaatz Field,725103,40.37,-75.97,19601
PA,G4201090,Williamsport Regional Ap,725140,41.25,-76.92,17754
PA,G4201110,Johnstown Cambria County Ap,725127,40.32,-78.83,15904
PA,G4201130,Williamsport Regional Ap,725140,41.25,-76.92,17754
NY,G4201150,Binghamton Edwin A Link Field,725150,42.2,-75.98,13905
NY,G4201170,Elmira Corning Regional Ap,725156,42.17,-76.9,14845
PA,G4201190,Williamsport Regional Ap,725140,41.25,-76.92,17754
PA,G4201210,Franklin,725267,41.38,-79.87,
NY,G4201230,Jamestown  Awos,725235,42.15,-79.27,14701
PA,G4201250,Washington  Awos,725117,40.13,-80.28,15301
PA,G4201270,Wilkes Barre Scranton Intl Ap,725130,41.33,-75.73,18641
PA,G4201290,Pittsburgh Allegheny Co Ap,725205,40.35,-79.92,15122
PA,G4201310,Wilkes Barre Scranton Intl Ap,725130,41.33,-75.73,18641
PA,G4201330,Harrisburg Capital City Arpt,725118,40.22,-76.85,17070
RI,G4400010,Providence T F Green State Ar,725070,41.72,-71.43,2886
RI,G4400030,Providence T F Green State Ar,725070,41.72,-71.43,2886
RI,G4400050,Providence T F Green State Ar,725070,41.72,-71.43,2886
RI,G4400070,Pawtucket  Awos,725054,41.92,-71.5,2917
RI,G4400090,Block Island State Arpt,725058,41.17,-71.58,2807
SC,G4500010,Anderson Rgnl AP,723190,34.5,-82.717,29626
GA,G4500030,Augusta Bush Field,722180,33.37,-81.97,
SC,G4500050,Beaufort Mcas,722085,32.48,-80.72,29904
SC,G4500070,Anderson Rgnl AP,723190,34.5,-82.717,29626
SC,G4500090,Columbia Metro Arpt,723100,33.95,-81.12,29170
GA,G4500110,Augusta Bush Field,722180,33.37,-81.97,
SC,G4500130,Beaufort Mcas,722085,32.48,-80.72,29904
SC,G4500150,Charleston Intl Arpt,722080,32.9,-80.03,29406
SC,G4500170,Columbia Metro Arpt,723100,33.95,-81.12,29170
SC,G4500190,Charleston Intl Arpt,722080,32.9,-80.03,29406
NC,G4500210,Hickory Regional Ap,723145,35.73,-81.38,28601
NC,G4500230,Charlotte Douglas Intl Arpt,723140,35.22,-80.95,28208
SC,G4500250,Florence Regional Ap,723106,34.18,-79.73,29506
SC,G4500270,Sumter Shaw Afb,747900,33.97,-80.47,29152
SC,G4500290,Beaufort Mcas,722085,32.48,-80.72,29904
SC,G4500310,Florence Regional Ap,723106,34.18,-79.73,29506
SC,G4500330,Florence Regional Ap,723106,34.18,-79.73,29506
SC,G4500350,Charleston Intl Arpt,722080,32.9,-80.03,29406
GA,G4500370,Augusta Bush Field,722180,33.37,-81.97,
SC,G4500390,Columbia Metro Arpt,723100,33.95,-81.12,29170
