,Unnamed: 0,index,State,Station_Number,Station_Name,Station_WMO,Latitude,Longitude,ZIP Codes,FIPS,SUBGRID,el_src_h1,el_sit_h1,el_sit_sub_h1,el_del_h1,el_src_c1,el_sit_c1,el_sit_sub_c1,el_del_c1,ng_src_h1,ng_sit_h1,ng_del_h1,ng_src_c1,ng_sit_c1,ng_del_c1,el_src_h2,el_sit_h2,el_sit_sub_h2,el_del_h2,el_src_c2,el_sit_c2,el_sit_sub_c2,el_del_c2,ng_src_h2,ng_sit_h2,ng_del_h2,ng_src_c2,ng_sit_c2,ng_del_c2,el_sit_t1,ng_sit_t1,el_sit_t2,ng_sit_t2,STATE,h1_emissions,c1_emissions,t1_emissions,h2_emissions,c2_emissions,t2_emissions,h1_cost,c1_cost,t1_cost,h2_cost,c2_cost,t2_cost,emissions_comparison,cost_comparison
557,557,557,ID,G1600330,Idaho Falls Fanning Field,725785,43.52,-112.07,83402.0,16033,NWPP,43.82,13.84,0.89,35.47,0.23,0.07,0.61,0.36,0,0,0,0,0,0,0,0,0.695,0,0.22,0.07,0.255,0.36,41.28,38.08,36.17,0,0,0,44.83,19.38,30.44,57.46,ID,0.0014123118702771254,6.7115974826475755e-06,0.001419023467759773,0.0019096665592478151,6.7115974826475755e-06,0.0019163781567304626,0.3071826543847743,0.0015536694947206795,0.308736323879495,0.23423731940841278,0.0015536694947206795,0.23579098890313346,-0.25952846896315485,0.30936438799333676
558,558,558,ID,G1600350,Lewiston Nez Perce Cnty Ap,727830,46.37,-117.02,83501.0,16035,NWPP,16.52,5.22,0.53,15.58,2.77,0.88,0.21,4.59,0,0,0,0,0,0,0,0,0.49,0,2.68,0.85,0.11,4.61,18.01,16.61,15.78,0,0,0,36.25,19.24,30.87,35.85,ID,0.0005513097932174794,8.43743683532838e-05,0.0006356841615707631,0.0008329716793357724,8.149796943214911e-05,0.0009144696487679214,0.11585935374917067,0.01953184507648854,0.1353911988256592,0.10217126773565484,0.01886598672160825,0.12103725445726309,-0.30486029533377096,0.11859112661436262
559,559,559,ID,G1600370,Hailey Friedman Mem,725865,43.5,-114.3,83333.0,16037,NWPP,34.29,10.83,0.77,29.24,0.73,0.23,0.46,1.06,0,0,0,0,0,0,0,0,0.64,0,0.71,0.23,0.21,1.07,33.93,31.3,29.73,0,0,0,41.7,19.35,30.5,50.65,ID,0.001112207582838741,2.2052391728699176e-05,0.0011342599745674403,0.001569657649801907,2.2052391728699176e-05,0.0015917100415306063,0.2403748661117851,0.005104914054082232,0.24547978016586733,0.1925322504591208,0.005104914054082232,0.19763716451320304,-0.28739535155742113,0.2420729712982104
560,560,560,ID,G1600390,Mountain Home Afb,726815,43.05,-115.87,83648.0,16039,NWPP,31.43,9.92,0.71,28.74,1.95,0.62,0.43,2.87,0,0,0,0,0,0,0,0,0.6,0,1.92,0.61,0.21,2.89,33.29,30.71,29.18,0,0,0,41.09,19.29,30.83,50.01,ID,0.0010192040177220531,5.944557770344995e-05,0.001078649595425503,0.0015400698538471746,5.8486778063071724e-05,0.0015985566319102465,0.2201771626804163,0.013761072667526018,0.2339382353479423,0.18890304829391694,0.01353911988256592,0.20244216817648286,-0.325235294206289,0.15558056631759715
561,561,561,ID,G1600410,Malad City,725786,42.15,-112.28,,16041,NWPP,31.77,10.03,0.715,27.37,0.75,0.24,0.415,1.09,0,0,0,0,0,0,0,0,0.605,0,0.74,0.23,0.195,1.1,31.73,29.27,27.8,0,0,0,40.81,19.33,30.45,48.6,ID,0.0010302302135864027,2.30111913690774e-05,0.00105324140495548,0.0014678555721949463,2.2052391728699176e-05,0.0014899079639236455,0.22261864331497733,0.005326866839042329,0.22794551015401965,0.18004533453477528,0.005104914054082232,0.1851502485888575,-0.2930829081671676,0.23113801840035766
562,562,562,ID,G1600430,Idaho Falls Fanning Field,725785,43.52,-112.07,83402.0,16043,NWPP,43.82,13.84,0.89,35.47,0.23,0.07,0.61,0.36,0,0,0,0,0,0,0,0,0.695,0,0.22,0.07,0.255,0.36,41.28,38.08,36.17,0,0,0,44.83,19.38,30.44,57.46,ID,0.0014123118702771254,6.7115974826475755e-06,0.001419023467759773,0.0019096665592478151,6.7115974826475755e-06,0.0019163781567304626,0.3071826543847743,0.0015536694947206795,0.308736323879495,0.23423731940841278,0.0015536694947206795,0.23579098890313346,-0.25952846896315485,0.30936438799333676
563,563,563,ID,G1600450,Caldwell  Awos,726813,43.63,-116.63,83651.0,16045,NWPP,24.22,7.65,0.625,21.97,1.35,0.43,0.315,2.17,0,0,0,0,0,0,0,0,0.55,0,1.31,0.41,0.16,2.19,25.43,23.46,22.28,0,0,0,38.43,19.27,30.54,42.73,ID,0.0007934067024129813,4.122838453626367e-05,0.0008346350869492449,0.001176491005250886,3.931078525550722e-05,0.0012158017905063933,0.16979388049447428,0.009543969753284172,0.17933785024775845,0.14430691999268289,0.009100064183363978,0.15340698417604687,-0.3135105627689434,0.16903315198448737
564,564,564,ID,G1600470,Joslin Fld Magic Va  Twin Fall,725866,42.55,-114.35,83341.0,16047,NWPP,29.18,9.21,0.67,27.14,1.44,0.46,0.38,2.35,0,0,0,0,0,0,0,0,0.585,0,1.4,0.44,0.195,2.37,31.39,28.95,27.51,0,0,0,40.13,19.3,30.64,48.26,ID,0.0009472940446936863,4.410478345739835e-05,0.0009913988281510847,0.0014518079540500064,4.21871841766419e-05,0.0014939951382266484,0.20441851494824942,0.010209828108164464,0.21462834305641387,0.17807695369941046,0.00976592253824427,0.18784287623765472,-0.3364109408496058,0.1425950632531348
565,565,565,ID,G1600490,Lewiston Nez Perce Cnty Ap,727830,46.37,-117.02,83501.0,16049,NWPP,16.52,5.22,0.53,15.58,2.77,0.88,0.21,4.59,0,0,0,0,0,0,0,0,0.49,0,2.68,0.85,0.11,4.61,18.01,16.61,15.78,0,0,0,36.25,19.24,30.87,35.85,ID,0.0005513097932174794,8.43743683532838e-05,0.0006356841615707631,0.0008329716793357724,8.149796943214911e-05,0.0009144696487679214,0.11585935374917067,0.01953184507648854,0.1353911988256592,0.10217126773565484,0.01886598672160825,0.12103725445726309,-0.30486029533377096,0.11859112661436262
566,566,566,ID,G1600510,Idaho Falls Fanning Field,725785,43.52,-112.07,83402.0,16051,NWPP,43.82,13.84,0.89,35.47,0.23,0.07,0.61,0.36,0,0,0,0,0,0,0,0,0.695,0,0.22,0.07,0.255,0.36,41.28,38.08,36.17,0,0,0,44.83,19.38,30.44,57.46,ID,0.0014123118702771254,6.7115974826475755e-06,0.001419023467759773,0.0019096665592478151,6.7115974826475755e-06,0.0019163781567304626,0.3071826543847743,0.0015536694947206795,0.308736323879495,0.23423731940841278,0.0015536694947206795,0.23579098890313346,-0.25952846896315485,0.30936438799333676
567,567,567,ID,G1600530,Joslin Fld Magic Va  Twin Fall,725866,42.55,-114.35,83341.0,16053,NWPP,29.18,9.21,0.67,27.14,1.44,0.46,0.38,2.35,0,0,0,0,0,0,0,0,0.585,0,1.4,0.44,0.195,2.37,31.39,28.95,27.51,0,0,0,40.13,19.3,30.64,48.26,ID,0.0009472940446936863,4.410478345739835e-05,0.0009913988281510847,0.0014518079540500064,4.21871841766419e-05,0.0014939951382266484,0.20441851494824942,0.010209828108164464,0.21462834305641387,0.17807695369941046,0.00976592253824427,0.18784287623765472,-0.3364109408496058,0.1425950632531348
568,568,568,ID,G1600550,Coeur D Alene Awos,727834,47.77,-116.82,83835.0,16055,NWPP,33.96,10.72,0.79,31.29,0.11,0.03,0.47,0.17,0,0,0,0,0,0,0,0,0.665,0,0.11,0.03,0.225,0.17,36.27,33.46,31.78,0,0,0,41.43,19.41,30.34,52.86,ID,0.001103578386075337,2.876398921134675e-06,0.0011064547849964717,0.0016779790722802495,2.876398921134675e-06,0.001680855471201384,0.23793338547722406,0.0006658583548802911,0.23859924383210435,0.2058188210978333,0.0006658583548802911,0.2064846794527136,-0.34173115776239943,0.15553001057758964
569,569,569,WA,G1600570,Pullman Moscow Rgnl,727857,46.75,-117.12,99164.0,16057,NWPP,32.7,10.32,0.745,32.28,0.06,0.02,0.425,0.08,0,0,0,0,0,0,0,0,0.67,0,0.06,0.02,0.23,0.08,37.27,34.38,32.66,0,0,0,40.93,19.41,30.34,53.79,ID,0.001060911802078506,1.91759928075645e-06,0.0010628294013592624,0.0017241159744469507,1.91759928075645e-06,0.0017260335737277071,0.22905527407882018,0.0004439055699201941,0.22949917964874036,0.21147791599950713,0.0004439055699201941,0.21192182156942732,-0.38423596299817364,0.08294265285726868
570,570,570,ID,G1600590,Salmon Lemhi  Awos,726865,45.12,-113.88,83467.0,16059,NWPP,39.69,12.53,0.825,33.11,0.06,0.02,0.525,0.09,0,0,0,0,0,0,0,0,0.68,0,0.06,0.02,0.24,0.09,38.43,35.45,33.68,0,0,0,43.31,19.41,30.35,54.86,ID,0.0012804769197251194,1.91759928075645e-06,0.0012823945190058759,0.0017777751976190928,1.91759928075645e-06,0.0017796927968998493,0.2781068395550016,0.0004439055699201941,0.2785507451249218,0.21805968941775825,0.0004439055699201941,0.21850359498767843,-0.27942928058159605,0.2748108109645951
571,571,571,ID,G1600610,Lewiston Nez Perce Cnty Ap,727830,46.37,-117.02,83501.0,16061,NWPP,16.52,5.22,0.53,15.58,2.77,0.88,0.21,4.59,0,0,0,0,0,0,0,0,0.49,0,2.68,0.85,0.11,4.61,18.01,16.61,15.78,0,0,0,36.25,19.24,30.87,35.85,ID,0.0005513097932174794,8.43743683532838e-05,0.0006356841615707631,0.0008329716793357724,8.149796943214911e-05,0.0009144696487679214,0.11585935374917067,0.01953184507648854,0.1353911988256592,0.10217126773565484,0.01886598672160825,0.12103725445726309,-0.30486029533377096,0.11859112661436262
572,572,572,ID,G1600630,Joslin Fld Magic Va  Twin Fall,725866,42.55,-114.35,83341.0,16063,NWPP,29.18,9.21,0.67,27.14,1.44,0.46,0.38,2.35,0,0,0,0,0,0,0,0,0.585,0,1.4,0.44,0.195,2.37,31.39,28.95,27.51,0,0,0,40.13,19.3,30.64,48.26,ID,0.0009472940446936863,4.410478345739835e-05,0.0009913988281510847,0.0014518079540500064,4.21871841766419e-05,0.0014939951382266484,0.20441851494824942,0.010209828108164464,0.21462834305641387,0.17807695369941046,0.00976592253824427,0.18784287623765472,-0.3364109408496058,0.1425950632531348
573,573,573,ID,G1600650,Idaho Falls Fanning Field,725785,43.52,-112.07,83402.0,16065,NWPP,43.82,13.84,0.89,35.47,0.23,0.07,0.61,0.36,0,0,0,0,0,0,0,0,0.695,0,0.22,0.07,0.255,0.36,41.28,38.08,36.17,0,0,0,44.83,19.38,30.44,57.46,ID,0.0014123118702771254,6.7115974826475755e-06,0.001419023467759773,0.0019096665592478151,6.7115974826475755e-06,0.0019163781567304626,0.3071826543847743,0.0015536694947206795,0.308736323879495,0.23423731940841278,0.0015536694947206795,0.23579098890313346,-0.25952846896315485,0.30936438799333676
574,574,574,ID,G1600670,Burley Municipal Arpt,725867,42.53,-113.77,83318.0,16067,NWPP,33.18,10.48,0.715,31.57,0.42,0.13,0.435,0.62,0,0,0,0,0,0,0,0,0.625,0,0.41,0.13,0.225,0.62,36.5,33.67,31.99,0,0,0,41.18,19.35,30.4,53.02,ID,0.0010733761974034228,1.2464395324916926e-05,0.0010858405927283397,0.001688510321687866,1.2464395324916926e-05,0.001700974717012783,0.23260651863818171,0.002885386204481262,0.23549190484266297,0.20711057102104147,0.002885386204481262,0.20999595722552272,-0.36163625369148883,0.12141161169954891
575,575,575,ID,G1600690,Lewiston Nez Perce Cnty Ap,727830,46.37,-117.02,83501.0,16069,NWPP,16.52,5.22,0.53,15.58,2.77,0.88,0.21,4.59,0,0,0,0,0,0,0,0,0.49,0,2.68,0.85,0.11,4.61,18.01,16.61,15.78,0,0,0,36.25,19.24,30.87,35.85,ID,0.0005513097932174794,8.43743683532838e-05,0.0006356841615707631,0.0008329716793357724,8.149796943214911e-05,0.0009144696487679214,0.11585935374917067,0.01953184507648854,0.1353911988256592,0.10217126773565484,0.01886598672160825,0.12103725445726309,-0.30486029533377096,0.11859112661436262
576,576,576,ID,G1600710,Malad City,725786,42.15,-112.28,,16071,NWPP,31.77,10.03,0.715,27.37,0.75,0.24,0.415,1.09,0,0,0,0,0,0,0,0,0.605,0,0.74,0.23,0.195,1.1,31.73,29.27,27.8,0,0,0,40.81,19.33,30.45,48.6,ID,0.0010302302135864027,2.30111913690774e-05,0.00105324140495548,0.0014678555721949463,2.2052391728699176e-05,0.0014899079639236455,0.22261864331497733,0.005326866839042329,0.22794551015401965,0.18004533453477528,0.005104914054082232,0.1851502485888575,-0.2930829081671676,0.23113801840035766
577,577,577,ID,G1600730,Caldwell  Awos,726813,43.63,-116.63,83651.0,16073,NWPP,24.22,7.65,0.625,21.97,1.35,0.43,0.315,2.17,0,0,0,0,0,0,0,0,0.55,0,1.31,0.41,0.16,2.19,25.43,23.46,22.28,0,0,0,38.43,19.27,30.54,42.73,ID,0.0007934067024129813,4.122838453626367e-05,0.0008346350869492449,0.001176491005250886,3.931078525550722e-05,0.0012158017905063933,0.16979388049447428,0.009543969753284172,0.17933785024775845,0.14430691999268289,0.009100064183363978,0.15340698417604687,-0.3135105627689434,0.16903315198448737
578,578,578,ID,G1600750,Caldwell  Awos,726813,43.63,-116.63,83651.0,16075,NWPP,24.22,7.65,0.625,21.97,1.35,0.43,0.315,2.17,0,0,0,0,0,0,0,0,0.55,0,1.31,0.41,0.16,2.19,25.43,23.46,22.28,0,0,0,38.43,19.27,30.54,42.73,ID,0.0007934067024129813,4.122838453626367e-05,0.0008346350869492449,0.001176491005250886,3.931078525550722e-05,0.0012158017905063933,0.16979388049447428,0.009543969753284172,0.17933785024775845,0.14430691999268289,0.009100064183363978,0.15340698417604687,-0.3135105627689434,0.16903315198448737
579,579,579,ID,G1600770,Pocatello Regional Ap,725780,42.92,-112.57,,16077,NWPP,43.87,13.85,0.86,38.62,0.19,0.06,0.61,0.28,0,0,0,0,0,0,0,0,0.695,0,0.19,0.06,0.285,0.28,44.81,41.34,39.27,0,0,0,44.8,19.39,30.45,60.73,ID,0.0014103942709963687,5.75279784226935e-06,0.0014161470688386381,0.0020731516690993875,5.75279784226935e-06,0.0020789044669416567,0.3074046071697344,0.0013317167097605823,0.30873632387949496,0.25429019916869183,0.0013317167097605823,0.2556219158784524,-0.3188012766541516,0.20778503211867924
580,580,580,MT,G1600790,Kalispell Glacier Pk IntL Ar,727790,48.32,-114.25,,16079,NWPP,50.15,15.83,0.98,43.73,0.0,0.0,0.7,0.0,0,0,0,0,0,0,0,0,0.78,0,0.0,0.0,0.32,0.0,50.77,46.83,44.49,0,0,0,46.93,19.49,30.51,66.33,ID,0.001611742195475796,0.0,0.001611742195475796,0.002348468617898508,0.0,0.002348468617898508,0.35135125859183364,0.0,0.35135125859183364,0.2880602328754194,0.0,0.2880602328754194,-0.31370503178448284,0.21971455443412918
581,581,581,ID,G1600810,Idaho Falls Fanning Field,725785,43.52,-112.07,83402.0,16081,NWPP,43.82,13.84,0.89,35.47,0.23,0.07,0.61,0.36,0,0,0,0,0,0,0,0,0.695,0,0.22,0.07,0.255,0.36,41.28,38.08,36.17,0,0,0,44.83,19.38,30.44,57.46,ID,0.0014123118702771254,6.7115974826475755e-06,0.001419023467759773,0.0019096665592478151,6.7115974826475755e-06,0.0019163781567304626,0.3071826543847743,0.0015536694947206795,0.308736323879495,0.23423731940841278,0.0015536694947206795,0.23579098890313346,-0.25952846896315485,0.30936438799333676
582,582,582,ID,G1600830,Joslin Fld Magic Va  Twin Fall,725866,42.55,-114.35,83341.0,16083,NWPP,29.18,9.21,0.67,27.14,1.44,0.46,0.38,2.35,0,0,0,0,0,0,0,0,0.585,0,1.4,0.44,0.195,2.37,31.39,28.95,27.51,0,0,0,40.13,19.3,30.64,48.26,ID,0.0009472940446936863,4.410478345739835e-05,0.0009913988281510847,0.0014518079540500064,4.21871841766419e-05,0.0014939951382266484,0.20441851494824942,0.010209828108164464,0.21462834305641387,0.17807695369941046,0.00976592253824427,0.18784287623765472,-0.3364109408496058,0.1425950632531348
583,583,583,ID,G1600850,Hailey Friedman Mem,725865,43.5,-114.3,83333.0,16085,NWPP,34.29,10.83,0.77,29.24,0.73,0.23,0.46,1.06,0,0,0,0,0,0,0,0,0.64,0,0.71,0.23,0.21,1.07,33.93,31.3,29.73,0,0,0,41.7,19.35,30.5,50.65,ID,0.001112207582838741,2.2052391728699176e-05,0.0011342599745674403,0.001569657649801907,2.2052391728699176e-05,0.0015917100415306063,0.2403748661117851,0.005104914054082232,0.24547978016586733,0.1925322504591208,0.005104914054082232,0.19763716451320304,-0.28739535155742113,0.2420729712982104
584,584,584,ID,G1600870,Caldwell  Awos,726813,43.63,-116.63,83651.0,16087,NWPP,24.22,7.65,0.625,21.97,1.35,0.43,0.315,2.17,0,0,0,0,0,0,0,0,0.55,0,1.31,0.41,0.16,2.19,25.43,23.46,22.28,0,0,0,38.43,19.27,30.54,42.73,ID,0.0007934067024129813,4.122838453626367e-05,0.0008346350869492449,0.001176491005250886,3.931078525550722e-05,0.0012158017905063933,0.16979388049447428,0.009543969753284172,0.17933785024775845,0.14430691999268289,0.009100064183363978,0.15340698417604687,-0.3135105627689434,0.16903315198448737
585,585,585,IL,G1700010,Quincy Rgnl AP-Baldwin Field,724430,39.933,-91.2,62305.0,17001,SRMW,29.92,9.45,0.64,26.03,2.67,0.84,0.44,5.67,0,0,0,0,0,0,0,0,0.5,0,2.52,0.8,0.2,5.75,30.25,27.9,26.51,0,0,0,40.79,19.19,30.92,47.09,IL,0.002136405348687764,0.00017785733329016073,0.0023142626819779247,0.0013991517070119234,0.00016938793646681974,0.001568539643478743,0.2559471178809736,0.022750854922753208,0.27869797280372677,0.20247378016179174,0.021667480878812578,0.2241412610406043,0.47542505004546787,0.24340325163620474
586,586,586,MO,G1700030,Cape Girardeau Rgnl AP,723290,37.233,-89.567,63780.0,17003,SRMW,21.29,6.72,0.535,19.06,3.6,1.14,0.325,7.34,0,0,0,0,0,0,0,0,0.42,0,3.41,1.08,0.14,7.38,22.17,20.45,19.43,0,0,0,38.13,19.16,31.06,39.61,IL,0.0015361368488334714,0.0002413778094652181,0.0017775146582986894,0.0010255430970750477,0.00022867371423020662,0.0012542168113052544,0.18200683938202566,0.03087616025230792,0.21288299963433358,0.14840820087127746,0.02925109918639698,0.17765930005767444,0.41723077084961313,0.19826544157960932
587,587,587,IL,G1700050,Belleville Scott Afb,724338,38.55,-89.85,62225.0,17005,SRMW,30.78,9.72,0.665,27.79,2.91,0.92,0.455,5.5,0,0,0,0,0,0,0,0,0.515,0,2.8,0.88,0.205,5.56,32.27,29.77,28.28,0,0,0,41.17,19.2,31.03,48.97,IL,0.0021988671502599037,0.00019479612693684272,0.0023936632771967463,0.0014929299755464143,0.00018632673011350173,0.001679256705659916,0.2632598926775728,0.024917603010634466,0.2881774956882073,0.2160446034199477,0.02383422896669384,0.23987883238664154,0.4254302329887569,0.20134608302460377
588,588,588,IL,G1700070,Rockford Greater Rockford Ap,725430,42.2,-89.1,61104.0,17007,RFCW,56.89,17.96,1.125,46.14,0.96,0.3,0.925,1.84,0,0,0,0,0,0,0,0,0.745,0,0.92,0.29,0.375,1.87,53.9,49.72,47.24,0,0,0,49.73,19.28,30.83,69.01,IL,0.0027257425338921195,4.2846358929401916e-05,0.0027685888928215214,0.002493398669269994,4.1418146965088525e-05,0.0025348168162350826,0.4864349457293424,0.008125305329554716,0.4945602510588971,0.36082424192273427,0.00785446181856956,0.36867870374130385,0.09222444599908254,0.34143970356888964
589,589,589,IL,G1700090,Quincy Rgnl AP-Baldwin Field,724430,39.933,-91.2,62305.0,17009,SRMW,29.92,9.45,0.64,26.03,2.67,0.84,0.44,5.67,0,0,0,0,0,0,0,0,0.5,0,2.52,0.8,0.2,5.75,30.25,27.9,26.51,0,0,0,40.79,19.19,30.92,47.09,IL,0.002136405348687764,0.00017785733329016073,0.0023142626819779247,0.0013991517070119234,0.00016938793646681974,0.001568539643478743,0.2559471178809736,0.022750854922753208,0.27869797280372677,0.20247378016179174,0.021667480878812578,0.2241412610406043,0.47542505004546787,0.24340325163620474
590,590,590,IL,G1700110,Sterling Rockfalls,725326,41.75,-89.67,61071.0,17011,SRMW,48.09,15.19,0.95,38.81,0.47,0.15,0.75,0.87,0,0,0,0,0,0,0,0,0.655,0,0.45,0.14,0.315,0.89,45.28,41.77,39.68,0,0,0,46.45,19.29,30.52,61.06,IL,0.003417401618218088,3.17602380875287e-05,0.0034491618563056168,0.0020947156559816505,2.9642888881693455e-05,0.002124358544863344,0.4114112931864538,0.004062652664777358,0.41547394585123115,0.3031301002637291,0.0037918091537922018,0.3069219094175213,0.6236251006900979,0.3536796595580965
591,591,591,MO,G1700130,St Louis Lambert IntL Arpt,724340,38.75,-90.37,63145.0,17013,SRMW,24.86,7.85,0.56,22.32,5.32,1.68,0.36,9.9,0,0,0,0,0,0,0,0,0.45,0,5.1,1.61,0.16,10.0,25.92,23.91,22.72,0,0,0,39.86,19.15,31.64,43.06,IL,0.0017806906821074425,0.00035571466658032146,0.002136405348687764,0.0011990579682672076,0.0003408932221394748,0.0015399511904066825,0.2126121561233484,0.045501709845506416,0.2581138659688548,0.17351785246123444,0.04360580526861032,0.21712365772984477,0.38732017092279736,0.1887873881067901
592,592,592,IL,G1700150,Sterling Rockfalls,725326,41.75,-89.67,61071.0,17015,RFCW,48.09,15.19,0.95,38.81,0.47,0.15,0.75,0.87,0,0,0,0,0,0,0,0,0.655,0,0.45,0.14,0.315,0.89,45.28,41.77,39.68,0,0,0,46.45,19.29,30.52,61.06,IL,0.0023051341104018234,2.1423179464700958e-05,0.0023265572898665244,0.0020947156559816505,1.9994967500387564e-05,0.0021147106234820382,0.4114112931864538,0.004062652664777358,0.41547394585123115,0.3031301002637291,0.0037918091537922018,0.3069219094175213,0.10017761486234171,0.3536796595580965
593,593,593,IL,G1700170,Springfield Capital Ap,724390,39.85,-89.68,62702.0,17017,SRMW,31.95,10.09,0.67,27.75,3.95,1.25,0.47,7.94,0,0,0,0,0,0,0,0,0.515,0,3.76,1.19,0.205,8.03,32.27,29.77,28.28,0,0,0,41.89,19.17,31.32,48.94,IL,0.002278267745478725,0.0002646686507294058,0.0025429363962081305,0.0014929299755464143,0.00025196455549439433,0.0017448945310408086,0.27328110258402366,0.03385543887314465,0.3071365414571683,0.2160446034199477,0.03223037780723371,0.2482749812271814,0.45735822479270394,0.2370821253879232
594,594,594,IL,G1700190,Univ Of Illinois Wi  Bondville,725315,40.06,-88.37,61822.0,17019,SRMW,40.41,12.76,0.84,34.45,2.42,0.76,0.64,4.79,0,0,0,0,0,0,0,0,0.595,0,2.33,0.74,0.265,4.85,40.17,37.06,35.2,0,0,0,44.42,19.24,31.01,56.3,IL,0.0028795949199359352,0.00016091853964347877,0.003040513459579414,0.0018585147764108203,0.00015668384123180824,0.0020151986176426286,0.34559632001706064,0.02058410683487195,0.3661804268519326,0.2689490427525449,0.020042419812901634,0.2889914625654465,0.5087909613277696,0.26709773223492883
595,595,595,IL,G1700210,Belleville Scott Afb,724338,38.55,-89.85,62225.0,17021,SRMW,30.78,9.72,0.665,27.79,2.91,0.92,0.455,5.5,0,0,0,0,0,0,0,0,0.515,0,2.8,0.88,0.205,5.56,32.27,29.77,28.28,0,0,0,41.17,19.2,31.03,48.97,IL,0.0021988671502599037,0.00019479612693684272,0.0023936632771967463,0.0014929299755464143,0.00018632673011350173,0.001679256705659916,0.2632598926775728,0.024917603010634466,0.2881774956882073,0.2160446034199477,0.02383422896669384,0.23987883238664154,0.4254302329887569,0.20134608302460377
596,596,596,IN,G1700230,Monroe Co,724375,39.13,-86.62,47403.0,17023,SRMW,28.16,8.89,0.635,23.58,2.54,0.8,0.415,5.36,0,0,0,0,0,0,0,0,0.485,0,2.42,0.77,0.175,5.44,27.45,25.33,24.06,0,0,0,40.16,19.21,30.85,44.54,IL,0.0020167751185580724,0.00016938793646681974,0.0021861630550248923,0.0012702692737853768,0.00016303588884931402,0.0014333051626346908,0.24077988126580477,0.021667480878812578,0.26244736214461734,0.18382296958774857,0.020854950345857107,0.20467791993360568,0.5252600158128948,0.28224559947526906
597,597,597,IL,G1700250,Mount Vernon  Awos,724335,38.32,-88.87,62864.0,17025,SRMW,23.31,7.36,0.55,21.22,3.42,1.08,0.34,6.52,0,0,0,0,0,0,0,0,0.45,0,3.28,1.04,0.16,6.59,24.64,22.73,21.59,0,0,0,38.75,19.15,31.05,41.88,IL,0.0016748232218156802,0.00022867371423020662,0.0019034969360458868,0.0011398823763577428,0.00022020431740686568,0.0013600866937646084,0.19934082408507572,0.02925109918639698,0.2285919232714727,0.16495444527159595,0.028167725142456357,0.1931221704140523,0.3995408857189562,0.18366484169773753
598,598,598,IL,G1700270,Belleville Scott Afb,724338,38.55,-89.85,62225.0,17027,SRMW,30.78,9.72,0.665,27.79,2.91,0.92,0.455,5.5,0,0,0,0,0,0,0,0,0.515,0,2.8,0.88,0.205,5.56,32.27,29.77,28.28,0,0,0,41.17,19.2,31.03,48.97,IL,0.0021988671502599037,0.00019479612693684272,0.0023936632771967463,0.0014929299755464143,0.00018632673011350173,0.001679256705659916,0.2632598926775728,0.024917603010634466,0.2881774956882073,0.2160446034199477,0.02383422896669384,0.23987883238664154,0.4254302329887569,0.20134608302460377
599,599,599,IL,G1700290,Univ Of Illinois Wi  Bondville,725315,40.06,-88.37,61822.0,17029,SRMW,40.41,12.76,0.84,34.45,2.42,0.76,0.64,4.79,0,0,0,0,0,0,0,0,0.595,0,2.33,0.74,0.265,4.85,40.17,37.06,35.2,0,0,0,44.42,19.24,31.01,56.3,IL,0.0028795949199359352,0.00016091853964347877,0.003040513459579414,0.0018585147764108203,0.00015668384123180824,0.0020151986176426286,0.34559632001706064,0.02058410683487195,0.3661804268519326,0.2689490427525449,0.020042419812901634,0.2889914625654465,0.5087909613277696,0.26709773223492883
600,600,600,IL,G1700310,Chicago Midway Ap,725340,41.78,-87.75,60638.0,17031,RFCW,36.01,11.37,0.79,31.05,3.45,1.09,0.57,6.8,0,0,0,0,0,0,0,0,0.57,0,3.29,1.04,0.24,6.88,36.19,33.39,31.72,0,0,0,43.24,19.22,31.26,52.61,IL,0.0017367057486050912,0.00015567510411016033,0.0018923808527152514,0.0016744686558110438,0.00014853404428859335,0.0018230027000996371,0.3079490719901237,0.02952194269738214,0.33747101468750584,0.24231539496782176,0.028167725142456357,0.2704831201102781,0.03805707616989399,0.24766016655647963
601,601,601,IN,G1700330,Evansville Regional Ap,724320,38.05,-87.53,47711.0,17033,SRMW,22.34,7.05,0.515,20.4,3.42,1.08,0.315,6.68,0,0,0,0,0,0,0,0,0.43,0,3.28,1.03,0.15,6.75,23.64,21.81,20.72,0,0,0,38.37,19.16,31.03,40.97,IL,0.0016017746742143638,0.00022867371423020662,0.0018304483884445705,0.0010937454741910414,0.00021808696820103043,0.0013118324423920717,0.19094467524453584,0.02925109918639698,0.22019577443093283,0.1582778905135727,0.027896881631471197,0.18617477214504388,0.3953370333690057,0.18273690841089937
602,602,602,IL,G1700350,Univ Of Illinois Wi  Bondville,725315,40.06,-88.37,61822.0,17035,SRMW,40.41,12.76,0.84,34.45,2.42,0.76,0.64,4.79,0,0,0,0,0,0,0,0,0.595,0,2.33,0.74,0.265,4.85,40.17,37.06,35.2,0,0,0,44.42,19.24,31.01,56.3,IL,0.0028795949199359352,0.00016091853964347877,0.003040513459579414,0.0018585147764108203,0.00015668384123180824,0.0020151986176426286,0.34559632001706064,0.02058410683487195,0.3661804268519326,0.2689490427525449,0.020042419812901634,0.2889914625654465,0.5087909613277696,0.26709773223492883
