,Unnamed: 0,index,State,Station_Number,Station_Name,Station_WMO,Latitude,Longitude,ZIP Codes,FIPS,SUBGRID,el_src_h1,el_sit_h1,el_sit_sub_h1,el_del_h1,el_src_c1,el_sit_c1,el_sit_sub_c1,el_del_c1,ng_src_h1,ng_sit_h1,ng_del_h1,ng_src_c1,ng_sit_c1,ng_del_c1,el_src_h2,el_sit_h2,el_sit_sub_h2,el_del_h2,el_src_c2,el_sit_c2,el_sit_sub_c2,el_del_c2,ng_src_h2,ng_sit_h2,ng_del_h2,ng_src_c2,ng_sit_c2,ng_del_c2,el_sit_t1,ng_sit_t1,el_sit_t2,ng_sit_t2,STATE,h1_emissions,c1_emissions,t1_emissions,h2_emissions,c2_emissions,t2_emissions,h1_cost,c1_cost,t1_cost,h2_cost,c2_cost,t2_cost,emissions_comparison,cost_comparison
603,603,603,IL,G1700370,Aurora Municipal,744655,41.77,-88.47,60554.0,17037,RFCW,51.97,16.41,1.07,43.78,0.91,0.29,0.87,1.7,0,0,0,0,0,0,0,0,0.7,0,0.88,0.28,0.34,1.72,51.16,47.19,44.83,0,0,0,48.05,19.29,30.73,66.49,IL,0.0024965145136198186,4.1418146965088525e-05,0.002537932660584907,0.002366522188311565,3.998993500077513e-05,0.00240651212331234,0.444454201526643,0.00785446181856956,0.4523086633452126,0.34246371633817035,0.0075836183075844036,0.35004733464575477,0.05461037823141284,0.2921357158823834
604,604,604,IL,G1700390,Central Illinois Rg,724397,40.47,-88.92,61704.0,17039,SRMW,44.91,14.18,0.86,40.57,0.95,0.3,0.66,1.78,0,0,0,0,0,0,0,0,0.655,0,0.92,0.29,0.305,1.8,47.11,43.46,41.29,0,0,0,45.42,19.29,30.66,62.74,IL,0.0031844932055762106,6.35204761750574e-05,0.003248013681751268,0.0021794671393096125,6.140312696922215e-05,0.0022408702662788348,0.38405609857695294,0.008125305329554716,0.3921814039065077,0.31539464106922827,0.00785446181856956,0.32324910288779785,0.4494429823217231,0.2132482361215918
605,605,605,IL,G1700410,Univ Of Illinois Wi  Bondville,725315,40.06,-88.37,61822.0,17041,SRMW,40.41,12.76,0.84,34.45,2.42,0.76,0.64,4.79,0,0,0,0,0,0,0,0,0.595,0,2.33,0.74,0.265,4.85,40.17,37.06,35.2,0,0,0,44.42,19.24,31.01,56.3,IL,0.0028795949199359352,0.00016091853964347877,0.003040513459579414,0.0018585147764108203,0.00015668384123180824,0.0020151986176426286,0.34559632001706064,0.02058410683487195,0.3661804268519326,0.2689490427525449,0.020042419812901634,0.2889914625654465,0.5087909613277696,0.26709773223492883
606,606,606,IL,G1700430,W  Chicago Du Page,725305,41.92,-88.25,60174.0,17043,RFCW,35.83,11.31,0.74,32.26,1.55,0.49,0.51,3.07,0,0,0,0,0,0,0,0,0.585,0,1.48,0.47,0.235,3.11,37.44,34.54,32.81,0,0,0,42.46,19.26,30.7,53.8,IL,0.001720995416997644,6.998238625135647e-05,0.0017909778032490005,0.0017321397835194203,6.712596232272969e-05,0.00179926574584215,0.30632401092421285,0.013271332038272703,0.31959534296248554,0.2506610884153508,0.01272964501630239,0.2633907334316532,-0.004606291545482755,0.21338871264966797
607,607,607,IN,G1700450,Terre Haute Hulman Regional A,724373,39.45,-87.3,47871.0,17045,SRMW,32.71,10.33,0.72,26.44,3.3,1.04,0.51,6.39,0,0,0,0,0,0,0,0,0.515,0,3.19,1.01,0.215,6.47,30.85,28.46,27.04,0,0,0,42.02,19.21,31.15,47.67,IL,0.0023396708724479475,0.00022020431740686568,0.0025598751898548134,0.0014272350387655678,0.00021385226978935993,0.0016410873085549278,0.2797813468476674,0.028167725142456357,0.3079490719901238,0.20653777001450158,0.02735519460950088,0.23389296462400244,0.559865326183609,0.3166239201985881
608,608,608,IN,G1700470,Evansville Regional Ap,724320,38.05,-87.53,47711.0,17047,SRMW,22.34,7.05,0.515,20.4,3.42,1.08,0.315,6.68,0,0,0,0,0,0,0,0,0.43,0,3.28,1.03,0.15,6.75,23.64,21.81,20.72,0,0,0,38.37,19.16,31.03,40.97,IL,0.0016017746742143638,0.00022867371423020662,0.0018304483884445705,0.0010937454741910414,0.00021808696820103043,0.0013118324423920717,0.19094467524453584,0.02925109918639698,0.22019577443093283,0.1582778905135727,0.027896881631471197,0.18617477214504388,0.3953370333690057,0.18273690841089937
609,609,609,IL,G1700490,Mount Vernon  Awos,724335,38.32,-88.87,62864.0,17049,SRMW,23.31,7.36,0.55,21.22,3.42,1.08,0.34,6.52,0,0,0,0,0,0,0,0,0.45,0,3.28,1.04,0.16,6.59,24.64,22.73,21.59,0,0,0,38.75,19.15,31.05,41.88,IL,0.0016748232218156802,0.00022867371423020662,0.0019034969360458868,0.0011398823763577428,0.00022020431740686568,0.0013600866937646084,0.19934082408507572,0.02925109918639698,0.2285919232714727,0.16495444527159595,0.028167725142456357,0.1931221704140523,0.3995408857189562,0.18366484169773753
610,610,610,IL,G1700510,Mount Vernon  Awos,724335,38.32,-88.87,62864.0,17051,SRMW,23.31,7.36,0.55,21.22,3.42,1.08,0.34,6.52,0,0,0,0,0,0,0,0,0.45,0,3.28,1.04,0.16,6.59,24.64,22.73,21.59,0,0,0,38.75,19.15,31.05,41.88,IL,0.0016748232218156802,0.00022867371423020662,0.0019034969360458868,0.0011398823763577428,0.00022020431740686568,0.0013600866937646084,0.19934082408507572,0.02925109918639698,0.2285919232714727,0.16495444527159595,0.028167725142456357,0.1931221704140523,0.3995408857189562,0.18366484169773753
611,611,611,IL,G1700530,Univ Of Illinois Wi  Bondville,725315,40.06,-88.37,61822.0,17053,SRMW,40.41,12.76,0.84,34.45,2.42,0.76,0.64,4.79,0,0,0,0,0,0,0,0,0.595,0,2.33,0.74,0.265,4.85,40.17,37.06,35.2,0,0,0,44.42,19.24,31.01,56.3,IL,0.0028795949199359352,0.00016091853964347877,0.003040513459579414,0.0018585147764108203,0.00015668384123180824,0.0020151986176426286,0.34559632001706064,0.02058410683487195,0.3661804268519326,0.2689490427525449,0.020042419812901634,0.2889914625654465,0.5087909613277696,0.26709773223492883
612,612,612,IL,G1700550,Marion Regional,724339,37.75,-89.02,62948.0,17055,SRMW,17.38,5.49,0.455,15.2,4.72,1.49,0.225,9.44,0,0,0,0,0,0,0,0,0.4,0,4.49,1.42,0.11,9.54,17.61,16.25,15.44,0,0,0,37.08,19.13,31.35,35.38,IL,0.001258764102869054,0.00031548503166945173,0.0015742491345385058,0.0008149181089227152,0.00030066358722860505,0.0011155816961513202,0.14869308753085134,0.04035568313678843,0.18904877066763975,0.11792827697595398,0.03845977855989233,0.1563880555358463,0.4111464359531503,0.20884405154783164
613,613,613,IL,G1700570,Peoria Greater Peoria Ap,725320,40.67,-89.68,61607.0,17057,SRMW,42.9,13.55,0.89,37.54,1.45,0.46,0.69,2.93,0,0,0,0,0,0,0,0,0.625,0,1.39,0.44,0.285,2.97,43.76,40.37,38.35,0,0,0,45.0,19.25,30.76,59.61,IL,0.0030574522532260968,9.739806346842136e-05,0.003154850316694518,0.0020245073265975394,9.316336505675086e-05,0.00211767069165429,0.3669929573848881,0.012458801505317233,0.3794517588902053,0.29297012563195457,0.01191711448334692,0.3048872401153015,0.48977380153001976,0.24456424856187883
614,614,614,KY,G1700590,Henderson City,724238,37.82,-87.68,42420.0,17059,SRMW,23.25,7.34,0.55,20.96,2.86,0.9,0.33,5.67,0,0,0,0,0,0,0,0,0.465,0,2.7,0.85,0.155,5.72,24.33,22.44,21.32,0,0,0,38.55,19.17,30.88,41.61,IL,0.0016705885234040093,0.00019056142852517222,0.0018611499519291816,0.001125339222413891,0.00017997468249599595,0.001305313904909887,0.1987991370631054,0.024375915988664152,0.22317505305176955,0.16284987909787121,0.02302169843373836,0.18587157753160957,0.42582557722593706,0.20069488845768307
615,615,615,IL,G1700610,Springfield Capital Ap,724390,39.85,-89.68,62702.0,17061,SRMW,31.95,10.09,0.67,27.75,3.95,1.25,0.47,7.94,0,0,0,0,0,0,0,0,0.515,0,3.76,1.19,0.205,8.03,32.27,29.77,28.28,0,0,0,41.89,19.17,31.32,48.94,IL,0.002278267745478725,0.0002646686507294058,0.0025429363962081305,0.0014929299755464143,0.00025196455549439433,0.0017448945310408086,0.27328110258402366,0.03385543887314465,0.3071365414571683,0.2160446034199477,0.03223037780723371,0.2482749812271814,0.45735822479270394,0.2370821253879232
616,616,616,IL,G1700630,Aurora Municipal,744655,41.77,-88.47,60554.0,17063,RFCW,51.97,16.41,1.07,43.78,0.91,0.29,0.87,1.7,0,0,0,0,0,0,0,0,0.7,0,0.88,0.28,0.34,1.72,51.16,47.19,44.83,0,0,0,48.05,19.29,30.73,66.49,IL,0.0024965145136198186,4.1418146965088525e-05,0.002537932660584907,0.002366522188311565,3.998993500077513e-05,0.00240651212331234,0.444454201526643,0.00785446181856956,0.4523086633452126,0.34246371633817035,0.0075836183075844036,0.35004733464575477,0.05461037823141284,0.2921357158823834
617,617,617,IL,G1700650,Mount Vernon  Awos,724335,38.32,-88.87,62864.0,17065,SRMW,23.31,7.36,0.55,21.22,3.42,1.08,0.34,6.52,0,0,0,0,0,0,0,0,0.45,0,3.28,1.04,0.16,6.59,24.64,22.73,21.59,0,0,0,38.75,19.15,31.05,41.88,IL,0.0016748232218156802,0.00022867371423020662,0.0019034969360458868,0.0011398823763577428,0.00022020431740686568,0.0013600866937646084,0.19934082408507572,0.02925109918639698,0.2285919232714727,0.16495444527159595,0.028167725142456357,0.1931221704140523,0.3995408857189562,0.18366484169773753
618,618,618,IA,G1700670,Keokuk Muni,725456,40.47,-91.43,52632.0,17067,SRMW,30.19,9.53,0.62,26.25,2.9,0.92,0.43,5.66,0,0,0,0,0,0,0,0,0.49,0,2.78,0.88,0.19,5.73,30.5,28.14,26.73,0,0,0,40.92,19.18,30.97,47.32,IL,0.0021491094439227755,0.00019479612693684272,0.002343905570859618,0.0014111874206206281,0.00018632673011350173,0.0015975141507341298,0.2581138659688548,0.024917603010634466,0.2830314689794893,0.20421549009866738,0.02383422896669384,0.22804971906536123,0.46722053747222697,0.2410954512001383
619,619,619,KY,G1700690,Paducah Barkley Regional Ap,724350,37.05,-88.77,42086.0,17069,SRMW,14.74,4.65,0.395,13.78,4.05,1.28,0.195,8.15,0,0,0,0,0,0,0,0,0.35,0,3.87,1.22,0.1,8.25,15.94,14.7,13.97,0,0,0,35.94,19.11,31.09,33.81,IL,0.001068202674343882,0.0002710206983469116,0.0013392233726907937,0.000737187458533164,0.0002583166031119001,0.000995504061645064,0.12594223260809811,0.034667969406100126,0.16061020201419823,0.10667973363363221,0.03304290834018918,0.1397226419738214,0.345271631014479,0.1494930223570376
620,620,620,IA,G1700710,Burlington-Southeast Iowa Rgnl AP,725420,40.783,-91.117,52601.0,17071,SRMW,37.59,11.87,0.775,31.56,4.12,1.3,0.585,7.79,0,0,0,0,0,0,0,0,0.545,0,3.98,1.26,0.235,7.88,36.81,33.96,32.26,0,0,0,43.94,19.19,31.45,53.15,IL,0.002677388070778669,0.00027525539675858206,0.002952643467537251,0.0017030534756317176,0.0002667859999352411,0.0019698394755669588,0.32149124753938163,0.035209656428070446,0.3567009039674521,0.24645195606790135,0.03412628238412981,0.28057823845203117,0.49892592983365913,0.27130637762712717
621,621,621,IL,G1700730,Moline Quad City Intl Ap,725440,41.47,-90.52,61265.0,17073,MROW,44.44,14.03,0.855,40.39,1.54,0.49,0.655,2.96,0,0,0,0,0,0,0,0,0.645,0,1.49,0.47,0.295,3.0,46.91,43.27,41.11,0,0,0,45.44,19.27,30.83,62.54,IL,0.00218535906157645,7.193993551712868e-05,0.0022572989970935787,0.0021699388660360547,6.900361161847036e-05,0.002238942477654525,0.3799934459121756,0.013271332038272703,0.3932647779504483,0.31401578736920177,0.01272964501630239,0.3267454323855042,0.008198745444449087,0.2035815621944565
622,622,622,IL,G1700750,Univ Of Illinois Wi  Bondville,725315,40.06,-88.37,61822.0,17075,SRMW,40.41,12.76,0.84,34.45,2.42,0.76,0.64,4.79,0,0,0,0,0,0,0,0,0.595,0,2.33,0.74,0.265,4.85,40.17,37.06,35.2,0,0,0,44.42,19.24,31.01,56.3,IL,0.0028795949199359352,0.00016091853964347877,0.003040513459579414,0.0018585147764108203,0.00015668384123180824,0.0020151986176426286,0.34559632001706064,0.02058410683487195,0.3661804268519326,0.2689490427525449,0.020042419812901634,0.2889914625654465,0.5087909613277696,0.26709773223492883
623,623,623,IL,G1700770,Southern Illinois,724336,37.77,-89.25,62966.0,17077,SRMW,19.89,6.28,0.485,17.88,5.58,1.76,0.285,10.89,0,0,0,0,0,0,0,0,0.405,0,5.34,1.69,0.135,11.01,20.75,19.14,18.18,0,0,0,38.22,19.1,31.64,38.24,IL,0.0014323867377475446,0.00037265346022700345,0.0018050401979745482,0.0009598481602942013,0.0003578320157861567,0.001317680176080358,0.17008972489867874,0.04766845793338768,0.2177581828320664,0.13890136746583134,0.04577255335649157,0.18467392082232292,0.36986214920825267,0.1791496160498713
624,624,624,IL,G1700790,Mount Vernon  Awos,724335,38.32,-88.87,62864.0,17079,SRMW,23.31,7.36,0.55,21.22,3.42,1.08,0.34,6.52,0,0,0,0,0,0,0,0,0.45,0,3.28,1.04,0.16,6.59,24.64,22.73,21.59,0,0,0,38.75,19.15,31.05,41.88,IL,0.0016748232218156802,0.00022867371423020662,0.0019034969360458868,0.0011398823763577428,0.00022020431740686568,0.0013600866937646084,0.19934082408507572,0.02925109918639698,0.2285919232714727,0.16495444527159595,0.028167725142456357,0.1931221704140523,0.3995408857189562,0.18366484169773753
625,625,625,IL,G1700810,Mount Vernon  Awos,724335,38.32,-88.87,62864.0,17081,SRMW,23.31,7.36,0.55,21.22,3.42,1.08,0.34,6.52,0,0,0,0,0,0,0,0,0.45,0,3.28,1.04,0.16,6.59,24.64,22.73,21.59,0,0,0,38.75,19.15,31.05,41.88,IL,0.0016748232218156802,0.00022867371423020662,0.0019034969360458868,0.0011398823763577428,0.00022020431740686568,0.0013600866937646084,0.19934082408507572,0.02925109918639698,0.2285919232714727,0.16495444527159595,0.028167725142456357,0.1931221704140523,0.3995408857189562,0.18366484169773753
626,626,626,MO,G1700830,St Louis Lambert IntL Arpt,724340,38.75,-90.37,63145.0,17083,SRMW,24.86,7.85,0.56,22.32,5.32,1.68,0.36,9.9,0,0,0,0,0,0,0,0,0.45,0,5.1,1.61,0.16,10.0,25.92,23.91,22.72,0,0,0,39.86,19.15,31.64,43.06,IL,0.0017806906821074425,0.00035571466658032146,0.002136405348687764,0.0011990579682672076,0.0003408932221394748,0.0015399511904066825,0.2126121561233484,0.045501709845506416,0.2581138659688548,0.17351785246123444,0.04360580526861032,0.21712365772984477,0.38732017092279736,0.1887873881067901
627,627,627,WI,G1700850,Lone Rock Faa Ap,726416,43.2,-90.18,53588.0,17085,RFCW,35.94,11.35,0.805,28.99,1.3,0.41,0.555,2.65,0,0,0,0,0,0,0,0,0.6,0,1.24,0.39,0.23,2.69,33.83,31.21,29.65,0,0,0,42.54,19.26,30.64,50.47,IL,0.0017359916426229343,5.855669053684929e-05,0.0017945483331597836,0.0015651442571986427,5.570026660822251e-05,0.0016208445238068653,0.30740738496815345,0.011104583950391446,0.3185119689185449,0.22649486304120148,0.010562896928421134,0.2370577599696226,0.10716870545050275,0.34360490438853425
628,628,628,IL,G1700870,Marion Regional,724339,37.75,-89.02,62948.0,17087,SRMW,17.38,5.49,0.455,15.2,4.72,1.49,0.225,9.44,0,0,0,0,0,0,0,0,0.4,0,4.49,1.42,0.11,9.54,17.61,16.25,15.44,0,0,0,37.08,19.13,31.35,35.38,IL,0.001258764102869054,0.00031548503166945173,0.0015742491345385058,0.0008149181089227152,0.00030066358722860505,0.0011155816961513202,0.14869308753085134,0.04035568313678843,0.18904877066763975,0.11792827697595398,0.03845977855989233,0.1563880555358463,0.4111464359531503,0.20884405154783164
629,629,629,IL,G1700890,W  Chicago Du Page,725305,41.92,-88.25,60174.0,17089,RFCW,35.83,11.31,0.74,32.26,1.55,0.49,0.51,3.07,0,0,0,0,0,0,0,0,0.585,0,1.48,0.47,0.235,3.11,37.44,34.54,32.81,0,0,0,42.46,19.26,30.7,53.8,IL,0.001720995416997644,6.998238625135647e-05,0.0017909778032490005,0.0017321397835194203,6.712596232272969e-05,0.00179926574584215,0.30632401092421285,0.013271332038272703,0.31959534296248554,0.2506610884153508,0.01272964501630239,0.2633907334316532,-0.004606291545482755,0.21338871264966797
630,630,630,IL,G1700910,Chicago Midway Ap,725340,41.78,-87.75,60638.0,17091,RFCW,36.01,11.37,0.79,31.05,3.45,1.09,0.57,6.8,0,0,0,0,0,0,0,0,0.57,0,3.29,1.04,0.24,6.88,36.19,33.39,31.72,0,0,0,43.24,19.22,31.26,52.61,IL,0.0017367057486050912,0.00015567510411016033,0.0018923808527152514,0.0016744686558110438,0.00014853404428859335,0.0018230027000996371,0.3079490719901237,0.02952194269738214,0.33747101468750584,0.24231539496782176,0.028167725142456357,0.2704831201102781,0.03805707616989399,0.24766016655647963
631,631,631,IL,G1700930,Aurora Municipal,744655,41.77,-88.47,60554.0,17093,RFCW,51.97,16.41,1.07,43.78,0.91,0.29,0.87,1.7,0,0,0,0,0,0,0,0,0.7,0,0.88,0.28,0.34,1.72,51.16,47.19,44.83,0,0,0,48.05,19.29,30.73,66.49,IL,0.0024965145136198186,4.1418146965088525e-05,0.002537932660584907,0.002366522188311565,3.998993500077513e-05,0.00240651212331234,0.444454201526643,0.00785446181856956,0.4523086633452126,0.34246371633817035,0.0075836183075844036,0.35004733464575477,0.05461037823141284,0.2921357158823834
632,632,632,IL,G1700950,Moline Quad City Intl Ap,725440,41.47,-90.52,61265.0,17095,SRMW,44.44,14.03,0.855,40.39,1.54,0.49,0.655,2.96,0,0,0,0,0,0,0,0,0.645,0,1.49,0.47,0.295,3.0,46.91,43.27,41.11,0,0,0,45.44,19.27,30.83,62.54,IL,0.0031516742928857644,0.00010375011108592708,0.0032554244039716914,0.0021699388660360547,9.951541267425658e-05,0.002269454278710311,0.3799934459121756,0.013271332038272703,0.3932647779504483,0.31401578736920177,0.01272964501630239,0.3267454323855042,0.43445251773113003,0.2035815621944565
633,633,633,IL,G1700970,Chicago Waukegan,725347,42.42,-87.87,60087.0,17097,RFCW,36.92,11.66,0.775,31.65,1.84,0.58,0.515,3.94,0,0,0,0,0,0,0,0,0.62,0,1.74,0.55,0.23,4.0,36.76,33.91,32.22,0,0,0,42.94,19.27,30.81,53.19,IL,0.0017759815776237098,8.283629393017705e-05,0.0018588178715538868,0.0017005460352965706,7.855165803723687e-05,0.0017790976933338076,0.31580353380869336,0.01570892363713912,0.33151245744583246,0.24608909983105226,0.014896393104183649,0.26098549293523593,0.044809331448625256,0.27023327510429074
634,634,634,IL,G1700990,Aurora Municipal,744655,41.77,-88.47,60554.0,17099,RFCW,51.97,16.41,1.07,43.78,0.91,0.29,0.87,1.7,0,0,0,0,0,0,0,0,0.7,0,0.88,0.28,0.34,1.72,51.16,47.19,44.83,0,0,0,48.05,19.29,30.73,66.49,IL,0.0024965145136198186,4.1418146965088525e-05,0.002537932660584907,0.002366522188311565,3.998993500077513e-05,0.00240651212331234,0.444454201526643,0.00785446181856956,0.4523086633452126,0.34246371633817035,0.0075836183075844036,0.35004733464575477,0.05461037823141284,0.2921357158823834
635,635,635,IN,G1701010,Evansville Regional Ap,724320,38.05,-87.53,47711.0,17101,SRMW,22.34,7.05,0.515,20.4,3.42,1.08,0.315,6.68,0,0,0,0,0,0,0,0,0.43,0,3.28,1.03,0.15,6.75,23.64,21.81,20.72,0,0,0,38.37,19.16,31.03,40.97,IL,0.0016017746742143638,0.00022867371423020662,0.0018304483884445705,0.0010937454741910414,0.00021808696820103043,0.0013118324423920717,0.19094467524453584,0.02925109918639698,0.22019577443093283,0.1582778905135727,0.027896881631471197,0.18617477214504388,0.3953370333690057,0.18273690841089937
636,636,636,IL,G1701030,Sterling Rockfalls,725326,41.75,-89.67,61071.0,17103,RFCW,48.09,15.19,0.95,38.81,0.47,0.15,0.75,0.87,0,0,0,0,0,0,0,0,0.655,0,0.45,0.14,0.315,0.89,45.28,41.77,39.68,0,0,0,46.45,19.29,30.52,61.06,IL,0.0023051341104018234,2.1423179464700958e-05,0.0023265572898665244,0.0020947156559816505,1.9994967500387564e-05,0.0021147106234820382,0.4114112931864538,0.004062652664777358,0.41547394585123115,0.3031301002637291,0.0037918091537922018,0.3069219094175213,0.10017761486234171,0.3536796595580965
637,637,637,IL,G1701050,Central Illinois Rg,724397,40.47,-88.92,61704.0,17105,RFCW,44.91,14.18,0.86,40.57,0.95,0.3,0.66,1.78,0,0,0,0,0,0,0,0,0.655,0,0.92,0.29,0.305,1.8,47.11,43.46,41.29,0,0,0,45.42,19.29,30.66,62.74,IL,0.00214803079432735,4.2846358929401916e-05,0.002190877153256752,0.0021794671393096125,4.1418146965088525e-05,0.002220885286274701,0.38405609857695294,0.008125305329554716,0.3921814039065077,0.31539464106922827,0.00785446181856956,0.32324910288779785,-0.013511788836371977,0.2132482361215918
638,638,638,IL,G1701070,Springfield Capital Ap,724390,39.85,-89.68,62702.0,17107,SRMW,31.95,10.09,0.67,27.75,3.95,1.25,0.47,7.94,0,0,0,0,0,0,0,0,0.515,0,3.76,1.19,0.205,8.03,32.27,29.77,28.28,0,0,0,41.89,19.17,31.32,48.94,IL,0.002278267745478725,0.0002646686507294058,0.0025429363962081305,0.0014929299755464143,0.00025196455549439433,0.0017448945310408086,0.27328110258402366,0.03385543887314465,0.3071365414571683,0.2160446034199477,0.03223037780723371,0.2482749812271814,0.45735822479270394,0.2370821253879232
639,639,639,IA,G1701090,Burlington-Southeast Iowa Rgnl AP,725420,40.783,-91.117,52601.0,17109,SRMW,37.59,11.87,0.775,31.56,4.12,1.3,0.585,7.79,0,0,0,0,0,0,0,0,0.545,0,3.98,1.26,0.235,7.88,36.81,33.96,32.26,0,0,0,43.94,19.19,31.45,53.15,IL,0.002677388070778669,0.00027525539675858206,0.002952643467537251,0.0017030534756317176,0.0002667859999352411,0.0019698394755669588,0.32149124753938163,0.035209656428070446,0.3567009039674521,0.24645195606790135,0.03412628238412981,0.28057823845203117,0.49892592983365913,0.27130637762712717
640,640,640,IL,G1701110,W  Chicago Du Page,725305,41.92,-88.25,60174.0,17111,RFCW,35.83,11.31,0.74,32.26,1.55,0.49,0.51,3.07,0,0,0,0,0,0,0,0,0.585,0,1.48,0.47,0.235,3.11,37.44,34.54,32.81,0,0,0,42.46,19.26,30.7,53.8,IL,0.001720995416997644,6.998238625135647e-05,0.0017909778032490005,0.0017321397835194203,6.712596232272969e-05,0.00179926574584215,0.30632401092421285,0.013271332038272703,0.31959534296248554,0.2506610884153508,0.01272964501630239,0.2633907334316532,-0.004606291545482755,0.21338871264966797
641,641,641,IL,G1701130,Central Illinois Rg,724397,40.47,-88.92,61704.0,17113,SRMW,44.91,14.18,0.86,40.57,0.95,0.3,0.66,1.78,0,0,0,0,0,0,0,0,0.655,0,0.92,0.29,0.305,1.8,47.11,43.46,41.29,0,0,0,45.42,19.29,30.66,62.74,IL,0.0031844932055762106,6.35204761750574e-05,0.003248013681751268,0.0021794671393096125,6.140312696922215e-05,0.0022408702662788348,0.38405609857695294,0.008125305329554716,0.3921814039065077,0.31539464106922827,0.00785446181856956,0.32324910288779785,0.4494429823217231,0.2132482361215918
642,642,642,IL,G1701150,Decatur,725316,39.83,-88.87,,17115,SRMW,32.45,10.25,0.675,29.83,2.91,0.92,0.465,5.63,0,0,0,0,0,0,0,0,0.545,0,2.81,0.89,0.215,5.71,34.61,31.93,30.33,0,0,0,41.72,19.24,31.06,51.17,IL,0.002313204007375007,0.00019479612693684272,0.0025080001343118496,0.001601251398024757,0.00018844407931933697,0.001789695477344094,0.27761459875978617,0.024917603010634466,0.3025322017704206,0.23171999285182834,0.024105072477678995,0.25582506532950733,0.40135579826894296,0.18257451192577104
643,643,643,IL,G1701170,Belleville Scott Afb,724338,38.55,-89.85,62225.0,17117,SRMW,30.78,9.72,0.665,27.79,2.91,0.92,0.455,5.5,0,0,0,0,0,0,0,0,0.515,0,2.8,0.88,0.205,5.56,32.27,29.77,28.28,0,0,0,41.17,19.2,31.03,48.97,IL,0.0021988671502599037,0.00019479612693684272,0.0023936632771967463,0.0014929299755464143,0.00018632673011350173,0.001679256705659916,0.2632598926775728,0.024917603010634466,0.2881774956882073,0.2160446034199477,0.02383422896669384,0.23987883238664154,0.4254302329887569,0.20134608302460377
644,644,644,IL,G1701190,Cahokia St  Louis,725314,38.57,-90.15,62206.0,17119,SRMW,21.35,6.74,0.495,18.72,4.42,1.4,0.285,8.69,0,0,0,0,0,0,0,0,0.425,0,4.23,1.34,0.135,8.78,21.7,20.02,19.02,0,0,0,38.33,19.16,31.31,39.18,IL,0.001531902150421801,0.0002964288888169345,0.0018283310392387354,0.0010039791101927851,0.00028372479358192306,0.0012877039037747081,0.182548526403996,0.037918091537922013,0.22046661794191802,0.1452876372343753,0.03629303047201107,0.18158066770638637,0.4198380806948407,0.21415247959331077
